UNITID,cohort_status8,cohort_status13,cohort_status15,cohort_status29,cohort_status30,under_certi_award_level1,under_degree_award_level3,grad_degree_award_level7,grad_certi_award_level6,total_studentcount_1,undrgradstudentcount_2,gradstudentcount_4,inst_activity_type,inst_act_ugcredit_hrs,inst_act_gradcredit_hrs,ug_student_perthousandstudent,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perthousandgradstudent,grad_certi_perthousand_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
207397,0,0,0,0,0,210,1808,0,0,10213,10213,0,2,138680,,1000,14,NULL,177.0292764,20.56202879,NULL,NULL,NULL,NULL,NULL
207403,385,159,3,0,0,0,0,78,0,2248,2160,88,2,57239,1367,961,27,15.53409091,0,0,886.3636364,0,0.412987013,0.007792208,NULL
207449,0,0,0,1682,194,346,3516,0,0,20498,20498,0,2,255793,,1000,13,NULL,171.5289297,16.87969558,NULL,NULL,NULL,NULL,0.115338882
207458,370,179,4,0,0,0,0,498,0,3643,2205,1438,2,57388,13113,606,27,9.11891516,0,0,346.3143255,0,0.483783784,0.010810811,NULL
207500,3750,1394,188,0,0,0,0,3386,244,30917,23058,7859,2,565142,89205,746,25,11.35068075,0,0,430.8436188,31.04720702,0.371733333,0.050133333,NULL
207564,284,0,0,0,0,0,1308,0,0,5024,5024,0,2,96549,,1000,20,NULL,260.3503185,0,NULL,NULL,0,0,NULL
207582,363,145,9,0,0,2,0,210,0,5085,4245,840,2,74061,7188,835,18,8.557142857,0,0.471142521,250,0,0.399449036,0.024793388,NULL
207661,179,18,12,0,0,0,536,0,0,5540,5540,0,2,95065,,1000,18,NULL,96.75090253,0,NULL,NULL,0.100558659,0.067039106,NULL
207670,0,0,0,942,110,0,1958,0,0,10295,10295,0,2,133392,,1000,13,NULL,190.1894123,0,NULL,NULL,NULL,NULL,0.116772824
207689,79,3,2,0,0,0,24,68,0,787,727,60,2,15111,765,924,21,12.75,33.01237964,0,1133.333333,0,0.037974684,0.025316456,NULL
207722,203,88,0,0,0,0,0,0,0,1064,1064,0,2,27023,,1000,26,NULL,0,0,NULL,NULL,0.433497537,0,NULL
207740,0,0,0,424,118,42,548,0,0,2860,2860,0,2,39267,,1000,14,NULL,191.6083916,14.68531469,NULL,NULL,NULL,NULL,0.278301887
207847,583,68,31,0,0,0,0,266,0,4785,4305,480,2,88720,5604,900,21,11.675,0,0,554.1666667,0,0.116638079,0.053173242,NULL
207856,30,7,2,0,0,0,20,30,0,1011,956,55,2,19499,749,946,21,13.61818182,20.92050209,0,545.4545455,0,0.233333333,0.066666667,NULL
207865,837,124,51,0,0,0,364,446,0,5821,4813,1008,2,109410,7471,827,23,7.411706349,75.62850613,0,442.4603175,0,0.148148148,0.0609319,NULL
207935,0,0,0,1982,264,608,4524,0,0,27395,27395,0,2,348186,,1000,13,NULL,165.139624,22.19383099,NULL,NULL,NULL,NULL,0.133198789
207962,0,0,0,1313,766,0,42,0,0,1868,1868,0,2,37099,,1000,20,NULL,22.48394004,0,NULL,NULL,NULL,NULL,0.583396801
207971,690,357,17,0,0,0,0,592,0,4880,3595,1285,2,104243,12492,737,29,9.721400778,0,0,460.7003891,0,0.517391304,0.024637681,NULL
208035,0,0,0,330,59,38,504,0,0,2261,2261,0,2,30566,,1000,14,NULL,222.9102167,16.80672269,NULL,NULL,NULL,NULL,0.178787879
208239,170,25,4,0,0,66,58,0,0,1820,1820,0,2,53331,,1000,30,NULL,31.86813187,36.26373626,NULL,NULL,0.147058824,0.023529412,NULL
208275,0,0,0,289,46,156,536,0,0,4652,4652,0,2,78789,,1000,17,NULL,115.2192605,33.53396389,NULL,NULL,NULL,NULL,0.15916955
208318,0,0,0,623,121,358,1724,0,0,10565,10565,0,2,217470,,1000,21,NULL,163.1803124,33.88547089,NULL,NULL,NULL,NULL,0.194221509
208415,0,0,0,76,15,92,252,0,0,2212,2212,0,2,32670,,1000,15,NULL,113.9240506,41.59132007,NULL,NULL,NULL,NULL,0.197368421
208488,160,50,4,0,0,0,0,4328,0,10633,1612,9021,2,39818,144568,152,25,16.02571777,0,0,479.7694269,0,0.3125,0.025,NULL
208512,0,0,0,23,16,18,28,0,0,450,450,0,2,13000,,1000,29,NULL,62.22222222,40,NULL,NULL,NULL,NULL,0.695652174
208646,313,54,16,0,0,24,4,178,156,6918,5969,949,2,122817,5945,863,21,6.264488936,0.670129,4.020773999,187.5658588,164.3835616,0.172523962,0.051118211,NULL
208725,18,2,2,0,0,0,0,0,0,196,196,0,2,4729,,1000,25,NULL,0,0,NULL,NULL,0.111111111,0.111111111,NULL
208822,401,204,12,0,0,0,0,650,0,4221,2545,1676,2,71197,18097,603,28,10.7977327,0,0,387.8281623,0,0.50872818,0.029925187,NULL
208965,1,0,0,0,0,0,342,0,0,1001,1001,0,2,25848,,1000,26,NULL,341.6583417,0,NULL,NULL,0,0,NULL
209056,534,381,3,0,0,0,0,442,0,4137,2276,1861,2,66455,13397,551,30,7.19881784,0,0,237.5067168,0,0.713483146,0.005617978,NULL
209065,474,290,6,0,0,0,0,0,0,1724,1724,0,2,50865,,1000,30,NULL,0,0,NULL,NULL,0.611814346,0.012658228,NULL
209074,0,0,0,1356,242,280,1542,0,0,11121,11121,0,2,193237,,1000,18,NULL,138.6565956,25.17759194,NULL,NULL,NULL,NULL,0.178466077
209108,13,1,1,0,0,78,0,616,8,1892,901,991,2,20169,15417,477,23,15.55701312,0,86.57047725,621.5943491,8.072653885,0.076923077,0.076923077,NULL
209241,12,8,0,0,0,0,0,48,0,176,73,103,2,1198,1317,415,17,12.78640777,0,0,466.0194175,0,0.666666667,0,NULL
209250,0,0,0,1314,298,236,2354,0,0,16191,16191,0,2,297625,,1000,19,NULL,145.3894139,14.57599901,NULL,NULL,NULL,NULL,0.226788432
209287,71,26,2,0,0,0,0,176,4,932,503,429,2,12194,6202,540,25,14.45687646,0,0,410.2564103,9.324009324,0.366197183,0.028169014,NULL
209409,80,44,0,0,0,0,0,180,2,866,571,295,2,14477,4801,660,26,16.27457627,0,0,610.1694915,6.779661017,0.55,0,NULL
209506,344,56,26,0,0,42,120,8,0,5659,5612,47,2,132939,1438,992,24,30.59574468,21.38275125,7.483962937,170.212766,0,0.162790698,0.075581395,NULL
209533,5,2,0,0,0,0,0,0,6,171,153,18,2,3529,389,895,24,21.61111111,0,0,0,333.3333333,0.4,0,NULL
209542,3006,922,212,0,0,0,0,1714,756,32771,26858,5913,2,930501,117650,820,35,19.89683748,0,0,289.8697785,127.8538813,0.306719894,0.070525615,NULL
209551,4191,1903,148,0,0,0,0,1782,624,27836,23266,4570,2,903671,114005,836,39,24.9463895,0,0,389.9343545,136.5426696,0.454068241,0.035313768,NULL
209603,92,15,3,0,0,0,0,94,0,549,445,104,2,10365,2989,811,24,28.74038462,0,0,903.8461538,0,0.163043478,0.032608696,NULL
209612,345,174,6,0,0,0,0,660,24,4013,1836,2177,2,59821,26347,458,33,12.10243454,0,0,303.1694993,11.02434543,0.504347826,0.017391304,NULL
209746,0,0,0,1054,160,2628,7112,0,0,50557,50557,0,2,1006256,,1000,20,NULL,140.6729039,51.98093241,NULL,NULL,NULL,NULL,0.151802657
209807,1567,264,142,0,0,0,0,3158,1174,39320,29499,9821,2,789677,138665,751,27,14.11923429,0,0,321.5558497,119.5397617,0.168474793,0.090619017,NULL
209825,793,581,11,0,0,0,0,348,0,4569,3791,778,2,111968,8344,830,30,10.72493573,0,0,447.3007712,0,0.732660782,0.013871375,NULL
209922,329,219,8,0,0,0,0,10,0,1505,1481,24,2,41596,158,985,29,6.583333333,0,0,416.6666667,0,0.665653495,0.024316109,NULL
210146,675,147,23,0,0,0,0,402,498,7618,6553,1065,2,177799,15959,861,28,14.98497653,0,0,377.4647887,467.6056338,0.217777778,0.034074074,NULL
210155,0,0,0,454,100,138,762,0,0,2368,2368,0,2,70254,,1000,30,NULL,321.7905405,58.27702703,NULL,NULL,NULL,NULL,0.220264317
210234,0,0,0,404,79,170,656,0,0,4200,4200,0,2,83622,,1000,20,NULL,156.1904762,40.47619048,NULL,NULL,NULL,NULL,0.195544554
210270,0,0,0,165,25,44,776,0,0,3015,3015,0,2,66497,,1000,23,NULL,257.3797678,14.59369818,NULL,NULL,NULL,NULL,0.151515152
210304,75,27,0,0,0,0,8,0,0,638,635,3,2,14554,28,996,23,9.333333333,12.5984252,0,0,0,0.36,0,NULL
210331,186,103,0,0,0,0,2,144,0,1636,1218,418,2,28735,3121,745,24,7.466507177,1.642036125,0,344.4976077,0,0.553763441,0,NULL
210359,0,0,0,164,60,0,76,0,0,354,354,0,2,7251,,1000,21,NULL,214.6892655,0,NULL,NULL,NULL,NULL,0.365853659
210401,482,333,9,0,0,0,0,402,0,3220,2290,930,2,62442,8944,712,28,9.617204301,0,0,432.2580645,0,0.690871369,0.018672199,NULL
210429,882,197,31,0,0,0,0,366,242,7669,5891,1778,2,200459,16854,769,35,9.479190101,0,0,205.8492688,136.1079865,0.223356009,0.035147392,NULL
210483,0,0,0,109,58,20,176,0,0,550,550,0,2,16500,,1000,30,NULL,320,36.36363636,NULL,NULL,NULL,NULL,0.532110092
210492,26,11,0,0,0,0,24,0,0,288,279,9,2,8134,66,969,30,7.333333333,86.02150538,0,0,0,0.423076923,0,NULL
210571,505,224,4,0,0,0,0,24,0,2569,2511,58,2,69566,594,978,28,10.24137931,0,0,413.7931034,0,0.443564356,0.007920792,NULL
210605,0,0,0,2730,287,690,4138,0,0,28329,28329,0,2,369233,,1000,14,NULL,146.0693988,24.35666631,NULL,NULL,NULL,NULL,0.105128205
210669,562,412,6,0,0,0,0,0,0,2222,2222,0,2,67753,,1000,31,NULL,0,0,NULL,NULL,0.733096085,0.010676157,NULL
210739,402,257,6,0,0,8,0,466,0,4011,2935,1076,2,69615,12702,732,24,11.80483271,0,2.72572402,433.0855019,0,0.639303483,0.014925373,NULL
210775,383,148,6,0,0,0,2,360,0,3638,2952,686,2,62995,7856,812,22,11.45189504,0.677506775,0,524.7813411,0,0.386422977,0.015665796,NULL
210890,0,0,0,78,60,0,146,0,0,191,191,0,2,5475,,1000,29,NULL,764.3979058,0,NULL,NULL,NULL,NULL,0.769230769
210906,0,0,0,0,0,0,56,0,0,582,582,0,2,22199,,1000,39,NULL,96.21993127,0,NULL,NULL,NULL,NULL,NULL
210942,427,107,5,0,0,0,326,0,0,3441,3441,0,2,95844,,1000,28,NULL,94.73990119,0,NULL,NULL,0.25058548,0.011709602,NULL
210960,336,92,2,0,0,38,198,0,0,1992,1992,0,2,66431,,1000,34,NULL,99.39759036,19.07630522,NULL,NULL,0.273809524,0.005952381,NULL
211024,94,37,0,0,0,0,22,158,0,1217,706,511,2,15765,5800,581,23,11.35029354,31.16147309,0,309.1976517,0,0.393617021,0,NULL
211079,0,0,0,372,78,0,784,0,0,3232,3232,0,2,51670,,1000,16,NULL,242.5742574,0,NULL,NULL,NULL,NULL,0.209677419
211088,593,294,17,0,0,0,0,868,2,4993,2675,2318,2,77691,38597,536,30,16.65099223,0,0,374.460742,0.86281277,0.495784148,0.028667791,NULL
211158,1805,781,58,0,0,34,0,590,0,11201,10243,958,2,271400,12652,915,27,13.20668058,0,3.319340037,615.8663883,0,0.432686981,0.032132964,NULL
211200,0,0,0,226,171,0,414,0,0,466,466,0,2,13210,,1000,29,NULL,888.4120172,0,NULL,NULL,NULL,NULL,0.756637168
211273,366,279,0,0,0,0,0,206,188,1842,1421,421,2,42989,8404,772,31,19.96199525,0,0,489.3111639,446.5558195,0.762295082,0,NULL
211291,956,814,4,0,0,0,0,52,0,3703,3620,83,2,103442,1392,978,29,16.77108434,0,0,626.5060241,0,0.851464435,0.0041841,NULL
211307,0,0,0,1274,169,172,1612,0,0,15618,15618,0,2,198341,,1000,13,NULL,103.21424,11.01293379,NULL,NULL,NULL,NULL,0.132653061
211343,0,0,0,815,161,0,946,0,0,5215,5215,0,2,73617,,1000,15,NULL,181.3998082,0,NULL,NULL,NULL,NULL,0.197546012
211352,503,210,12,0,0,0,0,1110,0,2848,1423,1425,2,39104,16622,500,28,11.6645614,0,0,778.9473684,0,0.41749503,0.023856859,NULL
211361,933,355,24,0,0,42,104,1956,34,10092,7333,2759,2,182551,41634,727,25,15.09025009,14.18246284,5.72753307,708.952519,12.32330555,0.380493033,0.025723473,NULL
211398,0,0,0,33,17,0,106,0,0,240,240,0,2,10148,,1000,43,NULL,441.6666667,0,NULL,NULL,NULL,NULL,0.515151515
211431,226,99,5,0,0,8,0,594,10,3497,2384,1113,2,39351,14018,682,17,12.59478886,0,3.355704698,533.6927224,8.984725966,0.438053097,0.022123894,NULL
211440,1462,1050,47,0,0,0,0,6040,56,13335,6525,6810,2,182259,204246,490,28,29.99207048,0,0,886.9309838,8.223201175,0.718194254,0.032147743,NULL
211468,194,114,20,0,0,66,0,60,98,1876,1631,245,2,32252,3181,870,20,12.98367347,0,40.4659718,244.8979592,400,0.587628866,0.103092784,NULL
211477,116,49,0,0,0,6,196,0,0,2042,2008,34,2,41119,642,984,21,18.88235294,97.60956175,2.988047809,0,0,0.422413793,0,NULL
211556,176,82,1,0,0,0,0,818,0,2746,1353,1393,2,25352,24198,493,19,17.37114142,0,0,587.2218234,0,0.465909091,0.005681818,NULL
211583,194,72,5,0,0,24,8,490,16,2627,1752,875,2,41062,10240,667,24,11.70285714,4.566210046,13.69863014,560,18.28571429,0.371134021,0.025773196,NULL
211608,280,31,8,0,0,0,0,20,0,1364,1315,49,2,34003,516,965,26,10.53061224,0,0,408.1632653,0,0.110714286,0.028571429,NULL
211617,0,0,0,564,189,0,230,0,0,1128,1128,0,2,38454,,1000,35,NULL,203.9007092,0,NULL,NULL,NULL,NULL,0.335106383
211644,1214,355,28,0,0,22,238,802,0,7249,6017,1232,2,144561,13536,831,25,10.98701299,39.55459531,3.65630713,650.974026,0,0.292421746,0.02306425,NULL
211820,0,0,0,43,25,0,78,0,0,158,158,0,2,3296,,1000,21,NULL,493.6708861,0,NULL,NULL,NULL,NULL,0.581395349
211893,10,2,0,0,0,0,0,6,26,169,123,46,2,3936,1012,728,32,22,0,0,130.4347826,565.2173913,0.2,0,NULL
211927,0,0,0,1571,254,358,2516,0,0,19342,19342,0,2,262174,,1000,14,NULL,130.0796195,18.50894427,NULL,NULL,NULL,NULL,0.161680458
211981,429,220,4,0,0,0,12,168,0,2419,2046,373,2,54146,3556,846,27,9.533512064,5.865102639,0,450.4021448,0,0.512820513,0.009324009,NULL
212009,613,495,5,0,0,0,0,0,0,2417,2417,0,2,76306,,1000,32,NULL,0,0,NULL,NULL,0.807504078,0.008156607,NULL
212054,2402,579,96,0,0,0,38,5024,724,30747,19257,11490,2,848856,183547,627,45,15.97449956,1.973308407,0,437.2497824,63.01131419,0.241049126,0.039966694,NULL
212072,0,0,0,44,31,0,96,0,0,172,172,0,2,5490,,1000,32,NULL,558.1395349,0,NULL,NULL,NULL,NULL,0.704545455
212090,0,0,0,361,152,0,58,0,0,995,995,0,2,24500,,1000,25,NULL,58.29145729,0,NULL,NULL,NULL,NULL,0.421052632
212106,1237,801,18,0,0,0,0,1668,42,11131,6343,4788,2,197439,41916,570,32,8.754385965,0,0,348.3709273,8.771929825,0.647534357,0.014551334,NULL
212115,1262,458,40,0,0,0,0,380,0,7794,6922,872,2,174336,11186,889,26,12.82798165,0,0,435.7798165,0,0.362916006,0.031695721,NULL
212133,442,233,2,0,0,50,296,804,0,4541,2828,1713,2,65426,19899,623,24,11.61646235,104.6676096,17.68033946,469.352014,0,0.527149321,0.004524887,NULL
212160,976,245,46,0,0,0,134,858,16,7977,6402,1575,2,156244,18437,803,25,11.70603175,20.93095908,0,544.7619048,10.15873016,0.25102459,0.047131148,NULL
212197,508,328,3,0,0,0,0,50,0,1934,1886,48,2,57760,1536,976,31,32,0,0,1041.666667,0,0.645669291,0.005905512,NULL
212434,0,0,0,59,38,0,74,0,0,384,384,0,2,17280,,1000,45,NULL,192.7083333,0,NULL,NULL,NULL,NULL,0.644067797
212452,22,2,0,0,0,0,0,6,0,396,274,122,2,1882,1254,692,7,10.27868852,0,0,49.18032787,0,0.090909091,0,NULL
212568,0,0,0,1,1,0,0,0,0,236,236,0,2,9570,,1000,41,NULL,0,0,NULL,NULL,NULL,NULL,1
212577,588,485,3,0,0,0,0,0,0,2514,2514,0,2,75592,,1000,31,NULL,0,0,NULL,NULL,0.824829932,0.005102041,NULL
212601,583,289,12,0,0,14,66,800,12,4862,3336,1526,2,86931,19992,687,27,13.10091743,19.78417266,4.196642686,524.2463958,7.863695937,0.495711835,0.02058319,NULL
212656,385,216,3,0,0,0,14,224,0,2210,1785,425,2,47133,5897,808,27,13.87529412,7.843137255,0,527.0588235,0,0.561038961,0.007792208,NULL
212674,714,572,3,0,0,0,0,0,0,2721,2721,0,2,80514,,1000,30,NULL,0,0,NULL,NULL,0.801120448,0.004201681,NULL
212805,621,479,2,0,0,0,0,0,0,2520,2520,0,2,76770,,1000,31,NULL,0,0,NULL,NULL,0.771336554,0.003220612,NULL
212832,148,56,1,0,0,0,434,250,0,2824,2359,465,2,54448,5306,836,24,11.41075269,183.9762611,0,537.6344086,0,0.378378378,0.006756757,NULL
212869,0,0,0,304,56,0,754,0,0,1949,1949,0,2,39741,,1000,21,NULL,386.865059,0,NULL,NULL,NULL,NULL,0.184210526
212878,0,0,0,1060,101,226,3990,0,0,29063,29063,0,2,379165,,1000,14,NULL,137.2879606,7.776210302,NULL,NULL,NULL,NULL,0.095283019
212911,327,287,4,0,0,0,0,0,0,1254,1254,0,2,37335,,1000,30,NULL,0,0,NULL,NULL,0.877675841,0.012232416,NULL
212975,0,0,0,93,75,144,94,0,0,474,474,0,2,10577,,1000,23,NULL,198.3122363,303.7974684,NULL,NULL,NULL,NULL,0.806451613
212984,389,145,15,0,0,0,34,588,0,3352,2344,1008,2,51737,11177,700,23,11.08829365,14.50511945,0,583.3333333,0,0.372750643,0.038560411,NULL
212993,0,0,0,0,0,0,50,0,0,90,90,0,2,2700,,1000,30,NULL,555.5555556,0,NULL,NULL,NULL,NULL,NULL
213002,0,0,0,301,98,28,236,0,0,854,854,0,2,29042,,1000,35,NULL,276.3466042,32.78688525,NULL,NULL,NULL,NULL,0.325581395
213011,242,123,2,0,0,0,8,366,0,4510,2924,1586,2,60098,15912,649,21,10.03278689,2.735978112,0,230.7692308,0,0.508264463,0.008264463,NULL
213233,0,0,0,159,101,0,358,0,0,447,447,0,2,13229,,1000,30,NULL,800.8948546,0,NULL,NULL,NULL,NULL,0.635220126
213251,461,332,2,0,0,0,0,20,0,1711,1694,17,2,47294,267,991,28,15.70588235,0,0,1176.470588,0,0.720173536,0.004338395,NULL
213303,204,48,5,0,0,0,94,0,16,2424,2400,24,2,49727,412,991,21,17.16666667,39.16666667,0,0,666.6666667,0.235294118,0.024509804,NULL
213321,559,315,4,0,0,0,0,174,26,2709,2245,464,2,61401,7197,829,28,15.51077586,0,0,375,56.03448276,0.563506261,0.007155635,NULL
213349,1812,680,43,0,0,0,0,468,0,10511,9556,955,2,250854,11274,910,27,11.8052356,0,0,490.052356,0,0.375275938,0.023730684,NULL
213358,224,60,5,0,0,12,40,70,18,1661,1525,136,2,37608,1871,919,25,13.75735294,26.2295082,7.868852459,514.7058824,132.3529412,0.267857143,0.022321429,NULL
213367,846,471,11,0,0,8,104,1114,124,7451,4755,2696,2,124514,26809,639,27,9.943991098,21.87171399,1.682439537,413.2047478,45.99406528,0.556737589,0.013002364,NULL
213376,0,0,0,399,107,186,588,0,0,2634,2634,0,2,41072,,1000,16,NULL,223.2346241,70.61503417,NULL,NULL,NULL,NULL,0.268170426
213385,600,530,2,0,0,0,0,0,0,2502,2502,0,2,77482,,1000,31,NULL,0,0,NULL,NULL,0.883333333,0.003333333,NULL
213400,108,47,2,0,0,0,20,184,2,2110,1517,593,2,30489,6736,719,21,11.35919056,13.18391562,0,310.2866779,3.372681282,0.435185185,0.018518519,NULL
213473,0,0,0,34,28,42,142,0,0,601,601,0,2,8682,,1000,15,NULL,236.2728785,69.88352745,NULL,NULL,NULL,NULL,0.823529412
213507,395,276,5,0,0,0,0,182,0,2289,1836,453,2,51547,2895,803,29,6.390728477,0,0,401.7660044,0,0.698734177,0.012658228,NULL
213525,0,0,0,869,153,34,1412,0,0,10287,10287,0,2,127867,,1000,13,NULL,137.2606202,3.305142413,NULL,NULL,NULL,NULL,0.176064442
213543,1205,910,16,0,0,0,0,1274,0,7501,5021,2480,2,161208,30801,670,33,12.41975806,0,0,513.7096774,0,0.755186722,0.013278008,NULL
213598,533,125,18,0,0,0,0,322,0,2657,2210,447,2,50264,9856,832,23,22.049217,0,0,720.3579418,0,0.234521576,0.033771107,NULL
213613,1222,340,50,0,0,0,204,310,0,5845,5277,568,2,140303,10556,903,27,18.58450704,38.6583286,0,545.7746479,0,0.278232406,0.04091653,NULL
213659,0,0,0,1321,250,32,1706,0,0,8899,8899,0,2,134821,,1000,16,NULL,191.7069334,3.595909653,NULL,NULL,NULL,NULL,0.189250568
213668,340,178,3,0,0,0,0,0,0,1339,1339,0,2,41162,,1000,31,NULL,0,0,NULL,NULL,0.523529412,0.008823529,NULL
213774,0,0,0,188,50,0,350,0,0,984,984,0,2,17704,,1000,18,NULL,355.6910569,0,NULL,NULL,NULL,NULL,0.265957447
213783,540,203,10,0,0,0,68,162,0,3341,3029,312,2,78343,2851,907,26,9.137820513,22.44965335,0,519.2307692,0,0.375925926,0.018518519,NULL
213826,422,238,7,0,0,0,0,724,0,3641,2358,1283,2,63310,19975,648,27,15.56897896,0,0,564.3024162,0,0.563981043,0.016587678,NULL
213914,0,0,0,109,73,0,348,0,0,491,491,0,2,14730,,1000,30,NULL,708.7576375,0,NULL,NULL,NULL,NULL,0.669724771
213987,642,383,0,0,0,0,0,206,110,3239,2765,474,2,73673,5036,854,27,10.62447257,0,0,434.5991561,232.0675105,0.596573209,0,NULL
213996,709,529,3,0,0,0,0,144,20,3289,2842,447,2,84863,5565,865,30,12.44966443,0,0,322.147651,44.74272931,0.746121298,0.004231312,NULL
214023,0,0,0,28,20,16,58,0,0,131,131,0,2,1525,,1000,12,NULL,442.7480916,122.1374046,NULL,NULL,NULL,NULL,0.714285714
214041,1299,503,36,0,0,0,6,472,0,9735,8259,1476,2,206369,15277,849,25,10.350271,0.726480203,0,319.7831978,0,0.387220939,0.027713626,NULL
214069,378,238,1,0,0,8,0,312,8,3792,2759,1033,2,67021,9940,728,25,9.622458858,0,2.899601305,302.0329138,7.744433688,0.62962963,0.002645503,NULL
214111,0,0,0,1705,280,124,2728,0,0,20250,20250,0,2,249656,,1000,13,NULL,134.7160494,6.12345679,NULL,NULL,NULL,NULL,0.164222874
214148,106,51,0,0,0,0,0,28,4,514,446,68,2,12548,915,868,29,13.45588235,0,0,411.7647059,58.82352941,0.481132075,0,NULL
214157,387,253,7,0,0,0,0,116,18,2096,1666,430,2,47784,2624,795,29,6.102325581,0,0,269.7674419,41.86046512,0.65374677,0.018087855,NULL
214166,177,64,2,0,0,0,422,32,0,3074,3004,70,2,47027,973,978,16,13.9,140.4793609,0,457.1428571,0,0.361581921,0.011299435,NULL
214175,597,484,6,0,0,0,4,0,0,2609,2609,0,2,83716,,1000,33,NULL,1.533154465,0,NULL,NULL,0.810720268,0.010050251,NULL
214254,0,0,0,638,325,0,52,0,0,1188,1188,0,2,36112,,1000,31,NULL,43.77104377,0,NULL,NULL,NULL,NULL,0.509404389
214272,539,185,14,0,0,0,12,222,0,3982,2891,1091,2,68877,6913,727,24,6.336388634,4.150812868,0,203.4830431,0,0.3432282,0.025974026,NULL
214290,0,0,0,629,450,150,548,0,0,1357,1357,0,2,18000,,1000,14,NULL,403.8319823,110.5379514,NULL,NULL,NULL,NULL,0.715421304
214379,0,0,0,1697,319,346,2584,0,0,14744,14744,0,2,215400,,1000,15,NULL,175.257732,23.46717309,NULL,NULL,NULL,NULL,0.187978786
214582,0,0,0,342,109,2,208,0,0,1353,1353,0,2,26728,,1000,20,NULL,153.7324464,1.4781966,NULL,NULL,NULL,NULL,0.31871345
214591,1041,461,28,0,0,202,134,70,0,4394,4253,141,2,122359,1875,968,29,13.29787234,31.50717141,47.49588526,496.4539007,0,0.44284342,0.026897214,NULL
214625,155,34,7,0,0,2,76,0,0,855,855,0,2,18630,0,1000,22,NULL,88.88888889,2.339181287,NULL,NULL,0.219354839,0.04516129,NULL
214634,62,8,1,0,0,48,96,0,0,663,663,0,2,12956,0,1000,20,NULL,144.7963801,72.39819005,NULL,NULL,0.129032258,0.016129032,NULL
214643,163,41,10,0,0,44,24,0,0,724,678,46,2,17469,154,937,26,3.347826087,35.39823009,64.89675516,0,0,0.251533742,0.061349693,NULL
214652,291,66,13,0,0,20,76,0,0,1353,1352,1,2,32437,1,1000,24,1,56.21301775,14.79289941,0,0,0.226804124,0.04467354,NULL
214670,201,60,10,0,0,4,12,0,48,1094,1046,48,2,25139,457,957,25,9.520833333,11.47227533,3.824091778,0,1000,0.298507463,0.049751244,NULL
214689,1338,611,51,0,0,36,140,0,0,4041,4040,1,2,116897,1,1000,29,1,34.65346535,8.910891089,0,0,0.456651719,0.038116592,NULL
214698,270,58,7,0,0,0,4,0,0,823,823,0,2,20376,0,1000,25,NULL,4.860267315,0,NULL,NULL,0.214814815,0.025925926,NULL
214704,920,306,37,0,0,6,86,0,2,3072,3007,65,2,81422,441,979,28,6.784615385,28.59993349,1.995344197,0,30.76923077,0.332608696,0.040217391,NULL
214713,442,190,20,0,0,0,24,580,84,5217,4043,1174,2,107288,11776,775,27,10.0306644,5.936186,0,494.0374787,71.55025554,0.429864253,0.045248869,NULL
214731,388,77,12,0,0,16,4,0,0,1700,1700,0,2,42442,0,1000,25,NULL,2.352941176,9.411764706,NULL,NULL,0.198453608,0.030927835,NULL
214740,166,45,10,0,0,16,150,0,0,796,796,0,2,18148,0,1000,23,NULL,188.4422111,20.10050251,NULL,NULL,0.271084337,0.060240964,NULL
214759,131,43,3,0,0,4,258,0,0,974,974,0,2,22455,0,1000,24,NULL,264.8870637,4.106776181,NULL,NULL,0.328244275,0.022900763,NULL
214768,487,162,13,0,0,0,140,0,0,1047,1047,0,2,28434,0,1000,28,NULL,133.7153773,0,NULL,NULL,0.332648871,0.026694045,NULL
214777,7239,4746,160,0,0,198,58,2694,30,49848,42549,7299,2,1293105,145341,854,31,19.91245376,1.363134269,4.653458366,369.0916564,4.110152076,0.655615416,0.0221025,NULL
214786,200,48,7,0,0,0,4,0,0,710,710,0,2,18612,0,1000,27,NULL,5.633802817,0,NULL,NULL,0.24,0.035,NULL
214795,264,67,15,0,0,0,164,0,0,1144,1143,1,2,26635,3,1000,24,3,143.4820647,0,0,0,0.253787879,0.056818182,NULL
214801,792,185,36,0,0,86,46,0,38,4465,4432,33,2,104663,218,993,24,6.606060606,10.37906137,19.40433213,0,1151.515152,0.233585859,0.045454545,NULL
214810,313,76,11,0,0,8,64,0,0,933,933,0,2,23102,0,1000,25,NULL,68.59592712,8.57449089,NULL,NULL,0.242811502,0.03514377,NULL
214829,300,77,13,0,0,10,72,10,0,1441,1314,127,2,28736,547,912,22,4.307086614,54.79452055,7.610350076,78.74015748,0,0.256666667,0.043333333,NULL
214838,0,0,0,24,7,0,78,0,0,109,109,0,2,1618,,1000,15,NULL,715.5963303,0,NULL,NULL,NULL,NULL,0.291666667
214883,1,0,0,0,0,0,246,0,0,2732,2667,65,2,36322,699,977,14,10.75384615,92.23847019,0,0,0,0,0,NULL
214892,0,0,0,140,126,0,174,0,0,384,384,0,2,17280,,1000,45,NULL,453.125,0,NULL,NULL,NULL,NULL,0.9
