UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200
207962,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1259,R,0,R,1259,R,279,R,22,R,717,R,57,R,0,R,1259,R,1,R,0,R,718,R,57
207971,R,656,R,0,R,656,R,305,R,46,R,434,R,66,R,1,R,655,R,9,R,1,R,443,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
208017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,15,R,0,R,15,R,0,R,0,R,6,R,40,Z,0,R,15,Z,0,Z,0,R,6,R,40
208026,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,137,R,0,R,137,R,98,R,72,R,101,R,74,Z,0,R,137,Z,0,Z,0,R,101,R,74
208035,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,339,R,0,R,339,R,43,R,13,R,68,R,20,R,0,R,339,R,9,R,10,R,77,R,23
208044,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,32,R,0,R,32,R,18,R,56,R,21,R,66,R,0,R,32,R,0,R,0,R,21,R,66
208053,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,47,R,0,R,47,R,33,R,70,R,33,R,70,Z,0,R,47,Z,0,Z,0,R,33,R,70
208080,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,38,R,0,R,38,R,15,R,39,R,26,R,68,Z,0,R,38,Z,0,Z,0,R,26,R,68
208123,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,126,R,0,R,126,R,0,R,0,R,81,R,64,Z,0,R,126,Z,0,Z,0,R,81,R,64
208187,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19,R,0,R,19,R,2,R,11,R,14,R,74,Z,0,R,19,Z,0,Z,0,R,14,R,74
208239,R,164,R,0,R,164,R,27,R,16,R,47,R,29,R,0,R,164,R,5,R,0,R,52,R,32,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
208248,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,111,R,3,R,108,R,3,R,3,R,86,R,80,R,0,R,108,R,0,R,0,R,86,R,80
208275,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,294,R,0,R,294,R,25,R,9,R,59,R,20,R,0,R,294,R,9,R,12,R,68,R,23
208318,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,709,R,0,R,709,R,61,R,9,R,124,R,17,Z,0,R,709,R,43,R,40,R,167,R,24
208390,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,896,R,1,R,895,R,35,R,4,R,107,R,12,R,0,R,895,R,47,R,94,R,154,R,17
208406,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,574,R,0,R,574,R,24,R,4,R,72,R,13,R,0,R,574,R,47,R,39,R,119,R,21
208415,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,57,R,0,R,57,R,10,R,18,R,14,R,25,R,1,R,56,R,2,R,2,R,16,R,29
208433,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,59,R,0,R,59,R,17,R,29,R,37,R,63,Z,0,R,59,Z,0,Z,0,R,37,R,63
208479,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,741,R,0,R,741,R,377,R,51,R,684,R,92,Z,0,R,741,Z,0,Z,0,R,684,R,92
208488,R,184,R,0,R,184,R,2,R,1,R,82,R,45,R,0,R,184,R,3,R,1,R,85,R,46,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
208512,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,16,R,0,R,16,R,9,R,56,R,9,R,56,Z,0,R,16,Z,0,Z,0,R,9,R,56
208646,R,351,R,0,R,351,R,70,R,20,R,112,R,32,Z,0,R,351,R,15,R,0,R,127,R,36,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
208655,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,62,R,0,R,62,R,29,R,47,R,38,R,61,Z,0,R,62,Z,0,Z,0,R,38,R,61
208725,R,33,R,0,R,33,R,6,R,18,R,7,R,21,Z,0,R,33,Z,0,Z,0,R,7,R,21,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
208822,R,415,R,0,R,415,R,223,R,54,R,267,R,64,R,0,R,415,R,11,R,2,R,278,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
208859,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,40,R,0,R,40,R,33,R,83,R,36,R,90,Z,0,R,40,Z,0,Z,0,R,36,R,90
208965,R,17,R,0,R,17,R,1,R,6,R,1,R,6,Z,0,R,17,Z,0,Z,0,R,1,R,6,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209038,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,766,R,0,R,766,R,19,R,2,R,74,R,10,R,0,R,766,R,55,R,87,R,129,R,17
209056,R,509,R,1,R,508,R,349,R,69,R,387,R,76,R,0,R,508,R,3,R,0,R,390,R,77,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209065,R,448,R,3,R,445,R,265,R,60,R,299,R,67,R,1,R,444,R,3,R,1,R,302,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209074,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1461,R,1,R,1460,R,122,R,8,R,234,R,16,R,0,R,1460,R,76,R,89,R,310,R,21
209083,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,38,R,0,R,38,R,22,R,58,R,28,R,74,Z,0,R,38,Z,0,Z,0,R,28,R,74
209108,R,8,R,0,R,8,Z,0,R,0,R,3,R,38,R,0,R,8,R,0,R,0,R,3,R,38,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209153,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,52,R,3,R,49,R,33,R,67,R,44,R,90,Z,0,R,49,Z,0,Z,0,R,44,R,90
209205,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,74,R,0,R,74,R,37,R,50,R,57,R,77,R,0,R,74,R,1,R,0,R,58,R,78
209241,R,6,R,0,R,6,R,6,R,100,R,6,R,100,Z,0,R,6,Z,0,Z,0,R,6,R,100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209250,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1376,R,0,R,1376,R,143,R,10,R,243,R,18,Z,0,R,1376,R,63,R,90,R,306,R,22
209287,R,74,R,0,R,74,R,16,R,22,R,33,R,45,Z,0,R,74,Z,0,Z,0,R,33,R,45,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209348,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,23,R,0,R,23,R,11,R,48,R,16,R,70,Z,0,R,23,Z,0,Z,0,R,16,R,70
209409,R,66,R,0,R,66,R,22,R,33,R,26,R,39,R,0,R,66,R,1,R,0,R,27,R,41,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209506,R,274,R,0,R,274,R,64,R,23,R,131,R,48,R,0,R,274,R,9,R,0,R,140,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209533,R,8,R,0,R,8,R,3,R,38,R,4,R,50,Z,0,R,8,Z,0,Z,0,R,4,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209542,R,2850,R,3,R,2847,R,856,R,30,R,1734,R,61,R,0,R,2847,R,85,R,35,R,1819,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209551,R,3352,R,3,R,3349,R,1468,R,44,R,2255,R,67,R,1,R,3348,R,83,R,15,R,2338,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209603,R,36,R,0,R,36,R,6,R,17,R,8,R,22,Z,0,R,36,Z,0,Z,0,R,8,R,22,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209612,R,360,R,0,R,360,R,194,R,54,R,225,R,63,R,0,R,360,R,2,R,0,R,227,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209667,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,52,R,1,R,51,R,29,R,57,R,39,R,76,Z,0,R,51,Z,0,Z,0,R,39,R,76
209676,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,121,R,1,R,120,R,72,R,60,R,93,R,78,Z,0,R,120,Z,0,Z,0,R,93,R,78
209694,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,54,R,0,R,54,R,13,R,24,R,41,R,76,Z,0,R,54,Z,0,Z,0,R,41,R,76
209700,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,71,R,0,R,71,R,37,R,52,R,45,R,63,Z,0,R,71,Z,0,Z,0,R,45,R,63
209719,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,52,R,0,R,52,R,26,R,50,R,26,R,50,R,0,R,52,R,0,R,0,R,26,R,50
209746,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1247,R,0,R,1247,R,58,R,5,R,239,R,19,R,2,R,1245,R,62,R,96,R,301,R,24
209807,R,1243,R,0,R,1243,R,195,R,16,R,518,R,42,R,0,R,1243,R,74,R,2,R,592,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209825,R,724,R,0,R,724,R,493,R,68,R,534,R,74,R,0,R,724,R,2,R,1,R,536,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209922,R,371,R,0,R,371,R,222,R,60,R,275,R,74,R,0,R,371,R,5,R,2,R,280,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
209940,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,522,R,1,R,521,R,31,R,6,R,72,R,14,Z,0,R,521,R,25,R,46,R,97,R,19
209986,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,39,R,0,R,39,R,15,R,38,R,31,R,79,Z,0,R,39,Z,0,Z,0,R,31,R,79
210100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,41,R,0,R,41,R,6,R,15,R,26,R,63,Z,0,R,41,Z,0,Z,0,R,26,R,63
210146,R,705,R,2,R,703,R,110,R,16,R,223,R,32,R,0,R,703,R,19,R,0,R,242,R,34,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210155,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,404,R,0,R,404,R,43,R,11,R,82,R,20,Z,0,R,404,R,14,R,24,R,96,R,24
210234,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,405,R,0,R,405,R,36,R,9,R,73,R,18,R,0,R,405,R,16,R,15,R,89,R,22
210270,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,306,R,0,R,306,R,24,R,8,R,47,R,15,R,0,R,306,R,15,R,7,R,62,R,20
210304,R,74,R,0,R,74,R,31,R,42,R,40,R,54,Z,0,R,74,R,2,Z,0,R,42,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210331,R,188,R,0,R,188,R,85,R,45,R,97,R,52,R,0,R,188,R,0,R,1,R,97,R,52,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210340,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,38,R,0,R,38,Z,0,R,0,R,19,R,50,R,0,R,38,R,0,R,0,R,19,R,50
210359,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,201,R,2,R,199,R,67,R,34,R,75,R,38,R,0,R,199,R,5,R,0,R,80,R,40
210401,R,482,R,0,R,482,R,333,R,69,R,370,R,77,R,0,R,482,R,3,R,0,R,373,R,77,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210429,R,750,R,2,R,748,R,150,R,20,R,333,R,45,R,0,R,748,R,14,R,3,R,347,R,46,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210438,R,5,R,0,R,5,Z,0,R,0,Z,0,R,0,Z,0,R,5,Z,0,Z,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210474,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,51,R,0,R,51,R,28,R,55,R,30,R,59,Z,0,R,51,Z,0,Z,0,R,30,R,59
210483,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,424,R,0,R,424,R,112,R,26,R,298,R,70,Z,0,R,424,Z,0,Z,0,R,298,R,70
210492,R,25,R,1,R,24,R,1,R,4,R,10,R,42,Z,0,R,24,Z,0,Z,0,R,10,R,42,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210571,R,458,R,0,R,458,R,210,R,46,R,241,R,53,R,0,R,458,R,2,R,1,R,243,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210599,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,549,R,0,R,549,R,8,R,1,R,390,R,71,Z,0,R,549,Z,0,Z,0,R,390,R,71
210605,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2964,R,0,R,2964,R,105,R,4,R,276,R,9,Z,0,R,2964,R,111,R,285,R,387,R,13
210669,R,570,R,0,R,570,R,398,R,70,R,443,R,78,R,0,R,570,R,3,R,0,R,446,R,78,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210711,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,102,R,0,R,102,R,81,R,79,R,95,R,93,Z,0,R,102,Z,0,Z,0,R,95,R,93
210739,R,392,R,0,R,392,R,213,R,54,R,265,R,68,Z,0,R,392,Z,0,Z,0,R,265,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210748,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,40,R,0,R,40,R,34,R,85,R,34,R,85,Z,0,R,40,Z,0,Z,0,R,34,R,85
210775,R,300,R,0,R,300,R,114,R,38,R,152,R,51,R,0,R,300,R,2,R,0,R,154,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210784,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,64,R,0,R,64,R,8,R,13,R,49,R,77,Z,0,R,64,Z,0,Z,0,R,49,R,77
210890,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,77,R,0,R,77,R,56,R,73,R,56,R,73,Z,0,R,77,Z,0,Z,0,R,56,R,73
210942,R,473,R,0,R,473,R,122,R,26,R,164,R,35,R,0,R,473,R,2,R,0,R,166,R,35,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
210951,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,68,R,0,R,68,R,28,R,41,R,59,R,87,R,0,R,68,R,0,R,0,R,59,R,87
210960,R,510,R,3,R,507,R,185,R,36,R,222,R,44,R,0,R,507,R,0,R,0,R,222,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211006,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,226,R,3,R,223,R,115,R,52,R,139,R,62,Z,0,R,223,Z,0,Z,0,R,139,R,62
211024,R,102,R,0,R,102,R,45,R,44,R,53,R,52,R,0,R,102,R,3,R,0,R,56,R,55,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211079,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,385,R,1,R,384,R,44,R,11,R,87,R,23,R,1,R,383,R,3,R,33,R,90,R,23
211088,R,572,R,0,R,572,R,336,R,59,R,372,R,65,Z,0,R,572,Z,0,Z,0,R,372,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211149,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,71,R,0,R,71,R,56,R,79,R,56,R,79,Z,0,R,71,Z,0,Z,0,R,56,R,79
211158,R,1631,R,1,R,1630,R,696,R,43,R,1046,R,64,R,0,R,1630,R,19,R,5,R,1065,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211200,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,290,R,0,R,290,R,220,R,76,R,220,R,76,Z,0,R,290,Z,0,Z,0,R,220,R,76
211273,R,358,R,0,R,358,R,278,R,78,R,293,R,82,Z,0,R,358,R,1,R,1,R,294,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211291,R,923,R,2,R,921,R,792,R,86,R,833,R,90,Z,0,R,921,R,1,R,0,R,834,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211307,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1562,R,0,R,1562,R,68,R,4,R,194,R,12,Z,0,R,1562,R,87,R,145,R,281,R,18
211316,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,62,R,0,R,62,R,18,R,29,R,54,R,87,R,0,R,62,R,0,R,8,R,54,R,87
211334,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,71,R,0,R,71,R,0,R,0,R,46,R,65,Z,0,R,71,Z,0,Z,0,R,46,R,65
211343,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,888,R,0,R,888,R,83,R,9,R,165,R,19,R,0,R,888,R,44,R,34,R,209,R,24
211352,R,529,R,0,R,529,R,232,R,44,R,254,R,48,R,0,R,529,R,4,R,1,R,258,R,49,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211361,R,880,R,0,R,880,R,313,R,36,R,474,R,54,R,0,R,880,R,34,R,9,R,508,R,58,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211398,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,45,R,0,R,45,R,26,R,58,R,30,R,67,Z,0,R,45,Z,0,Z,0,R,30,R,67
211431,R,262,R,0,R,262,R,114,R,44,R,146,R,56,R,0,R,262,R,4,R,1,R,150,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211440,R,1428,R,2,R,1426,R,1034,R,73,R,1236,R,87,R,0,R,1426,R,38,R,5,R,1274,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211468,R,254,R,0,R,254,R,124,R,49,R,155,R,61,Z,0,R,254,R,2,R,1,R,157,R,62,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211477,R,79,R,0,R,79,R,23,R,29,R,31,R,39,R,0,R,79,R,0,R,0,R,31,R,39,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211556,R,147,R,0,R,147,R,75,R,51,R,86,R,59,R,0,R,147,R,4,R,0,R,90,R,61,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211583,R,214,R,0,R,214,R,78,R,36,R,101,R,47,Z,0,R,214,Z,0,Z,0,R,101,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211608,R,437,R,0,R,437,R,47,R,11,R,100,R,23,R,0,R,437,R,9,R,4,R,109,R,25,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211617,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,562,R,0,R,562,Z,0,R,0,R,301,R,54,R,0,R,562,R,0,R,0,R,301,R,54
211635,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6,R,0,R,6,R,2,R,33,R,2,R,33,Z,0,R,6,Z,0,Z,0,R,2,R,33
211644,R,1213,R,10,R,1203,R,323,R,27,R,576,R,48,R,0,R,1203,R,21,R,5,R,597,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211820,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,35,R,0,R,35,R,24,R,69,R,24,R,69,R,0,R,35,R,11,R,0,R,35,R,100
211893,R,16,R,0,R,16,R,13,R,81,R,16,R,100,Z,0,R,16,Z,0,Z,0,R,16,R,100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
211909,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,54,R,0,R,54,R,49,R,91,R,49,R,91,Z,0,R,54,Z,0,Z,0,R,49,R,91
211927,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1709,R,0,R,1709,R,70,R,4,R,233,R,14,R,0,R,1709,R,101,R,164,R,334,R,20
211981,R,446,R,0,R,446,R,220,R,49,R,259,R,58,R,0,R,446,R,5,R,0,R,264,R,59,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212009,R,618,R,1,R,617,R,499,R,81,R,522,R,85,Z,0,R,617,Z,0,Z,0,R,522,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212045,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,230,R,0,R,230,R,198,R,86,R,212,R,92,Z,0,R,230,Z,0,Z,0,R,212,R,92
212054,R,2253,R,1,R,2252,R,598,R,27,R,1471,R,65,R,3,R,2249,R,35,R,4,R,1506,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212072,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,54,R,0,R,54,R,22,R,41,R,28,R,52,Z,0,R,54,R,1,R,1,R,29,R,54
212090,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,387,R,1,R,386,R,129,R,33,R,158,R,41,Z,0,R,386,R,4,Z,0,R,162,R,42
212106,R,1105,R,1,R,1104,R,700,R,63,R,820,R,74,R,0,R,1104,R,7,R,3,R,827,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212115,R,1240,R,1,R,1239,R,454,R,37,R,709,R,57,R,0,R,1239,R,14,R,4,R,723,R,58,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212133,R,449,R,0,R,449,R,230,R,51,R,267,R,59,R,0,R,449,R,2,R,1,R,269,R,60,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212160,R,1022,R,1,R,1021,R,230,R,23,R,454,R,44,R,0,R,1021,R,18,R,11,R,472,R,46,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212197,R,528,R,0,R,528,R,372,R,70,R,391,R,74,R,0,R,528,R,2,R,0,R,393,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212212,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,25,R,0,R,25,R,0,R,0,R,19,R,76,Z,0,R,25,Z,0,Z,0,R,19,R,76
212230,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,34,R,0,R,34,R,0,R,0,R,22,R,65,Z,0,R,34,Z,0,Z,0,R,22,R,65
212267,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,95,R,0,R,95,R,4,R,4,R,48,R,51,Z,0,R,95,Z,0,Z,0,R,48,R,51
212276,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,93,R,0,R,93,R,3,R,3,R,58,R,62,Z,0,R,93,Z,0,Z,0,R,58,R,62
212285,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,40,R,0,R,40,R,1,R,3,R,22,R,55,Z,0,R,40,Z,0,Z,0,R,22,R,55
212294,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,39,R,0,R,39,R,1,R,3,R,27,R,69,Z,0,R,39,Z,0,Z,0,R,27,R,69
212300,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,38,R,0,R,38,R,4,R,11,R,24,R,63,Z,0,R,38,Z,0,Z,0,R,24,R,63
212328,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,75,R,0,R,75,R,1,R,1,R,53,R,71,R,0,R,75,R,0,R,0,R,53,R,71
212337,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,55,R,0,R,55,R,1,R,2,R,26,R,47,R,0,R,55,R,0,R,0,R,26,R,47
212355,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,80,R,0,R,80,R,0,R,0,R,53,R,66,Z,0,R,80,Z,0,Z,0,R,53,R,66
212373,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,44,R,0,R,44,R,3,R,7,R,37,R,84,Z,0,R,44,Z,0,Z,0,R,37,R,84
212382,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,88,R,0,R,88,R,0,R,0,R,51,R,58,Z,0,R,88,Z,0,Z,0,R,51,R,58
212391,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,71,R,0,R,71,R,3,R,4,R,46,R,65,Z,0,R,71,Z,0,Z,0,R,46,R,65
212434,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,77,R,0,R,77,R,46,R,60,R,46,R,60,Z,0,R,77,Z,0,Z,0,R,46,R,60
212568,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,18,R,0,R,18,R,10,R,56,R,14,R,78,R,0,R,18,R,0,R,0,R,14,R,78
212577,R,523,R,0,R,523,R,413,R,79,R,436,R,83,R,0,R,523,R,3,R,0,R,439,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
