"UNITID","privateprofit_total_salary_wage","private_nonprofit_total_salary_wage","public_total_salary_wage"
"143288",NULL,"6631836",NULL
"143297",NULL,"3046344",NULL
"143303",NULL,"246565",NULL
"143358",NULL,"70288733",NULL
"143659",NULL,"4709128",NULL
"143853",NULL,"56333942",NULL
"143978",NULL,"38635409",NULL
"144014",NULL,"2833798",NULL
"144050",NULL,"1011204718",NULL
"144281",NULL,"101145891",NULL
"144351",NULL,"28731429",NULL
"144740",NULL,"293208000",NULL
"144883",NULL,"3585729",NULL
"144962",NULL,"34346810",NULL
"144971",NULL,"6841850",NULL
"145275",NULL,"6384240",NULL
"145354",NULL,"990115",NULL
"145372",NULL,"11114230",NULL
"145497",NULL,"4046343",NULL
"145558",NULL,"53078310",NULL
"145619",NULL,"42746010",NULL
"145628",NULL,"17675417",NULL
"145646",NULL,"32859354",NULL
"145691",NULL,"13313192",NULL
"145725",NULL,"121272000",NULL
"145886",NULL,"1152069",NULL
"146241",NULL,"27790362",NULL
"146339",NULL,"9465431",NULL
"146427",NULL,"21575066",NULL
"146481",NULL,"22210196",NULL
"146490",NULL,"6583215",NULL
"146533",NULL,"2292246",NULL
"146612",NULL,"49001701",NULL
"146667",NULL,"6660749",NULL
"146676",NULL,"8562291",NULL
"146719",NULL,"231745653",NULL
"146728",NULL,"3079839",NULL
"146755",NULL,"1873830",NULL
"146791",NULL,"747814",NULL
"146816",NULL,"1195266",NULL
"146825",NULL,"5225330",NULL
"146977",NULL,"2811537",NULL
"147013",NULL,"17648561",NULL
"147031",NULL,"1383552",NULL
"147129",NULL,"4726536",NULL
"147244",NULL,"20242989",NULL
"147341",NULL,"14251046",NULL
"147369",NULL,"47298583",NULL
"147396",NULL,"849601",NULL
"147536",NULL,"32288509",NULL
"147590",NULL,"11449391",NULL
"147660",NULL,"29137666",NULL
"147679",NULL,"26155322",NULL
"147697",NULL,"1668956",NULL
"147767",NULL,"887779000",NULL
"147828",NULL,"33584648",NULL
"148016",NULL,"15529169",NULL
"148131",NULL,"10070350",NULL
"148335",NULL,"26095454",NULL
"148405",NULL,"10281801",NULL
"148487",NULL,"57250782",NULL
"148496",NULL,"29134190",NULL
"148511",NULL,"807706313",NULL
"148575",NULL,"4599144",NULL
"148584",NULL,"23511063",NULL
"148593",NULL,"1663252",NULL
"148627",NULL,"34039598",NULL
"148724",NULL,"724895",NULL
"148849",NULL,"1348110",NULL
"148876",NULL,"8217375",NULL
"148885",NULL,"4817838",NULL
"148955",NULL,"1292331",NULL
"148982",NULL,"2522117",NULL
"149028",NULL,"2759351",NULL
"149329",NULL,"934894",NULL
"149505",NULL,"13269276",NULL
"149514",NULL,"17383969",NULL
"149639",NULL,"2539297",NULL
"149763",NULL,"5332186",NULL
"149781",NULL,"52608522",NULL
"150048",NULL,"3140619",NULL
"150066",NULL,"21100000",NULL
"150145",NULL,"12788120",NULL
"150163",NULL,"68303000",NULL
"150172",NULL,"6252654",NULL
"150215",NULL,"4636449",NULL
"150288",NULL,"4687074",NULL
"150400",NULL,"43091177",NULL
"150455",NULL,"20928181",NULL
"150534",NULL,"31008332",NULL
"150604",NULL,"12089697",NULL
"150668",NULL,"11824044",NULL
"150677",NULL,"9761650",NULL
"150756",NULL,"15980813",NULL
"150774",NULL,"4080692",NULL
"150941",NULL,"8505306",NULL
"151263",NULL,"43487369",NULL
"151290",NULL,"19960817",NULL
"151777",NULL,"15482865",NULL
"151786",NULL,"24189912",NULL
"151801",NULL,"67664148",NULL
"151810",NULL,"3147385",NULL
"151865",NULL,"2211759",NULL
"151962",NULL,"315945",NULL
"152080",NULL,"458489519",NULL
"152099",NULL,"9535362",NULL
"152318",NULL,"38626993",NULL
"152336",NULL,"19812613",NULL
"152363",NULL,"9486151",NULL
"152381",NULL,"7030144",NULL
"152390",NULL,"23942545",NULL
"152451",NULL,"2990745",NULL
"152497",NULL,"2505255",NULL
"152530",NULL,"22921868",NULL
"152567",NULL,"14583350",NULL
"152600",NULL,"60608000",NULL
"152673",NULL,"18624134",NULL
"152798",NULL,"4505598",NULL
"152822",NULL,"6344362",NULL
"152992",NULL,"8705526",NULL
"153001",NULL,"19949298",NULL
"153108",NULL,"17871826",NULL
"153126",NULL,"12023279",NULL
"153144",NULL,"16743829",NULL
"153162",NULL,"15243313",NULL
"153241",NULL,"3185155",NULL
"153250",NULL,"12615383",NULL
"153269",NULL,"63795870",NULL
"153278",NULL,"17837667",NULL
"153302",NULL,"2437867",NULL
"153320",NULL,"2575380",NULL
"153366",NULL,"15643642",NULL
"153375",NULL,"16195510",NULL
"153384",NULL,"46186000",NULL
"153542",NULL,"150699",NULL
"153621",NULL,"4994262",NULL
"153825",NULL,"17385910",NULL
"153834",NULL,"32948924",NULL
"153861",NULL,"7374000",NULL
"153977",NULL,"6941689",NULL
"154004",NULL,"14534738",NULL
"154013",NULL,"12630072",NULL
"154101",NULL,"10954317",NULL
"154156",NULL,"26085712",NULL
"154174",NULL,"30994032",NULL
"154235",NULL,"29158286",NULL
"154262",NULL,"2225834",NULL
"154350",NULL,"16422434",NULL
"154493",NULL,"24596790",NULL
"154527",NULL,"20715185",NULL
"154536",NULL,"2104055",NULL
"154590",NULL,"9037485",NULL
"154688",NULL,"15801820",NULL
"154712",NULL,"14229318",NULL
"154721",NULL,"5322280",NULL
"154749",NULL,"5835396",NULL
"154837",NULL,"2172002",NULL
"154855",NULL,"3677566",NULL
"155007",NULL,"2630941",NULL
"155070",NULL,"2009003",NULL
"155089",NULL,"17722388",NULL
"155177",NULL,"5911465",NULL
"155308",NULL,"636808",NULL
"155335",NULL,"11873525",NULL
"155414",NULL,"6080440",NULL
"155496",NULL,"2239946",NULL
"155511",NULL,"6986048",NULL
"155520",NULL,"15741851",NULL
"155627",NULL,"19370265",NULL
"155812",NULL,"8711930",NULL
"155900",NULL,"10572186",NULL
"155937",NULL,"8996230",NULL
"155973",NULL,"5300408",NULL
"156189",NULL,"4128179",NULL
"156213",NULL,"16122134",NULL
"156222",NULL,"12089855",NULL
"156286",NULL,"32930147",NULL
"156295",NULL,"35891968",NULL
"156356",NULL,"5713678",NULL
"156365",NULL,"18144574",NULL
"156408",NULL,"21625194",NULL
"156417",NULL,"1375298",NULL
"156541",NULL,"18908664",NULL
"156727",NULL,"9213461",NULL
"156745",NULL,"14749777",NULL
"157030",NULL,"186397",NULL
"157076",NULL,"5115397",NULL
"157100",NULL,"5556030",NULL
"157207",NULL,"1341553",NULL
"157216",NULL,"17377909",NULL
"157298",NULL,"4411521",NULL
"157377",NULL,"7478495",NULL
"157535",NULL,"15385454",NULL
"157632",NULL,"5296189",NULL
"157748",NULL,"16372965",NULL
"157757",NULL,"15202880",NULL
"157809",NULL,"10047744",NULL
"157818",NULL,"17604901",NULL
"157863",NULL,"7190002",NULL
"158325",NULL,"518147",NULL
"158334",NULL,"227781",NULL
"158477",NULL,"10339585",NULL
"158802",NULL,"14589466",NULL
"159568",NULL,"9129295",NULL
"159656",NULL,"54398459",NULL
"159948",NULL,"8695328",NULL
"160029",NULL,"1596383",NULL
"160065",NULL,"5600182",NULL
"160074",NULL,"11987345",NULL
"160409",NULL,"1582214",NULL
"160524",NULL,"1794125",NULL
"160755",NULL,"396209000",NULL
"160904",NULL,"43610672",NULL
"160959",NULL,"6434255",NULL
"160977",NULL,"47111739",NULL
"161004",NULL,"63786374",NULL
"161022",NULL,"1297997",NULL
"161086",NULL,"50835000",NULL
"161165",NULL,"24518438",NULL
"161208",NULL,"1176367",NULL
"161457",NULL,"65176144",NULL
"161509",NULL,"4733109",NULL
"161518",NULL,"18769901",NULL
"161563",NULL,"6533833",NULL
"161572",NULL,"7201862",NULL
"162061",NULL,"5416594",NULL
"162210",NULL,"13223016",NULL
"162654",NULL,"30894020",NULL
"162760",NULL,"17685290",NULL
"162928",NULL,"2166147000",NULL
"163046",NULL,"84537650",NULL
"163295",NULL,"35404232",NULL
"163462",NULL,"23445075",NULL
"163532",NULL,"3879025",NULL
"163578",NULL,"20569260",NULL
"163921",NULL,"11543016",NULL
"163976",NULL,"11077866",NULL
"164085",NULL,"5864504",NULL
"164173",NULL,"40047605",NULL
"164216",NULL,"18657891",NULL
"164270",NULL,"25345000",NULL
"164368",NULL,"13927471",NULL
"164447",NULL,"21158839",NULL
"164465",NULL,"70398312",NULL
"164474",NULL,"3149375",NULL
"164492",NULL,"9725772",NULL
"164562",NULL,"28523085",NULL
"164580",NULL,"80350199",NULL
"164614",NULL,"961645",NULL
"164632",NULL,"19668127",NULL
"164720",NULL,"17274914",NULL
"164739",NULL,"87182000",NULL
"164748",NULL,"95909047",NULL
"164872",NULL,"10434861",NULL
"164915",NULL,"1517136",NULL
"164924",NULL,"339811067",NULL
"164933",NULL,"12971662",NULL
"164988",NULL,"722024045",NULL
"165015",NULL,"143627528",NULL
"165060",NULL,"3488445",NULL
"165167",NULL,"16470035",NULL
"165264",NULL,"6135172",NULL
"165334",NULL,"50644129",NULL
"165495",NULL,"455933",NULL
"165529",NULL,"35130506",NULL
"165574",NULL,"13690275",NULL
"165644",NULL,"9072493",NULL
"165662",NULL,"64772884",NULL
"165671",NULL,"22681816",NULL
"165699",NULL,"35375236",NULL
"165705",NULL,"2616602",NULL
"165802",NULL,"10063491",NULL
"165884",NULL,"5116491",NULL
"165936",NULL,"24472056",NULL
"165945",NULL,"12084261",NULL
"166018",NULL,"26134225",NULL
"166027",NULL,"1640390000",NULL
"166045",NULL,"5917661",NULL
"166054",NULL,"4785607",NULL
"166124",NULL,"69964692",NULL
"166391",NULL,"22499707",NULL
"166407",NULL,"4469633",NULL
"166452",NULL,"50179928",NULL
"166489",NULL,"3645454",NULL
"166601",NULL,"1524655",NULL
"166656",NULL,"55227168",NULL
"166683",NULL,"1183270000",NULL
"166717",NULL,"11818606",NULL
"166850",NULL,"36186412",NULL
"166869",NULL,"21261033",NULL
"166911",NULL,"4634335",NULL
"166939",NULL,"62752865",NULL
"166948",NULL,"13686787",NULL
"166984",NULL,"12268750",NULL
"167057",NULL,"21482303",NULL
"167093",NULL,"12593304",NULL
"167181",NULL,"2293640",NULL
"167215",NULL,"16904419",NULL
"167251",NULL,"6724133",NULL
"167260",NULL,"11867176",NULL
"167297",NULL,"2523340",NULL
"167358",NULL,"413732059",NULL
"167394",NULL,"11330111",NULL
"167455",NULL,"6399711",NULL
"167464",NULL,"1327143",NULL
"167598",NULL,"21245041",NULL
"167677",NULL,"2123766",NULL
"167783",NULL,"57093752",NULL
"167792",NULL,"8740149",NULL
"167835",NULL,"94643487",NULL
"167899",NULL,"40242815",NULL
"167996",NULL,"39227977",NULL
"168005",NULL,"100882646",NULL
"168148",NULL,"373634523",NULL
"168218",NULL,"95076000",NULL
"168227",NULL,"41758386",NULL
"168254",NULL,"49025971",NULL
"168281",NULL,"33172292",NULL
"168290",NULL,"19159272",NULL
"168342",NULL,"90532150",NULL
"168421",NULL,"97436000",NULL
"168528",NULL,"15791572",NULL
"168546",NULL,"20662544",NULL
"168591",NULL,"18752108",NULL
"168740",NULL,"39569791",NULL
"168786",NULL,"14805220",NULL
"168847",NULL,"96574228",NULL
"169080",NULL,"50356956",NULL
"169099",NULL,"4067891",NULL
"169220",NULL,"1977161",NULL
"169327",NULL,"3268668",NULL
"169363",NULL,"6439417",NULL
"169424",NULL,"2758640",NULL
"169442",NULL,"17756476",NULL
"169479",NULL,"46041721",NULL
"169628",NULL,"13190984",NULL
"169716",NULL,"72651635",NULL
"169983",NULL,"24904213",NULL
"170000",NULL,"3110562",NULL
"170037",NULL,"16214501",NULL
"170091",NULL,"1615400",NULL
"170301",NULL,"45463879",NULL
"170532",NULL,"23569298",NULL
"170675",NULL,"27148853",NULL
"170806",NULL,"25551102",NULL
"170842",NULL,"11817113",NULL
"170967",NULL,"6355859",NULL
"171012",NULL,"632465",NULL
"171492",NULL,"28881806",NULL
"171599",NULL,"8766177",NULL
"171881",NULL,"3063761",NULL
"172033",NULL,"4059796",NULL
"172264",NULL,"14748732",NULL
"172334",NULL,"20521109",NULL
"172440",NULL,"5568703",NULL
"172477",NULL,"39333138",NULL
"172608",NULL,"11826556",NULL
"172705",NULL,"3748080",NULL
"172927",NULL,"1000000",NULL
"173045",NULL,"33551430",NULL
"173142",NULL,"6899253",NULL
"173160",NULL,"41288903",NULL
"173179",NULL,"3924692",NULL
"173258",NULL,"54004452",NULL
"173300",NULL,"37665339",NULL
"173328",NULL,"19058142",NULL
"173452",NULL,"6943007",NULL
"173647",NULL,"37615770",NULL
"173665",NULL,"40973029",NULL
"173683",NULL,"725967",NULL
"173896",NULL,"8850405",NULL
"173902",NULL,"46964000",NULL
"173957",NULL,"5183424",NULL
"173966",NULL,"10377114",NULL
"174127",NULL,"10370851",NULL
"174206",NULL,"1014622",NULL
"174437",NULL,"9764913",NULL
"174491",NULL,"29576593",NULL
"174507",NULL,"15004722",NULL
"174525",NULL,"1607207",NULL
"174747",NULL,"31748853",NULL
"174792",NULL,"32886266",NULL
"174817",NULL,"33318125",NULL
"174844",NULL,"48722422",NULL
"174862",NULL,"7540619",NULL
"174899",NULL,"38451781",NULL
"174914",NULL,"133062058",NULL
"175005",NULL,"45283516",NULL
"175120",NULL,"2789332",NULL
"175139",NULL,"2240377",NULL
"175227",NULL,"10696195",NULL
"175281",NULL,"13438271",NULL
"175421",NULL,"19190289",NULL
"175430",NULL,"3644105",NULL
"175980",NULL,"15541635",NULL
"176053",NULL,"34045196",NULL
"176318",NULL,"6324064",NULL
"176336",NULL,"442655",NULL
"176406",NULL,"6176316",NULL
"176451",NULL,"763339",NULL
"176479",NULL,"19975156",NULL
"176600",NULL,"1403607",NULL
"176619",NULL,"2544900",NULL
"176628",NULL,"13004673",NULL
"176664",NULL,"2789566",NULL
"176770",NULL,"6289150",NULL
"176789",NULL,"2541873",NULL
"176910",NULL,"1983242",NULL
"176947",NULL,"14308828",NULL
"177038",NULL,"5667344",NULL
"177065",NULL,"51315464",NULL
"177083",NULL,"692786",NULL
"177092",NULL,"9375536",NULL
"177117",NULL,"6113617",NULL
"177126",NULL,"4436281",NULL
"177144",NULL,"7634176",NULL
"177214",NULL,"26666930",NULL
"177278",NULL,"2228822",NULL
"177339",NULL,"21087270",NULL
"177418",NULL,"15137628",NULL
"177427",NULL,"3203867",NULL
"177542",NULL,"6337001",NULL
"177719",NULL,"9135584",NULL
"177746",NULL,"8033195",NULL
"177816",NULL,"2587686",NULL
"177834",NULL,"59088994",NULL
"177931",NULL,"288959",NULL
"177968",NULL,"65821808",NULL
"177986",NULL,"12613160",NULL
"178059",NULL,"30418860",NULL
"178208",NULL,"5454408",NULL
"178244",NULL,"14312807",NULL
"178369",NULL,"7862891",NULL
"178518",NULL,"1798706",NULL
"178679",NULL,"4771987",NULL
"178697",NULL,"16072166",NULL
"178721",NULL,"41402350",NULL
"178891",NULL,"8920978",NULL
"179043",NULL,"27772568",NULL
"179159",NULL,"430319641",NULL
"179256",NULL,"1482028",NULL
"179265",NULL,"18209477",NULL
"179317",NULL,"3550662",NULL
"179326",NULL,"19371532",NULL
"179399",NULL,"885522",NULL
"179450",NULL,"2647189",NULL
"179548",NULL,"7985792",NULL
"179742",NULL,"494039",NULL
"179812",NULL,"20796917",NULL
"179867",NULL,"1140256000",NULL
"179894",NULL,"101537598",NULL
"179919",NULL,"3402746",NULL
"179946",NULL,"10195998",NULL
"179955",NULL,"13253470",NULL
"179964",NULL,"11890500",NULL
"180054",NULL,"4287976",NULL
"180106",NULL,"15069657",NULL
"180258",NULL,"6427481",NULL
"180595",NULL,"9833365",NULL
"180647",NULL,"9440018",NULL
"180814",NULL,"40622019",NULL
"180832",NULL,"10503465",NULL
"180878",NULL,"5425424",NULL
"180984",NULL,"11619775",NULL
"181002",NULL,"174381066",NULL
"181020",NULL,"13561057",NULL
"181093",NULL,"3807337",NULL
"181127",NULL,"12434952",NULL
"181145",NULL,"195000",NULL
"181297",NULL,"8212703",NULL
"181330",NULL,"10577726",NULL
"181376",NULL,"1607222",NULL
"181446",NULL,"17623526",NULL
"181543",NULL,"348658",NULL
"181604",NULL,"9234674",NULL
"181738",NULL,"8780652",NULL
"181792",NULL,"180767",NULL
"181853",NULL,"4079349",NULL
"182458",NULL,"7282952",NULL
"182634",NULL,"13959534",NULL
"182670",NULL,"369403642",NULL
"182795",NULL,"20222001",NULL
"182917",NULL,"647000",NULL
"182980",NULL,"13368414",NULL
"183026",NULL,"105477853",NULL
"183211",NULL,"16508249",NULL
"183239",NULL,"29476360",NULL
"183248",NULL,"1436961",NULL
"183275",NULL,"970370",NULL
"183600",NULL,"204493",NULL
"183804",NULL,"9119988",NULL
"183822",NULL,"20309825",NULL
"183910",NULL,"17881262",NULL
"183974",NULL,"20029447",NULL
"184153",NULL,"540836",NULL
"184348",NULL,"34028300",NULL
"184357",NULL,"144943",NULL
"184603",NULL,"92562182",NULL
"184612",NULL,"20555901",NULL
"184773",NULL,"19136109",NULL
"184968",NULL,"1796247",NULL
"185572",NULL,"74349090",NULL
"185651",NULL,"786346",NULL
"185679",NULL,"2791487",NULL
"185758",NULL,"1832723",NULL
"186122",NULL,"18686988",NULL
"186131",NULL,"602273000",NULL
"186186",NULL,"1753223",NULL
"186283",NULL,"72764000",NULL
"186405",NULL,"155598",NULL
"186423",NULL,"757400",NULL
"186432",NULL,"26401030",NULL
"186584",NULL,"117851000",NULL
"186618",NULL,"12528599",NULL
"186867",NULL,"91890142",NULL
"186900",NULL,"162900",NULL
"188182",NULL,"3002789",NULL
"188207",NULL,"1229831",NULL
"188340",NULL,"13792517",NULL
"188429",NULL,"102265563",NULL
"188526",NULL,"19574932",NULL
"188535",NULL,"11311033",NULL
"188580",NULL,"164003194",NULL
"188641",NULL,"25642494",NULL
"188669",NULL,"2106598",NULL
"188678",NULL,"3808287",NULL
"188687",NULL,"1624497",NULL
"188854",NULL,"20082493",NULL
"188915",NULL,"710419",NULL
"188942",NULL,"455152",NULL
"189015",NULL,"28457969",NULL
"189088",NULL,"62688101",NULL
"189097",NULL,"63314234",NULL
"189264",NULL,"160260",NULL
"189273",NULL,"872461",NULL
"189282",NULL,"1712815",NULL
"189413",NULL,"6999158",NULL
"189422",NULL,"6707725",NULL
"189501",NULL,"22543168",NULL
"189705",NULL,"36031311",NULL
"189848",NULL,"10689892",NULL
"189857",NULL,"815925",NULL
"189981",NULL,"1650143",NULL
"190008",NULL,"690636",NULL
"190044",NULL,"53050193",NULL
"190071",NULL,"1776278",NULL
"190080",NULL,"1647881",NULL
"190099",NULL,"74789699",NULL
"190114",NULL,"10813577",NULL
"190150",NULL,"1776594000",NULL
"190248",NULL,"9945365",NULL
"190372",NULL,"24573828",NULL
"190415",NULL,"907631467",NULL
"190424",NULL,"798889682",NULL
"190451",NULL,"2677049",NULL
"190503",NULL,"56768226",NULL
"190707",NULL,"184550",NULL
"190716",NULL,"28525493",NULL
"190725",NULL,"22395834",NULL
"190752",NULL,"1668646",NULL
"190761",NULL,"15277969",NULL
"190770",NULL,"19966176",NULL
"190956",NULL,"1408679",NULL
"190983",NULL,"15761416",NULL
"191241",NULL,"242505450",NULL
"191320",NULL,"2961638",NULL
"191515",NULL,"51602000",NULL
"191533",NULL,"21209449",NULL
"191597",NULL,"3233717",NULL
"191621",NULL,"8643830",NULL
"191630",NULL,"41730180",NULL
"191649",NULL,"187180638",NULL
"191676",NULL,"11898644",NULL
"191764",NULL,"765820",NULL
"191931",NULL,"45308000",NULL
"191940",NULL,"556221",NULL
"191968",NULL,"99701901",NULL
"192040",NULL,"18523367",NULL
"192110",NULL,"40109282",NULL
"192165",NULL,"586847",NULL
"192192",NULL,"17201009",NULL
"192323",NULL,"31850754",NULL
"192439",NULL,"88942303",NULL
"192448",NULL,"80995012",NULL
"192457",NULL,"0",NULL
"192554",NULL,"1441487",NULL
"192563",NULL,"2181741",NULL
"192624",NULL,"500153",NULL
"192703",NULL,"49252647",NULL
"192712",NULL,"18290531",NULL
"192749",NULL,"26237592",NULL
"192785",NULL,"4647570",NULL
"192800",NULL,"376000",NULL
"192819",NULL,"65151711",NULL
"192864",NULL,"20616293",NULL
"192925",NULL,"15681953",NULL
"192961",NULL,"955827",NULL
"192970",NULL,"326788",NULL
"193016",NULL,"49334025",NULL
"193052",NULL,"1313592",NULL
"193061",NULL,"439291",NULL
"193070",NULL,"2000041",NULL
"193247",NULL,"1115396",NULL
"193292",NULL,"46999704",NULL
"193353",NULL,"21202147",NULL
"193399",NULL,"17222449",NULL
"193405",NULL,"788299473",NULL
"193584",NULL,"31188787",NULL
"193609",NULL,"1178500",NULL
"193645",NULL,"29910209",NULL
"193654",NULL,"157389000",NULL
"193751",NULL,"13468103",NULL
"193821",NULL,"26517170",NULL
"193830",NULL,"83211524",NULL
"193894",NULL,"2437049",NULL
"193900",NULL,"2102088000",NULL
"193973",NULL,"31988113",NULL
"194073",NULL,"7256101",NULL
"194091",NULL,"92498206",NULL
"194116",NULL,"5634740",NULL
"194161",NULL,"20199782",NULL
"194189",NULL,"1318288",NULL
"194310",NULL,"150211842",NULL
"194392",NULL,"9056119",NULL
"194569",NULL,"1972383",NULL
"194578",NULL,"75698292",NULL
"194611",NULL,"4557414",NULL
"194657",NULL,"1104457",NULL
"194666",NULL,"814511",NULL
"194675",NULL,"572974",NULL
"194693",NULL,"673193",NULL
"194736",NULL,"2037268",NULL
"194763",NULL,"1071707",NULL
"194824",NULL,"154136000",NULL
"194958",NULL,"16567213",NULL
"195003",NULL,"255659000",NULL
"195030",NULL,"1545092608",NULL
"195049",NULL,"109233653",NULL
"195128",NULL,"24268228",NULL
"195155",NULL,"591630",NULL
"195164",NULL,"24346846",NULL
"195173",NULL,"19293260",NULL
"195191",NULL,"3718687",NULL
"195216",NULL,"47578231",NULL
"195234",NULL,"34258371",NULL
"195243",NULL,"13879000",NULL
"195289",NULL,"1110469",NULL
"195304",NULL,"34786119",NULL
"195438",NULL,"4961084",NULL
"195474",NULL,"45287057",NULL
"195526",NULL,"60188000",NULL
"195544",NULL,"43401000",NULL
"195580",NULL,"1703964",NULL
"195702",NULL,"1897966",NULL
"195720",NULL,"41548448",NULL
"195793",NULL,"151328",NULL
"195809",NULL,"230429997",NULL
"196413",NULL,"395215804",NULL
"196431",NULL,"1459783",NULL
"196440",NULL,"878594",NULL
"196468",NULL,"99116303",NULL
"196583",NULL,"1234333",NULL
"196592",NULL,"111421000",NULL
"196653",NULL,"8865649",NULL
"196680",NULL,"47835251",NULL
"196866",NULL,"50386611",NULL
"196884",NULL,"4843275",NULL
"197018",NULL,"5226183",NULL
"197045",NULL,"31300007",NULL
"197133",NULL,"75548450",NULL
"197142",NULL,"3914605",NULL
"197197",NULL,"27206711",NULL
"197221",NULL,"2569313",NULL
"197230",NULL,"7982935",NULL
"197531",NULL,"2794912",NULL
"197601",NULL,"1268181",NULL
"197610",NULL,"433277",NULL
"197647",NULL,"1873784",NULL
"197674",NULL,"852636",NULL
"197692",NULL,"1367273",NULL
"197708",NULL,"321466000",NULL
"197735",NULL,"1840258",NULL
"197744",NULL,"756038",NULL
"197911",NULL,"9696064",NULL
"197984",NULL,"11182966",NULL
"197993",NULL,"7984072",NULL
"198066",NULL,"6709416",NULL
"198109",NULL,"3840846",NULL
"198136",NULL,"52840510",NULL
"198215",NULL,"11762953",NULL
"198303",NULL,"11148174",NULL
"198385",NULL,"57599258",NULL
"198419",NULL,"2123769000",NULL
"198516",NULL,"86801635",NULL
"198561",NULL,"29647604",NULL
"198598",NULL,"7118367",NULL
"198613",NULL,"17934649",NULL
"198677",NULL,"447189",NULL
"198695",NULL,"35324588",NULL
"198747",NULL,"1281303",NULL
"198756",NULL,"18054313",NULL
"198808",NULL,"6128199",NULL
"198835",NULL,"15502452",NULL
"198862",NULL,"9759116",NULL
"198871",NULL,"5456834",NULL
"198899",NULL,"11608832",NULL
"198941",NULL,"1250781",NULL
"198950",NULL,"22924948",NULL
"198969",NULL,"23619513",NULL
"199032",NULL,"6376227",NULL
"199069",NULL,"14859293",NULL
"199209",NULL,"9324583",NULL
"199272",NULL,"7625375",NULL
"199306",NULL,"12091095",NULL
"199315",NULL,"1814152",NULL
"199412",NULL,"24482143",NULL
"199458",NULL,"1635453",NULL
"199582",NULL,"13231900",NULL
"199607",NULL,"10622690",NULL
"199643",NULL,"15825983",NULL
"199698",NULL,"6319223",NULL
"199759",NULL,"10824238",NULL
"199847",NULL,"575394000",NULL
"199865",NULL,"11675820",NULL
"199883",NULL,"1286605",NULL
"199962",NULL,"25944088",NULL
"199971",NULL,"315000",NULL
"200156",NULL,"8823429",NULL
"200217",NULL,"24943997",NULL
"200244",NULL,"1526135",NULL
"200484",NULL,"1882270",NULL
"200527",NULL,"5714463",NULL
"200554",NULL,"11674984",NULL
"200873",NULL,"382099",NULL
"201061",NULL,"1690123",NULL
"201104",NULL,"47114506",NULL
"201140",NULL,"2256000",NULL
"201177",NULL,"3010344",NULL
"201195",NULL,"41173090",NULL
"201371",NULL,"9407581",NULL
"201548",NULL,"34540338",NULL
"201645",NULL,"344843619",NULL
"201654",NULL,"36497991",NULL
"201681",NULL,"814631",NULL
"201751",NULL,"1956983",NULL
"201821",NULL,"4512748",NULL
"201858",NULL,"5849532",NULL
"201867",NULL,"555565",NULL
"201964",NULL,"11507987",NULL
"202046",NULL,"7919591",NULL
"202073",NULL,"9907812",NULL
"202170",NULL,"14009075",NULL
"202480",NULL,"168028000",NULL
"202514",NULL,"8365454",NULL
"202523",NULL,"44664883",NULL
"202763",NULL,"36568384",NULL
"202806",NULL,"34923000",NULL
"202903",NULL,"893717",NULL
"202912",NULL,"4695263",NULL
"203067",NULL,"19526920",NULL
"203085",NULL,"10896508",NULL
"203128",NULL,"14389802",NULL
"203146",NULL,"2459729",NULL
"203368",NULL,"40930988",NULL
"203535",NULL,"42604026",NULL
"203544",NULL,"7818367",NULL
"203580",NULL,"8237669",NULL
"203757",NULL,"14252676",NULL
"203775",NULL,"14764289",NULL
"203845",NULL,"18365873",NULL
"203960",NULL,"9074674",NULL
"203997",NULL,"2498663",NULL
"204176",NULL,"8150572",NULL
"204185",NULL,"21733370",NULL
"204194",NULL,"15971271",NULL
"204200",NULL,"20877360",NULL
"204264",NULL,"17974074",NULL
"204468",NULL,"12392771",NULL
"204486",NULL,"18725911",NULL
"204501",NULL,"77437104",NULL
"204592",NULL,"126111",NULL
"204617",NULL,"14847864",NULL
"204635",NULL,"39204159",NULL
"204893",NULL,"761189",NULL
"204909",NULL,"27391766",NULL
"204936",NULL,"31148161",NULL
"204990",NULL,"964743",NULL
"205027",NULL,"3348064",NULL
"205090",NULL,"979212",NULL
"205124",NULL,"1075468",NULL
"205203",NULL,"11351752",NULL
"205957",NULL,"23970832",NULL
"206002",NULL,"819770",NULL
"206048",NULL,"18945602",NULL
"206154",NULL,"304986",NULL
"206215",NULL,"2205859",NULL
"206279",NULL,"12516229",NULL
"206288",NULL,"4905331",NULL
"206330",NULL,"6003000",NULL
"206349",NULL,"12499538",NULL
"206437",NULL,"21814932",NULL
"206491",NULL,"5051471",NULL
"206507",NULL,"10770810",NULL
"206516",NULL,"1076593",NULL
"206525",NULL,"22785291",NULL
"206589",NULL,"37803159",NULL
"206622",NULL,"69452028",NULL
"206817",NULL,"5855427",NULL
"206835",NULL,"7753001",NULL
"206862",NULL,"14374243",NULL
"207157",NULL,"1874238",NULL
"207324",NULL,"18043430",NULL
"207403",NULL,"16195466",NULL
"207458",NULL,"34241168",NULL
"207582",NULL,"35526708",NULL
"207689",NULL,"5774213",NULL
"207856",NULL,"3809346",NULL
"207971",NULL,"88883913",NULL
"208488",NULL,"22681289",NULL
"208725",NULL,"2345012",NULL
"208822",NULL,"32098749",NULL
"209056",NULL,"55877151",NULL
"209065",NULL,"29683417",NULL
"209108",NULL,"9098425",NULL
