"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"152336","7","7042554","0","0","1405717","2733491","691327","768601","1215948","0","226997","0","1043790","382037","21907","524","35","16","18","29","0","35","0","0","37","127","10","0","9","1","45","133","47","37","13","20","7","190","355458","52688","70951","31845"
"152363","7","2949548","0","0","695647","1124805","339708","219560","538759","0","556305","54821","513321","389085","0","230","16","8","5","18","0","18","0","0","19","58","24","2","13","0","42","65","47","19","14","39","28","123","310932","54118","73333","105439"
"152381","7","2212280","108000","0","446811","1620914","178174","236500","222148","0","144125","0","519905","115045","0","256","24","4","5","7","0","17","2","0","14","47","8","0","4","0","43","57","52","16","15","12","11","85","314685","73959","78919","36866"
"152390","7","8773810","0","0","1192046","3371317","1030532","767111","1059477","145413","1690655","0","1824879","459396","0","513","37","20","15","27","5","54","0","0","27","138","64","0","10","0","84","158","96","27","16","74","45","259","366453","82297","49788","89800"
"152451","7","836613","0","0","120661","1687720","0","85945","0","53102","1153465","0","1233950","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","279734",,"40345","385678"
"152530","7","7634251","0","0","584516","2904440","961777","1163400","1589808","204567","1052969","64128","2561900","466371","120931","579","36","19","27","42","5","80","0","0","11","128","38","2","13","4","49","209","81","11","4","57","22","277","333055","120697","25500","74357"
"152567","7","6105519","0","0","186589","2874542","236816","650987","0","0","3407596","888397","0","1093872","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","418664",,"12795","369590"
"152600","7","20690008","0","0","2451176","13256817","946170","1473001","3350322","347088","4414396","29702","3669545","914992","73425",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","341374",,"40443","89634"
"152637","7","11841295","0","0","742318","6284090","372823","1104141","973826","34217","1790579","0","7993944","1225836","57343",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","255989",,"16048","66449"
"152673","7","6928741","0","0","564762","2808550","1196040","777924","2228224","122800","28080","0","1207862","0","0","270","24","19","15","45","3","34","0","0","13","95","1","0","0","0","104","140","154","13","14","1","1","154","372030","71454","30324","1508"
"152798","7","2245997","0","0","419994","523867","113108","0","0","0","76593","0","238994","0","0","110","4","2","0","0","0","7","0","0","9","33","3","0","0","0","41","13","16","9","11","3","4","25","498490","53045","93216","17000"
"152822","7","1313975","0","0","707207","1474250","319933","195000","725800","0","404841","92196","216401","0","0","163","22","8","5","20","0","6","0","0","18","24","14","3","0","0","19","61","47","18","14","17","13","96","207109","34118","111470","78343"
"152992","7","3406688","0","0","723837","677418","387698","331240","980008","0","104500","426507","491674","0","25013","205","6","9","7","25","0","18","0","0","19","66","3","10","0","1","51","65","50","19","15","14","11","98","391325","56484","83147","63870"
"153001","7","4905839","62740","0","772921","3353930","269011","580582","1759890","0","623463","383028","3336920","334243","0","712","39","9","12","36","0","94","1","0","18","80","26","11","12","0","22","190","53","19","5","49","14","258","245915","167275","41889","67207"
"153108","7","5999214","0","0","373990","2091322","623230","301663","1825487","152754","1767600","0","839356","315017","35838",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","335680",,"20926","118536"
"153126","7","5127108","0","0","400929","2174946","524352","510610","1302709","135966","918296","25459","726513","247976","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","426432",,"33346","99119"
"153144","7","6816661","0","0","374857","2644744","579300","239431","1565365","209373","726575","0","1359106","455541","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","407115",,"22388","70600"
"153162","7","5497251","0","0","824026","2252727","903548","601425","1705131","96407","283377","0","683805","318136","0","282","25","18","11","41","2","20","0","0","19","86","7","0","7","0","75","117","102","19","17","14","12","150","360634","51190","54058","39461"
"153214","7","24590127","0","0","10319594","6974108","98699","364732","966536","0","210676","0","5664665","2334331","259417",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","341135",,"143162","38905"
"153241","7","1009713","0","0","174733","296785","78900","112696","0","0","233700","0","411628","105046","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","317006",,"54859","106351"
"153250","7","4803895","0","0","249825","2007903","283766","425637","1304194","0","373731","0","728412","218330","59982","244","24","5","8","28","0","20","0","0","8","79","12","0","5","2","47","85","51","8","5","19","11","112","380797","57745","19803","51686"
"153269","7","24184019","62000","0","1904697","6142952","2626114","3328413","4298081","97966","2829469","91504","7653128","1193442","177370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","379084",,"30828","67274"
"153278","7","5165607","108444","0","1508757","2697839","176149","341237","2051048","0","1479401","1034085","1770163","463167","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","289590",,"90662","166875"
"153296","7","2013953","0","0","507748","331606","74589","0","80789","0","260464","0","174885","198583","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","345336",,"87064","78714"
"153302","7","904605","0","0","93079","594283","31000","29043","156502","0","20800","0","77787","58200","0","90","14","1","1","6","0","3","0","0","3","23","1","0","2","0","112","25","121","3","15","3","15","31","371064","31917","38181","32405"
"153311","7","8185535","0","0","6073447","2775424","420919","955246","736386","0","630419","0","2795538","0","0","985","24","7","18","13","0","71","0","0","103","147","16","0","0","0","11","133","10","103","8","16","1","252","286045","97693","212237","22030"
"153320","7","817872","0","0","64272","598512","57408","0","23616","23928","69576","63264","148104","0","0","103","13","2","0","1","1","7","0","0","3","18","3","3","0","0","52","24","69","3","9","6","17","33","317573","66805","24956","51581"
"153366","7","4644150","0","0","1239405","2182049","487597","671440","1672581","176258","637858","0","1484407","337688","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","296871",,"79227","62361"
"153375","7","5656061","0","0","1409146","2459260","751305","397656","1682042","0","0","0","1070483","319970","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","349236",,"87008","19757"
"153384","7","16792321","0","0","1192726","7783011","2022253","2458736","2721646","198682","4099866","125618","3286924","1512429","140171",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","363580",,"25824","127270"
"153418","7","362852","0","0","427242","688590","61715","0","651818","0","0","0","31408","0","0","61","8","1","0","13","0","1","0","0","9","6","0","0","0","0","7","23","26","9","10","0","0","32","151383","13113","178247","0"
"153427","7","439592","0","0","0","364512","70103","0","75014","0","0","111544","159773","0","0","30","3","1","0","1","0","4","0","0","0","7","0","2","0","0","21","9","27","0","0","2","6","11","230983","83955","0","58611"
"153445","7","7027556","0","0","2533519","3623450","2004263","765988","320327","0","34299","0","1642453","37580","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","332645",,"119923","3402"
"153472","7","8533007","0","0","1999008","1854279","1419921","533810","1377332","128823","1232690","124166","2053071","226988","154894","583","19","26","10","31","2","58","0","0","41","135","35","3","5","3","21","146","23","41","6","46","7","233","349032","89251","81767","71121"
"153524","7","5447784","0","0","523866","2786271","1048214","524407","1102709","0","1369693","0","2375224","444267","532659","728","38","20","11","29","0","63","0","0","13","87","41","0","9","11","11","161","21","13","2","61","8","235","253981","110740","24423","109401"
"153533","7","4680737","0","232526","468933","2812850","457549","453463","433573","0","724620","75766","986161","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","331626",,"49698","56707"
"153603","7","148693537","31541426","10502474","56676017","22604254","10251609","28216007","7008113","7878230","6720656","1088431","24024624","9311114","2220671","5780","144","170","467","137","135","487","575","167","1010","1491","143","25","170","38","41","1540","42","1752","48","376","10","3668","295808","63469","196391","38476"
"153621","7","1947458","0","0","19968","721000","563297","140140","559873","0","0","255095","255355","0","0","112","5","14","3","22","0","9","0","0","1","41","0","7","0","0","59","53","76","1","1","7","10","61","389939","51138","3998","51078"
"153630","7","6680789","0","0","298945","3667572","406440","1219054","2664474","177560","1158984","152359","2600909","0","101837","923","54","14","27","70","4","70","0","0","8","134","38","5","0","3","14","239","25","8","1","46","5","293","276687","115078","12381","58527"
"153658","7","148639217","3297277","0","29177102","35130521","52307258","61496336","26979393","10437744","28143151","42553","24140769","11648074","6354033","10195","241","1109","1436","362","658","794","252","0","568","2247","751","1","216","135","66","4600","135","820","24","1103","32","6523","120130","27949","26246","37329"
"153737","7","18949204","0","0","4026159","8308909","1808845","2008570","2378870","31200","4097199","253862","4162857","832858","60195","1779","99","39","42","50","1","119","0","0","91","290","98","6","19","2","13","350","16","91","4","125","6","566","290817","64371","61790","80482"
"153825","7","6142411","0","0","594166","3213620","684229","621527","1840592","165721","931800","26312","840353","462134","25792","394","41","16","13","50","5","31","0","0","14","108","41","1","13","1","63","156","91","14","8","56","33","226","353298","57874","34175","83173"
"153834","7","12742547","0","0","852478","3571360","577581","902687","1279981","0","1472458","0","1742917","576321","0","597","40","10","19","29","0","54","0","0","16","184","51","0","14","0","73","152","61","16","6","65","26","233","386736","52901","25873","62180"
"153861","7","2081080","151016","38696","1332717","486016","258593","302618","366347","0","286032","136699","416533","0","56223","465","27","17","14","18","0","27","10","4","83","75","22","12","0","2","49","103","67","97","64","36","24","236","282219","56497","206459","64952"
"153922","7","2747978","0","0","1379438","1617610","195365","622797","663450","0","309026","40351","751837","194702","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","301259",,"151227","59647"
"153977","7","2758702","0","0","687274","1471184","107973","152547","0","0","57054","0","270234","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","397411",,"99007","8219"
"154004","7","4911460","0","0","388880","3014535","390150","328450","1760250","46580","829693","0","1114755","0","0","448","37","7","8","40","1","35","0","0","9","83","28","0","0","0","24","128","38","9","3","28","8","165","337912","79907","26755","57083"
"154013","7","4624169","0","0","579713","2773734","286306","259098","1048216","0","428656","0","492880","222165","0","306","35","7","6","27","0","17","0","0","15","83","16","0","7","0","39","92","43","15","7","23","11","130","366124","39030","45899","51529"
"154022","7","18745391","0","0","41474875","9596350","4211726","0","58032628","115748","0","0","783460","322224","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","89044",,"197013","1531"
"154059","7","4195532","0","0","305958","2071531","861602","604529","1274983","46214","565503","53402","1315796","51933","0","439","25","17","13","28","1","38","0","0","7","73","16","1","1","0","18","122","30","7","2","18","4","147","282462","91702","20598","45164"
"154095","7","41082137","0","0","6724380","22008276","4713062","6813221","5804744","1504728","8070471","138891","11568117","3248520","1827163","2216","242","78","106","83","17","218","0","0","129","581","169","3","60","35","39","744","50","129","9","267","18","1140","308236","98088","50453","99677"
"154101","7","4681063","0","0","405113","2904488","114080","337813","812205","36000","474043","0","350553","155958","29827","317","46","3","7","18","1","11","0","0","10","83","16","0","4","1","63","86","65","10","8","21","16","117","427326","35294","36982","60235"
"154110","7","7222982","0","0","1412082","3193181","1287428","662218","118577","0","997490","0","1580369","0","0","943","48","28","15","3","0","49","0","0","37","127","29","0","0","0","18","143","20","37","5","29","4","209","359283","78615","70239","49617"
"154129","7","1980727","0","0","617976","1432302","84738","142012","95428","0","283013","88730","414690","93642","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","267230",,"83374","62788"
"154156","7","699210","0","0","151410","10200540","0","220380","0","1279845","112104","0","2785066","240968","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","26804",,"5804","13535"
"154174","7","10715765","451948","3775412","380180","8220471","2009114","934452","338252","264632","73961","77405","3489743","136918","21937","530","90","43","17","7","6","106","5","48","8","141","3","3","4","1",,"269",,"61",,"11",,"341","345736","121137","148659","10009"
"154235","7","15473451","0","0","852912","3634908","979621","938575","1840571","98705","526392","0","2555483","476403","0","657","49","20","20","47","3","77","0","0","25","220","18","0","12","0","57","216","56","25","6","30","8","271","530671","91032","29251","34391"
"154262","7","674867","0","0","224000","198000","0","0","0","0","0","0","31250","0","0","61","2","0","0","0","0","1","0","0","7","29","0","0","0","0","109","3","11","7","26","0","0","10","303197","14041","100636","0"
"154350","7","5481373","0","0","196670","2031037","289387","691252","1609369","75700","220080","431896","2178379","0","0","407","21","6","12","38","2","60","0","0","4","95","7","10","0","0","47","139","68","4","2","17","8","160","333773","137261","11976","39700"
"154378","7","5193647","0","0","1671041","2194463","359491","335193","1285036","0","706298","218416","1279742","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","335437",,"107926","59724"
"154396","7","1954177","0","0","1023868","578067","327397","225513","314669","0","229384","0","535893","172861","0","246","6","8","5","8","0","20","0","0","31","40","10","0","5","0","19","47","22","31","15","15","7","93","239293","65625","125375","49256"
"154493","7","4430314","0","0","140029","6272647","0","0","0","0","758520","0","5978590","0","0","913","100","0","0","0","0","167","0","0","4","71","31","0","0","0","8","267","30","4","0","31","3","302","180118","243068","5693","30838"
"154518","7","1955887","0","0","1340827","803450","130323","0","732928","52600","186347","31012","500893","133224","45198",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","309854",,"212415","62700"
"154527","7","6675925","0","0","133170","2664244","1058392","573198","2195482","121800","1118266","0","1062378","1046116","0","454","31","22","12","57","3","38","0","0","5","109","42","0","34","0","61","163","91","5","3","76","42","244","322272","57171","6429","104483"
"154536","7","688850","0","0","48454","335600","245341","56375","83494","0","84188","48935","292354","86516","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","327392",,"23029","104388"
"154572","7","4532544","0","0","2300558","4160406","501875","493126","195106","0","531517","0","1019213","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","240856",,"122250","28244"
"154590","7","2160534","0","0","706177","723444","196791","289766","1137909","0","342068","0","1217281","258160","0","332","9","5","7","26","0","38","0","0","18","41","13","0","7","0","19","85","39","18","8","20","9","123","239064","134698","78139","66415"
"154642","7","1535472","0","0","542722","1088235","118705","67445","336095","47912","294706","0","378726","62733","0","260","17","4","1","12","1","15","0","0","14","34","13","0","2","0","7","50","11","14","3","15","3","79","258989","71967","91541","60289"
"154688","7","3722544","0","0","1210964","2964656","179572","534063","1069438","0","472324","0","1330501","262638","0","740","36","3","11","22","0","45","0","0","27","72","19","0","8","0","17","117","28","27","6","27","6","171","235577","84204","76634","46511"
"154697","7","3491480","0","0","439328","3243214","306902","475669","1454223","131919","757960","25916","2027787","281835","54079","495","53","8","11","41","3","64","0","0","12","70","29","1","7","1","4","180","11","12","1","38","2","230","196595","121613","24737","63052"
"154712","7","5952449","0","0","1860273","2266340","298428","212992","1488197","0","725459","31570","459426","0","0","352","26","8","5","36","0","17","0","0","50","105","30","1","0","0","46","92","40","50","22","31","14","173","418323","32293","130735","53202"
"154721","7","1697568","0","71980","28000","1008646","125365","133095","985241","64000","195296","167453","829356","96917","0","212","15","3","3","29","2","31","0","2","1","43","11","5","3","0","59","83","113","3","4","19","26","105","318955","167862","18785","86366"
"154749","7","1830121","0","0","547934","1212989","67259","94039","507760","0","130028","0","300796","0","245102",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","313624",,"93898","64285"
"154767","7","467583","0","0","145716","874047","0","0","0","0","0","0","646618","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","160546",,"50032","0"
"154776","7","680504","0","0","113950","785735","0","0","127579","0","0","0","522771","30160","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","232681",,"38962","10312"
"154794","7","38833","0","0","65000","308000","32500","0","0","0","0","64771","24960","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","45225",,"75699","75433"
"154800","7","7656707","0","0","1716843","2728393","983599","1001668","1020650","160399","1161287","171330","1902074","398945","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","267938",,"60079","60594"
"154837","7","801451","0","0","146520","197157","201694","0","45572","0","0","0","187234","40329","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","368992",,"67459","18568"
"154855","7","721562","0","0","599672","277000","241384","59038","188020","0","0","0","280209","81880","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","196206",,"163062","22265"
"154907","7","1945477","0","0","324169","1439472","251240","154351","383337","43886","45124","109663","523071","276406","0","453","35","8","5","12","1","22","0","0","9","55","2","4","12","0","14","83","21","9","2","18","4","110","268121","78145","44676","59426"
"154925","7","2113318","0","0","46000","680855","84000","129903","1093533","0","447112","0","953526","156403","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","307573",,"6695","87836"
"154934","7","1812286","0","0","562317","543693","130292","108690","350956","32000","45623","0","182588","0","0","192","7","4","3","10","1","8","0","0","17","47","2","0","0","0","24","33","17","17","9","2","1","52","313782","37158","97360","7899"
"154952","7","3659580","0","0","1206887","708881","446519","329556","161010","121867","1172136","123890","1866720","0","117247","377","8","8","6","3","2","49","0","0","27","57","28","3","0","2","10","76","14","27","5","33","6","136","322308","175142","106293","124470"
"154998","7","2783065","0","0","752980","1580464","0","270176","1253412","0","823414","0","936894","0","0","433","24","0","8","35","0","36","0","0","23","58","30","0","0","0","22","103","39","23","9","30","11","156","282585","95137","76456","83607"
"155007","7","883489","0","0","326748","546759","67235","40600","148020","0","117774","0","88507","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","335807",,"124194","44765"
"155025","7","14800188","0","0","962326","7261897","1135006","2765619","321087","167379","2928247","0","4194773","0","323170","743","106","24","59","6","3","119","0","0","25","249","92","0","0","11","33","317","42","25","3","103","14","445","356187","104986","23160","78250"
"155052","7","1623300","0","90675","512866","629251","0","125344","0","0","0","0","180904","141753","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","433830",,"161298","37884"
"155061","7","19281774","0","0","3679072","4228494","1781182","2278436","2362428","461879","3355339","0","3936809","449903","474675","909","53","33","39","48","8","114","0","0","74","308","109","0","12","15","19","295","18","74","5","136","8","505","378789","86415","72275","84079"
"155070","7","616095","0","0","354971","208561","66900","0","32240","0","136871","0","21000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","306667",,"176690","68129"
"155089","7","4354964","0","0","265281","2334629","482054","562193","903159","114104","539096","439467","1408510","0","0","395","28","9","12","20","3","47","0","0","7","74","21","12","0","0","23","119","38","7","2","33","10","159","245732","85919","14969","55216"
"155098","7","1744492","0","0","242745","1237927","544770","97279","534837","0","225535","150414","472894","115763","33787",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","267759",,"37259","80658"
"155104","7","3361234","67958","194454","837493","1320471","267575","258334","1106441","131231","748321","0","553159","0","0","320","20","6","6","26","3","20","1","4","23","64","26","0","0","0","22","81","27","28","9","26","9","135","333552","67921","109149","74260"
"155140","7","2246763","141616","0","272056","890858","370836","125248","110279","62800","1507730","0","646184","803413","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","249631",,"45962","256784"
"155177","7","1518560","0","0","54189","721190","61964","219935","194772","0","290134","460438","326144","259100","0","162","10","1","5","5","0","9","0","0","1","32","8","13","7","0","67","30","63","1","2","28","59","59","256884","55175","9167","170799"
"155186","7","2678867","0","0","121565","1853998","82240","123401","1146571","113670","263956","0","630527","285836","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","333554",,"15136","68456"
"155195","7","5421210","70948","0","1979869","2284341","50000","638163","1542983","0","634752","184623","1339368","818496","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","268406",,"101537","81092"
"155201","7","1588307","0","0","645614","588290","75000","279538","604788","74620","220808","92545","373217","0","0","171","8","2","6","17","2","12","0","0","19","33","8","3","0","0","21","47","31","19","12","11","7","77","327189","92260","132995","64550"
"155210","7","22032208","0","547955","2957944","11113569","1594217","5385618","1265402","0","4390522","0","7659374","984095","254485",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","258628",,"41155","66078"
"155283","7","1381266","0","0","77438","1112122","255848","0","0","0","0","280967","345924","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","239222",,"13411","48661"
"155292","7","8832792","0","0","649828","3892687","70000","853556","1224937","158501","2046857","0","3037706","621725","49010",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","290269",,"21355","89307"
"155308","7","55752","0","0","13740","105889","0","0","11028","0","27847","11616","39037","0","0","21","3","0","0","1","0","2","0","0","1","3","2","1","0","0","125","6","250","1","42","3","125","10","87549","61307","21576","61970"
"155317","7","112316193","30659078","9070387","25024771","40285456","13778254","31143080","12772944","3148480","12654424","0","37568470","10380972","856645","8556","395","291","581","307","579","1153","871","163","434","2140","401","0","260","20","70","3306","109","1468","48","681","22","5455","199958","72492","115283","42535"
"155335","7","4863033","0","0","321507","1650179","330197","211874","788237","0","321956","24960","509237","77501","0","348","22","9","5","22","0","19","0","0","8","88","15","1","2","0","17","77","15","8","2","18","3","103","409569","42893","27078","35745"
"155399","7","88737508","23442402","9331966","9104423","35544293","25430816","30475725","3827918","6811337","7704162","0","16781143","10490536","1927216","5181","342","524","611","73","148","479","221","102","217","1081","308","0","306","45","39","2177","78","540","19","659","24","3376","242045","64356","114231","54886"
"155414","7","1939572","0","0","84300","1340468","265020","91300","516436","0","461196","0","838656","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","318985",,"13864","75849"
"155450","7","1665977","0","0","188454","1097081","293404","283481","584039","40000","251731","26831","646106","21511","0","236","15","6","5","17","1","24","0","0","5","35","11","1","1","0","10","68","20","5","1","13","4","86","285962","117776","32348","51507"
"155487","7","1490781","0","0","573318","582360","212287","41500","0","0","0","0","186303","40352","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","406704",,"156408","11009"
"155496","7","521859","0","0","70324","588504","141560","31990","81477","0","122619","41600","88216","0","0","83","13","4","1","2","0","3","0","0","2","10","4","2","0","0","25","23","57","2","5","6","15","31","232978","39392","31395","73314"
"155511","7","2113857","0","0","160087","989147","665910","180732","1095059","0","199613","0","234346","144604","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","302583",,"22915","49272"
"155520","7","5257768","0","0","226034","1970286","707309","335472","1323035","65000","303377","642681","1430369","261632","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","333999",,"14359","76718"
"155566","7","2501468","0","0","393790","1096820","134969","91390","0","350078","0","61264","1479164","296277","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","331471",,"52181","47378"
"155593","7","2076221","0","0","124991","480025","229485","106196","0","0","99698","116890","147448","160222","0","117","7","6","2","0","0","5","0","0","4","55","5","4","6","0","48","20","17","4","3","15","13","39","518289","36811","31202","94063"
