"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"460756","7","320000","0","0","320000","192000","180000","40000","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","118051",,"118051","0"
"460774","7","1055735","0","0","38570","611472","176000","50487","0","0","28606","435541","218062","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","407668",,"14894","179229"
"460817","7","614321","0","0","55000","336996","113152","0","0","0","24960","186514","256483","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","243797",,"21827","83925"
"460826","7","363000","0","0","0","269800","91000","0","0","0","0","0","96990","204027","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","206682",,"0","116167"
"460835","7","411340","0","0","0","324120","120349","0","0","0","0","328973","318670","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","266077",,"0","212797"
"460844","7","679073","0","0","50687","639732","142572","0","0","0","36545","483400","137070","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","298147",,"22254","228282"
"460853","7","635648","0","0","43696","453316","138131","0","0","0","30000","434996","181374","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","262688",,"18058","192164"
"460871","7","932628","0","0","708993","636266","73175","52029","0","0","0","0","192482","0","0","67","7","1","1","0","0","5","0","0","13","12","0","0","0","0",,"14",,"13",,"0",,"27","219480","45300","166851","0"
"460899","7","546018","0","0","956673","173940","0","0","0","0","0","0","86970","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","481475",,"843588","0"
"460923","7","1013807","0","0","49735","783757","183692","43935","0","0","34835","651223","132265","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","325488",,"15968","220263"
"460941","7","60000","0","0","0","60000","0","0","0","0","0","0","0","0","0","18","1","0","0","0","0","0","0","0","0","1","0","0","0","0",,"1",,"0",,"0",,"1","158229","3","0","0"
"461005","7","456024","0","0","409505","496000","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","233158",,"209373","0"
"461014","7","1070980","0","0","988980","584950","0","57300","0","0","31200","0","309300","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0",,,,
"461023","7","455714","0","0","557491","439333","0","507953","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","214987",,"263001","0"
"461120","7","14500","0","0","0","0","0","0","0","0","0","0","33935","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","62396",,"0","0"
"461148","7","5311832","0","0","1400328","2837941","1346559","0","901424","0","0","3636974","2939513","0","213120","751","29","15","0","14","0","91","0","0","42","104","0","52","0","5",,"149",,"42",,"57",,"248","254686","140944","67141","184600"
"461236","7","425000","0","20000","90000","55000","70000","0","0","0","25000","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","461895",,"119549","27170"
"461281","7","134178","0","0","31351","127860","50031","16704","0","0","16228","29120","110635","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","169956",,"39711","57440"
"461315","7","160264","0","0","267550","71011","119413","0","0","0","0","0","102024","126339","0","62","1","3","0","0","0","3","0","0","6","4","0","0","5","0","30","7","52","6","45","5","37","18","201869","128515","337006","159137"
"461485","7","269066","0","0","92611","39186","0","0","0","0","0","88125","33102","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","395540",,"136143","129548"
"461528","7","50000","0","0","0","108000","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","183859",,"0","0"
"461643","7","198002","0","0","52752","70002","60000","31200","0","0","0","0","21520","25403","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","409855",,"109194","52583"
"461689","7","384030","0","0","0","100000","0","0","0","0","0","0","353433","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","462340",,"0","0"
"461759","7","60200","0","0","485000","0","92250","0","50000","0","0","0","51310","67500","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","95953",,"773043","107588"
"461777","7","40320","0","0","96000","60000","48000","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","149094",,"354986","0"
"461795","7","1796162","141785","0","509810","722027","145000","102250","0","0","96048","0","143000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","437908",,"158860","23417"
"461847","7","50000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","179722",,,
"461883","7","114998","0","0","45011","175000","97944","0","0","0","40000","143998","22880","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","105106",,"41139","168171"
"461953","7","287560","0","0","0","0","0","0","0","0","0","0","217000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","476778",,"0","0"
"462044","7","162000","0","0","0","210000","0","0","0","0","0","0","34000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","389231",,"0","0"
"462354","7","652248","0","0","0","568595","0","0","223786","0","0","0","68012","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","322063",,"0","0"
"462372","7","201656","0","0","0","353909","45000","35619","0","0","0","0","498824","0","0","73","6","1","1","0","0","13","0","0","0","4","0","0","0","0",,"21",,"0",,"0",,"21","163367","404118","0","0"
"465812","7","3653279","0","0","10171923","428292","0","0","0","0","0","0","1177802","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","393338",,"1095181","0"
"466152","7","40200","0","0","0","178399","0","0","163113","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","54660",,"0","0"
"466514","7","194018","0","0","266760","226408","0","0","0","0","0","0","49905","0","0","34","4","0","0","0","0","2","0","0","7","5","0","0","0","0",,"6",,"7",,"0",,"13","104890","26982","144216","0"
"466921","7","1382701","0","0","982656","888222","83321","42586","0","0","0","0","238719","0","0","90","10","1","1","0","0","6","0","0","19","20","0","0","0","0","29","18","26","19","28","0","0","37","295834","51077","210243","0"
"466930","7","874970","0","0","1004354","905189","76102","75946","0","0","0","0","195556","0","0","119","10","1","2","0","0","5","0","0","19","11","0","0","0","0",,"18",,"19",,"0",,"37","249567","55782","286471","0"
"467058","7","75002","0","0","41600","246171","0","45423","0","0","0","0","555928","0","0","49","4","0","1","0","0","13","0","0","1","1","0","0","0","0",,"18",,"1",,"0",,"19","57769","428198","32042","0"
"467368","7","646842","0","0","231184","438201","0","0","0","0","0","0","31902","0","0","28","7","0","0","0","0","1","0","0","5","12","0","0","0","0","25","8","16","5","10","0","0","13","305040","15048","109023","0"
"467793","7","204026","0","0","186589","154485","0","0","0","0","0","0","0","0","0","29","3","0","0","0","0","0","0","0","5","4","0","0","0","0",,"3",,"5",,"0",,"8","173314","3","158502","0"
"468015","7","447591","0","0","43000","402955","0","0","0","0","0","0","849050","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","183933",,"17670","0"
"468024","7","652610","0","0","33000","1322118","0","0","0","0","0","0","941988","27976","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","189397",,"9577","8119"
"468398","7","423971","0","0","280463","171507","209991","0","0","0","0","0","61318","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","356595",,"235893","0"
"468723","7","26000","0","0","39600","406808","0","16640","132385","70800","0","144331","165734","61152","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0",,,,
"469416","7","1027200","0","0","160500","160000","42000","42000","0","0","120000","112500","182000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0",,,,
"469629","7","517595","0","0","75600","788794","101461","115846","233764","0","33000","81000","29000","290313","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","353384",,"51615","276041"
"470047","7","40000","0","0","0","57000","0","0","0","0","0","0","34000","0","0","13","2","0","0","0","0","1","0","0","0","1","0","0","0","0",,"3",,"0",,"0",,"3","178077","151374","0","0"
"470092","7","492346","0","0","45320","301555","0","0","0","0","0","0","1085716","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","139935",,"12881","0"
"470162","7","521342","0","0","142321","624616","75000","0","0","0","0","0","1216903","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","126375",,"34499","0"
"470861","7","64869","0","0","68000","365308","38000","33218","0","0","0","0","531156","0","0","48","6","1","1","0","0","14","0","0","2","1","0","0","0","0",,"22",,"2",,"0",,"24","52750","431928","55296","0"
"470889","7","122579",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","62062",,,
"474863","7","447121","0","0","1774404","712076","208976","568546","42546","0","0","0","204672","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","115240",,"457329","0"
"474881","7","586349","0","0","72000","128780","0","60010","0","0","0","81500","83220","49650","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","370312",,"45472","82829"
"474890","7","285291","0","0","1094612","75490","0","0","0","0","0","0","113236","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","416472",,"1597932","0"
"474906","7","298966","0","0","383388","69707","0","0","0","0","0","0","34853","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","620234",,"795376","0"
"474997","7","472000","0","0","55000","185000","129000","0","0","0","0","308000","110000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","206133",,"24020","134511"
"475033","7","5935000","200000","0","55000","1500000","620000","960000","0","0","0","0","1820000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","621770",,"26715","0"
"475042","7","288775","0","0","0","318560","0","0","0","0","0","0","436044","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","167697",,"0","0"
"475060","7","208436","0","0","0","288000","68973","0","0","0","0","194750","94931","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","141623",,"0","132324"
"475079","7","139000","0","0","0","335000","37440","0","0","0","0","98950","108014","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","186988",,"0","133111"
"475121","7","2149371","0","0","428224","9583711","117560","118300","0","0","0","0","19345464","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","45605",,"9086","0"
"475130","7","537000","0","0","148000","421000","37000","0","0","0","0","115000","52800","0","0","37","5","1","0","0","0","2","0","0","5","9","0","3","0","0","32","8","29","5","18","3","11","16","592079","58222","163180","126795"
"475185","7","697504","0","0","232501","87188","145313","29063","232501","0","0","145313","116251","87188","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","313403",,"104468","104468"
"475194","7","403051","0","0","0","326000","31200","0","0","0","0","175302","131602","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","323132",,"0","140542"
"475200","7","138880","0","0","0","0","140442","0","0","0","0","0","103209","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","96363",,"0","0"
"475228","7","100000","0","0","48000","355000","112500","0","0","0","0","0","38480","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0",,,,
"475273","7","1686309","0","0","1149190","1471596","99782","0","69365","0","0","0","675293","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","188342",,"128352","0"
"475291","7","208832","0","0","38002","168500","110172","29702","0","0","0","93839","38433","0","0","37","2","2","1","0","0","1","0","0","1","4","0","2","0","0","13","6","20","1","3","2","7","9","150102","27628","27315","67448"
"475352","7","999457","0","0","46916","755066","175609","48091","0","0","32301","501939","156653","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","338927",,"15910","181167"
"475370","7","882477","0","0","51968","833177","145947","41920","0","0","33631","531476","152164","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","305657",,"18000","195732"
"475398","7","55000","0","0","65426","94570","0","55533","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","98600",,"117291","0"
"475422","7","910000","0","0","54000","0","0","0","0","0","0","0","120000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","1371172",,"81366","0"
"475477","7","42000","0","0","0","441110","41517","0","167000","0","0","0","64480","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","38263",,"0","0"
"475495","7","2027247","0","0","78000","947324","165700","0","0","0","0","0","256264","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","539228",,"20747","0"
"475510","7","402694","0","0","45000","67635","0","0","0","0","0","0","158000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","631729",,"70594","0"
"475565","7","2714792","0","0","173324","1757805","753888","627090","1280307","0","314478","0","708498","0","0","207","15","10","9","20","0","13","0","0","2","37","8","0","0","0",,"67",,"2",,"8",,"77","321685","83959","20538","37264"
"475583","7","35000","0","0","33000","274000","32000","0","0","0","0","35000","24960","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","57023",,"53764","57023"
"475592","7","116573","0","0","40600","155904","0","0","0","0","36693","70000","74777","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","76500",,"26644","70017"
"475608","7","966300","0","0","303333","327141","303449","158025","0","0","88436","0","446538","74075","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","326079",,"102360","54840"
"475617","7","630612","0","0","42630","564553","134420","40600","0","0","32470","407139","166007","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","248831",,"16821","173464"
"475635","7","19063","0","0","0","48000","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","109770",,"0","0"
"475699","7","534377","0","0","98689","327387","51085","34911","249733","0","0","0","167065","0","0","78","5","1","1","6","0","4","0","0","2","9","0","0","0","0",,"17",,"2",,"0",,"19","326227","101998","60248","0"
"475714","7","106500","0","0","101000","155000","55000","0","0","0","0","0","25000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","112371",,"106567","0"
"475732","7","2124015","0","0","1972511","623052","0","102972","0","0","49591","0","217998","0","0","153","7","0","2","0","0","5","0","0","36","29","1","0","0","0",,"14",,"36",,"1",,"51","287967","29557","267426","6723"
"475741","7","614051","0","0","301351","345900","0","49099","0","0","0","0","124958","0","0","27","4","0","1","0","0","3","0","0","6","8","0","0","0","0",,"8",,"6",,"0",,"14","313353","63769","153781","0"
"475811","7","210000","0","0","19000","164392","16806","1920","46960","0","0","61880","85238","15600","0","65","6","1","1","4","0","5","0","0","1","7","0","4","1","0",,"17",,"1",,"5",,"23","99826","40525","9032","36831"
"475866","7","696591","0","0","43483","501456","108209","0","0","0","29177","312050","143732","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","455309",,"28422","223034"
"476337","7","195672","0","0","0","158032","35000","0","0","0","0","96000","54087","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","258747",,"0","126946"
"476382","7","646587","0","0","29952","515640","94865","0","30160","0","20800","0","81120","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0",,,,
"476391","7","560065","0","0","0","411160","66622","0","0","0","0","0","120407","18720","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0",,,,
"476601","7","384000","0","0","0","128525","106000","0","0","0","0","0","48000","49000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","494986",,"0","63162"
"476692","7","66000","0","0","0","0","0","0","0","0","0","0","0","40500","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","446000",,"0","273682"
"476717","7","321854","0","0","0","52000","51300","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","509269",,"0","0"
"476948","7","242530","0","0","454574","215000","0","0","0","0","0","0","42016","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","524501",,"983073","0"
"476975","7","287625","0","0","4243668","1380000","615000","463000","0","0","0","185000","50000","0","0","593","12","11","7","0","0","1","0","0","97","5","0","3","0","0",,"31",,"97",,"3",,"131","18441","3208","272077","11861"
"477039","7","1492906","0","0","48429","911903","73008","0","0","46842","0","0","314065","52291","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","468048",,"15183","16394"
"477950","7","107784","0","0","270197","64000","0","0","0","0","0","0","27020","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","314425",,"788213","0"
"477996","7","50400","0","0","0","169750","0","0","267379","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","56999",,"0","0"
"478005","7","60000","0","0","0","49992","0","0","272479","0","0","0","26000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","84839",,"0","0"
"478014","7","44928","0","0","0","85000","0","0","375600","0","0","0","31200","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","43927",,"0","0"
"478634","7","293554","0","0","369595","82132","0","0","0","0","0","0","41066","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","952630",,"1199396","0"
"479549","7","385409","0","0","39914","450220","0","32061","0","0","0","0","983918","0","0","71","8","0","1","0","0","25","0","0","1","7","0","0","0","0",,"34",,"1",,"0",,"35","238889","609871","24740","0"
"479558","7","180330","0","0","32132","385568","44892","35585","0","0","0","0","588541","0","0","58","7","1","1","0","0","15","0","0","1","3","0","0","0","0",,"24",,"1",,"0",,"25","143715","469047","25608","0"
"479585","7","40000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","44994",,,
"479594","7","386163","0","0","40000","277639","40000","32995","0","0","0","0","411072","0","0","65","5","1","1","0","0","11","0","0","1","6","0","0","0","0",,"18",,"1",,"0",,"19","271768","289303","28151","0"
"479619","7","65657",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","79733",,,
"479628","7","45507","0","0","59622","340393","0","40000","0","0","0","0","468388","0","0","51","6","0","1","0","0","12","0","0","2","1","0","0","0","0",,"19",,"2",,"0",,"21","34756","357737","45536","0"
"479637","7","55000","0","0","47148","236381","0","40565","0","0","0","0","384355","0","0","36","4","0","1","0","0","11","0","0","1","1","0","0","0","0",,"16",,"1",,"0",,"17","57493","401783","49285","0"
"479646","7","191198","0","0","29423","167089","0","42860","0","0","0","0","39915","0","0","35","3","0","1","0","0","1","0","0","1","3","0","0","0","0",,"5",,"1",,"0",,"6","175228","36585","26965","0"
"479655","7","94301","0","0","50294","363684","0","37000","0","0","0","0","274368","0","0","52","6","0","1","0","0","8","0","0","2","2","0","0","0","0",,"15",,"2",,"0",,"17","95623","278220","50999","0"
"479956","7","52980","0","252888","1542035","1520548","0","1709389","2783292","0","0","59298","563106","0","0","167","19","0","41","59","0","16","0","2","28","1","0","1","0","0","0","135","10","30","2","1","0","166",,,,
"480064","7","383610","0","0","152616","282215","42538","0","317444","0","0","0","27040","0","0","47","3","1","0","8","0","1","0","0","4","6","0","0","0","0",,"13",,"4",,"0",,"17","298483","21049","118749","0"
"480073","7","164800","0","0","0","1236201","0","0","0","0","0","0","464521","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","83735",,"0","0"
"480082","7","361336","0","0","51500","1382265","0","0","0","0","0","0","749541","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","147921",,"21083","0"
"480091","7","985124","0","0","162401","934121","260881","306627","2188047","0","0","325222","501687","0","0","308","10","6","5","61","0","14","0","0","4","23","0","5","0","0","3","96","15","4","1","5","1","105","216717","110384","35726","71545"
