UNITID,private_nonprofit_total_salary_wage,public_total_salary_wage,privateprofit_total_salary_wage
476470,2901060,NULL,NULL
476601,697845,NULL,NULL
476656,177118,NULL,NULL
476692,149799,NULL,NULL
476717,594442,NULL,NULL
477950,457180,NULL,NULL
478625,33835,NULL,NULL
478634,540794,NULL,NULL
480189,5281443,NULL,NULL
480569,6433006,NULL,NULL
480727,377980,NULL,NULL
480754,26333,NULL,NULL
480985,445906,NULL,NULL
481030,826305,NULL,NULL
481058,202645,NULL,NULL
481076,432404,NULL,NULL
481137,1157545,NULL,NULL
481155,736418,NULL,NULL
481225,304195,NULL,NULL
481377,29172,NULL,NULL
481401,1099000,NULL,NULL
481410,283706,NULL,NULL
481438,480927,NULL,NULL
481465,29984,NULL,NULL
481535,63388000,NULL,NULL
481571,33378,NULL,NULL
482185,483230,NULL,NULL
482228,259308,NULL,NULL
483018,4978353,NULL,NULL
100654,NULL,51371935,NULL
100663,NULL,1013304387,NULL
100706,NULL,110787026,NULL
100724,NULL,54366376,NULL
100733,NULL,12766122,NULL
100751,NULL,381053755,NULL
100760,NULL,9241942,NULL
100812,NULL,17584448,NULL
100830,NULL,40352761,NULL
100858,NULL,386146026,NULL
101028,NULL,6405990,NULL
101143,NULL,11286259,NULL
101161,NULL,13497173,NULL
101240,NULL,26859449,NULL
101286,NULL,16750134,NULL
101295,NULL,17763464,NULL
101301,NULL,9342096,NULL
101462,NULL,5860498,NULL
101471,NULL,7912970,NULL
101480,NULL,50632920,NULL
101499,NULL,5539133,NULL
101505,NULL,23870268,NULL
101514,NULL,25495486,NULL
101569,NULL,16281376,NULL
101587,NULL,13764996,NULL
101602,NULL,8224130,NULL
101648,NULL,4734248,NULL
101709,NULL,25346165,NULL
101736,NULL,14616861,NULL
101879,NULL,42067848,NULL
101897,NULL,9644266,NULL
101949,NULL,7733664,NULL
101994,NULL,4189039,NULL
102030,NULL,16434621,NULL
102067,NULL,20111776,NULL
102076,NULL,7183909,NULL
102094,NULL,306111000,NULL
102313,NULL,9173941,NULL
102368,NULL,104205288,NULL
102429,NULL,19161374,NULL
102553,NULL,135247567,NULL
102614,NULL,183592233,NULL
102632,NULL,24513412,NULL
102711,NULL,5371232,NULL
103361,NULL,3002329,NULL
103529,NULL,21653776,NULL
104151,NULL,712059000,NULL
104160,NULL,27446359,NULL
104179,NULL,744409000,NULL
104346,NULL,25432512,NULL
104425,NULL,22224184,NULL
104577,NULL,19855313,NULL
104708,NULL,58390672,NULL
105136,NULL,34325588,NULL
105145,NULL,28270466,NULL
105154,NULL,71526911,NULL
105206,NULL,16295920,NULL
105297,NULL,10094649,NULL
105330,NULL,199813555,NULL
105349,NULL,13140128,NULL
105428,NULL,38421530,NULL
105525,NULL,95359059,NULL
105668,NULL,47975537,NULL
105747,NULL,34500538,NULL
105792,NULL,17624859,NULL
106148,NULL,25801930,NULL
106245,NULL,97128491,NULL
106263,NULL,668374000,NULL
106397,NULL,313407303,NULL
106412,NULL,31673940,NULL
106449,NULL,16388167,NULL
106458,NULL,89754043,NULL
106467,NULL,46055977,NULL
106485,NULL,20360227,NULL
106625,NULL,7903912,NULL
106704,NULL,74291502,NULL
106795,NULL,5326866,NULL
106829,NULL,2462241,NULL
106883,NULL,5811633,NULL
106980,NULL,12065695,NULL
106999,NULL,5812764,NULL
107071,NULL,23746493,NULL
107318,NULL,8626971,NULL
107327,NULL,9438705,NULL
107460,NULL,9458969,NULL
107488,NULL,3412227,NULL
107521,NULL,5355683,NULL
107549,NULL,5696481,NULL
107585,NULL,7772970,NULL
107619,NULL,10002997,NULL
107637,NULL,6577757,NULL
107664,NULL,26478828,NULL
107725,NULL,5498728,NULL
107743,NULL,3958107,NULL
107974,NULL,8025460,NULL
107983,NULL,22037698,NULL
107992,NULL,8596656,NULL
108056,NULL,4457737,NULL
108092,NULL,36393902,NULL
108667,NULL,12357733,NULL
108807,NULL,36352756,NULL
109208,NULL,73521552,NULL
109350,NULL,40926989,NULL
109819,NULL,46602653,NULL
109907,NULL,9706829,NULL
110246,NULL,44240345,NULL
110334,NULL,41408446,NULL
110398,NULL,27429607,NULL
110422,NULL,148801136,NULL
110486,NULL,51712325,NULL
110495,NULL,55266163,NULL
110501,NULL,49567656,NULL
110510,NULL,101634235,NULL
110529,NULL,125113076,NULL
110538,NULL,100856563,NULL
110547,NULL,71133219,NULL
110556,NULL,119607908,NULL
110565,NULL,184760201,NULL
110574,NULL,92992918,NULL
110583,NULL,198147234,NULL
110592,NULL,118447430,NULL
110608,NULL,199106993,NULL
110617,NULL,151864633,NULL
110635,NULL,1056041000,NULL
110644,NULL,1734847000,NULL
110653,NULL,1027506000,NULL
110662,NULL,2733387149,NULL
110671,NULL,301921000,NULL
110680,NULL,1623961000,NULL
110699,NULL,2037279000,NULL
110705,NULL,396185000,NULL
110714,NULL,274302000,NULL
111188,NULL,17546057,NULL
111434,NULL,18976435,NULL
111461,NULL,55891512,NULL
111887,NULL,64918444,NULL
111896,NULL,13672432,NULL
111920,NULL,38907705,NULL
111939,NULL,56643069,NULL
112172,NULL,42693314,NULL
112190,NULL,138965530,NULL
112367,NULL,2556460,NULL
112376,NULL,11572907,NULL
112385,NULL,20423074,NULL
112561,NULL,10917071,NULL
112686,NULL,18866958,NULL
112817,NULL,7784935,NULL
112826,NULL,22574062,NULL
113096,NULL,34807758,NULL
113111,NULL,13735402,NULL
113193,NULL,35393950,NULL
113218,NULL,19487195,NULL
113236,NULL,48637373,NULL
113333,NULL,73978425,NULL
113573,NULL,29901352,NULL
113634,NULL,54998717,NULL
113856,NULL,66859554,NULL
113980,NULL,79442171,NULL
114266,NULL,24116326,NULL
114433,NULL,7545193,NULL
114716,NULL,52062860,NULL
114789,NULL,64411304,NULL
114831,NULL,4969564,NULL
114859,NULL,72956060,NULL
114938,NULL,20990522,NULL
115001,NULL,57973863,NULL
115126,NULL,35391466,NULL
115287,NULL,5888874,NULL
115296,NULL,38687656,NULL
115393,NULL,24991498,NULL
115755,NULL,68449440,NULL
115861,NULL,24943078,NULL
116439,NULL,35609662,NULL
117052,NULL,39475890,NULL
117195,NULL,9465382,NULL
117247,NULL,23818218,NULL
117274,NULL,6899709,NULL
117645,NULL,73088294,NULL
117681,NULL,23939741,NULL
117690,NULL,26114970,NULL
117706,NULL,44580948,NULL
117715,NULL,22915536,NULL
117724,NULL,42124198,NULL
117733,NULL,47257060,NULL
117788,NULL,47312574,NULL
117803,NULL,1946104,NULL
117867,NULL,24806667,NULL
117894,NULL,26714737,NULL
117900,NULL,11686495,NULL
118347,NULL,32333903,NULL
118684,NULL,14582968,NULL
118718,NULL,36604069,NULL
118772,NULL,14088847,NULL
118912,NULL,60980250,NULL
118930,NULL,29262173,NULL
118976,NULL,42584629,NULL
119067,NULL,31801561,NULL
119137,NULL,31012779,NULL
119164,NULL,112164192,NULL
119216,NULL,38387784,NULL
119331,NULL,23722753,NULL
120023,NULL,0,NULL
120290,NULL,35858189,NULL
120342,NULL,60489982,NULL
120421,NULL,18247672,NULL
120953,NULL,7454708,NULL
120971,NULL,74535198,NULL
121044,NULL,80282620,NULL
121178,NULL,13159489,NULL
121363,NULL,13030556,NULL
121619,NULL,58418056,NULL
121707,NULL,20044039,NULL
121886,NULL,45621877,NULL
121901,NULL,60359961,NULL
122180,NULL,59514873,NULL
122205,NULL,63214380,NULL
122320,NULL,153794480,NULL
122339,NULL,40319836,NULL
122375,NULL,42511937,NULL
122384,NULL,21121256,NULL
122409,NULL,196255155,NULL
122597,NULL,197749994,NULL
122658,NULL,55694176,NULL
122737,NULL,5876763,NULL
122746,NULL,28945818,NULL
122755,NULL,178950976,NULL
122782,NULL,18627313,NULL
122791,NULL,44000552,NULL
122889,NULL,68962947,NULL
122977,NULL,104258465,NULL
123013,NULL,74207777,NULL
123217,NULL,34881624,NULL
123299,NULL,26808406,NULL
123341,NULL,50287654,NULL
123484,NULL,10673538,NULL
123493,NULL,2431978,NULL
123509,NULL,31015490,NULL
123527,NULL,28981662,NULL
123563,NULL,29665105,NULL
123572,NULL,64372893,NULL
123800,NULL,57130211,NULL
123925,NULL,1940731,NULL
124113,NULL,16307502,NULL
124557,NULL,218338000,NULL
125019,NULL,6855835,NULL
125028,NULL,30822637,NULL
125091,NULL,38165036,NULL
125170,NULL,11375399,NULL
125222,NULL,35064434,NULL
125462,NULL,10354917,NULL
125471,NULL,27029531,NULL
126100,NULL,10679769,NULL
126119,NULL,23785362,NULL
126182,NULL,23968831,NULL
126207,NULL,20075496,NULL
126289,NULL,19286220,NULL
126562,NULL,815201794,NULL
126580,NULL,69327470,NULL
126614,NULL,536963610,NULL
126711,NULL,35937594,NULL
126748,NULL,6057365,NULL
126775,NULL,86059734,NULL
126818,NULL,452037359,NULL
126863,NULL,16620374,NULL
126915,NULL,1123318,NULL
126942,NULL,23900059,NULL
127158,NULL,6557158,NULL
127185,NULL,30998516,NULL
127200,NULL,49237381,NULL
127389,NULL,3607582,NULL
127556,NULL,39334722,NULL
127565,NULL,88818423,NULL
127617,NULL,5920907,NULL
127732,NULL,7110304,NULL
127741,NULL,98832640,NULL
127778,NULL,10978671,NULL
127820,NULL,38377677,NULL
127884,NULL,20141345,NULL
127909,NULL,25219257,NULL
128106,NULL,32753354,NULL
128151,NULL,2049433,NULL
128258,NULL,9697692,NULL
128300,NULL,28745029,NULL
128328,NULL,491938378,NULL
128391,NULL,16125966,NULL
128577,NULL,8607224,NULL
128771,NULL,91311191,NULL
128780,NULL,6848193,NULL
129020,NULL,885572268,NULL
129215,NULL,51645036,NULL
129367,NULL,18096444,NULL
129543,NULL,18411346,NULL
129695,NULL,25909101,NULL
129729,NULL,26690753,NULL
129756,NULL,11695767,NULL
129808,NULL,17458805,NULL
130004,NULL,25811712,NULL
130040,NULL,8205314,NULL
130217,NULL,8971307,NULL
130396,NULL,28569018,NULL
130493,NULL,92428019,NULL
130606,NULL,17758507,NULL
130624,NULL,37135544,NULL
130776,NULL,51977785,NULL
130882,NULL,4840152,NULL
130891,NULL,20048457,NULL
130907,NULL,14243697,NULL
130916,NULL,30822107,NULL
130934,NULL,54956471,NULL
131399,NULL,68558726,NULL
132374,NULL,11014030,NULL
132675,NULL,857707,NULL
132693,NULL,48624691,NULL
132709,NULL,107222944,NULL
132851,NULL,25862885,NULL
132903,NULL,378918192,NULL
132976,NULL,3333588,NULL
133021,NULL,9111080,NULL
133155,NULL,4041729,NULL
133386,NULL,57903266,NULL
133508,NULL,41448404,NULL
133650,NULL,132654614,NULL
133669,NULL,199364534,NULL
133702,NULL,104156899,NULL
133951,NULL,374958812,NULL
133960,NULL,6058624,NULL
134097,NULL,469853149,NULL
134130,NULL,1343227000,NULL
134291,NULL,3257974,NULL
134307,NULL,2280742,NULL
134343,NULL,20153320,NULL
134495,NULL,64752846,NULL
134608,NULL,57531321,NULL
135160,NULL,11005942,NULL
135179,NULL,4321124,NULL
135188,NULL,13433026,NULL
135267,NULL,4360701,NULL
135276,NULL,3082136,NULL
135294,NULL,6112531,NULL
135391,NULL,29482460,NULL
135407,NULL,7676785,NULL
135522,NULL,4311402,NULL
135647,NULL,5231118,NULL
135717,NULL,210316994,NULL
135735,NULL,5769644,NULL
136145,NULL,4846409,NULL
136172,NULL,109919105,NULL
136233,NULL,21969238,NULL
136303,NULL,3401656,NULL
136358,NULL,76527110,NULL
136400,NULL,23859388,NULL
136473,NULL,32969972,NULL
136491,NULL,4683532,NULL
136516,NULL,32329447,NULL
136659,NULL,1619906,NULL
136765,NULL,3845834,NULL
136826,NULL,8189719,NULL
137023,NULL,5454403,NULL
137078,NULL,95648798,NULL
137087,NULL,3848363,NULL
137096,NULL,47705130,NULL
137120,NULL,7744210,NULL
137209,NULL,53568521,NULL
137245,NULL,12177913,NULL
137281,NULL,18669288,NULL
137315,NULL,14413020,NULL
137351,NULL,540447375,NULL
137713,NULL,1326527,NULL
137759,NULL,51784617,NULL
137856,NULL,1440089,NULL
137865,NULL,2895252,NULL
138187,NULL,105940795,NULL
138284,NULL,2760840,NULL
138354,NULL,79323011,NULL
138372,NULL,3075455,NULL
138479,NULL,8357384,NULL
138488,NULL,2854091,NULL
138497,NULL,2848008,NULL
138558,NULL,13279409,NULL
138682,NULL,12185684,NULL
138691,NULL,20574372,NULL
138716,NULL,31172419,NULL
138789,NULL,37263481,NULL
138840,NULL,17091050,NULL
138901,NULL,11952134,NULL
138956,NULL,15307732,NULL
139010,NULL,10889175,NULL
139250,NULL,14587798,NULL
139278,NULL,19436538,NULL
139311,NULL,39646573,NULL
139357,NULL,12637999,NULL
139366,NULL,50327961,NULL
139384,NULL,19168812,NULL
139463,NULL,17757120,NULL
139621,NULL,8742522,NULL
139700,NULL,17630183,NULL
139719,NULL,31130419,NULL
139746,NULL,472661,NULL
139755,NULL,637095324,NULL
139764,NULL,16748856,NULL
139861,NULL,53333825,NULL
139904,NULL,22877845,NULL
139931,NULL,140014232,NULL
139940,NULL,299989294,NULL
139959,NULL,639370172,NULL
139968,NULL,15384309,NULL
139986,NULL,16967876,NULL
140012,NULL,21902939,NULL
140164,NULL,150152353,NULL
140243,NULL,11837863,NULL
140331,NULL,28579051,NULL
140599,NULL,7818574,NULL
140678,NULL,9295455,NULL
140942,NULL,14168824,NULL
140960,NULL,32094130,NULL
141006,NULL,8055471,NULL
141097,NULL,34552924,NULL
141158,NULL,6742625,NULL
141255,NULL,15562155,NULL
141264,NULL,73067228,NULL
141334,NULL,69438080,NULL
141565,NULL,52852678,NULL
141574,NULL,454941544,NULL
141680,NULL,24772896,NULL
141796,NULL,35055252,NULL
141802,NULL,10326929,NULL
141811,NULL,28077862,NULL
141839,NULL,22883374,NULL
141963,NULL,46581926,NULL
141981,NULL,11449759,NULL
141990,NULL,12926345,NULL
142115,NULL,142469830,NULL
142179,NULL,5520145,NULL
142276,NULL,105501838,NULL
142285,NULL,158684034,NULL
142328,NULL,23247414,NULL
142443,NULL,29760757,NULL
142559,NULL,29314320,NULL
143215,NULL,45175075,NULL
143279,NULL,24242119,NULL
143613,NULL,10979581,NULL
144005,NULL,69266347,NULL
144157,NULL,25358521,NULL
144166,NULL,24451555,NULL
144175,NULL,18841959,NULL
144184,NULL,31519089,NULL
144193,NULL,21366229,NULL
144209,NULL,24668336,NULL
144218,NULL,28238554,NULL
144500,NULL,27185609,NULL
144564,NULL,11306338,NULL
144865,NULL,103243501,NULL
144892,NULL,109233816,NULL
144944,NULL,50291729,NULL
145336,NULL,48900169,NULL
145521,NULL,10845117,NULL
145600,NULL,991165178,NULL
145637,NULL,840667308,NULL
145682,NULL,38456641,NULL
145707,NULL,4580044,NULL
145813,NULL,212977430,NULL
145831,NULL,14712659,NULL
146205,NULL,23083581,NULL
146278,NULL,10063981,NULL
146296,NULL,56253636,NULL
146348,NULL,15115709,NULL
146366,NULL,16622510,NULL
146418,NULL,15936658,NULL
146472,NULL,64533262,NULL
146506,NULL,23602622,NULL
146603,NULL,23224343,NULL
146685,NULL,32542036,NULL
147004,NULL,28305560,NULL
147378,NULL,52869723,NULL
147411,NULL,14528650,NULL
147703,NULL,236193067,NULL
147776,NULL,74316066,NULL
147800,NULL,51570381,NULL
147916,NULL,41006925,NULL
148007,NULL,21251839,NULL
148256,NULL,13174903,NULL
148292,NULL,13541616,NULL
148380,NULL,30086694,NULL
148654,NULL,45572966,NULL
148672,NULL,8385428,NULL
148821,NULL,7696502,NULL
148937,NULL,7977060,NULL
148991,NULL,6476567,NULL
149222,NULL,311014676,NULL
149231,NULL,138271629,NULL
149240,NULL,3305383,NULL
149365,NULL,24681264,NULL
149532,NULL,34714208,NULL
149587,NULL,83246466,NULL
149727,NULL,33540349,NULL
149772,NULL,127129186,NULL
149842,NULL,70249237,NULL
150136,NULL,216089205,NULL
150987,NULL,250250371,NULL
151102,NULL,68823717,NULL
151111,NULL,567776381,NULL
151306,NULL,55764457,NULL
151324,NULL,88868619,NULL
151333,NULL,14614373,NULL
151342,NULL,35513213,NULL
151351,NULL,638371825,NULL
151360,NULL,26974104,NULL
151379,NULL,31288889,NULL
151388,NULL,16128625,NULL
151537,NULL,303772,NULL
152248,NULL,54000925,NULL
152266,NULL,20065082,NULL
152637,NULL,47604336,NULL
153214,NULL,72235990,NULL
153296,NULL,5615787,NULL
153311,NULL,27231721,NULL
153445,NULL,19365060,NULL
153472,NULL,24683573,NULL
153524,NULL,21465373,NULL
153533,NULL,14660655,NULL
153603,NULL,486425661,NULL
153630,NULL,23105876,NULL
153658,NULL,1199409000,NULL
153737,NULL,65542239,NULL
153922,NULL,8932883,NULL
154059,NULL,14675811,NULL
154095,NULL,129745824,NULL
154110,NULL,18457930,NULL
154129,NULL,7057594,NULL
154378,NULL,15212505,NULL
154396,NULL,8227401,NULL
154572,NULL,18080871,NULL
154642,NULL,5879684,NULL
154697,NULL,17009520,NULL
154800,NULL,29309843,NULL
154907,NULL,7369547,NULL
154925,NULL,7600859,NULL
154934,NULL,6061076,NULL
154952,NULL,11173033,NULL
154998,NULL,9715768,NULL
155025,NULL,42726436,NULL
155052,NULL,3760415,NULL
155061,NULL,47973318,NULL
155098,NULL,6576550,NULL
155104,NULL,11013940,NULL
155140,NULL,9124631,NULL
155186,NULL,7886431,NULL
155195,NULL,20291570,NULL
155201,NULL,4569129,NULL
155210,NULL,87074885,NULL
155292,NULL,31083684,NULL
155317,NULL,578333535,NULL
155399,NULL,348921122,NULL
155423,NULL,4265566,NULL
155450,NULL,5710186,NULL
155487,NULL,3674433,NULL
155566,NULL,8232060,NULL
155593,NULL,4032300,NULL
155618,NULL,3041118,NULL
155681,NULL,48828254,NULL
155715,NULL,6358797,NULL
155830,NULL,2135033,NULL
155858,NULL,9169453,NULL
156082,NULL,47876664,NULL
156107,NULL,10399621,NULL
156125,NULL,120929976,NULL
156231,NULL,11941468,NULL
156338,NULL,9963308,NULL
156392,NULL,31994869,NULL
156620,NULL,133187298,NULL
156648,NULL,15131349,NULL
156790,NULL,13182088,NULL
156851,NULL,7272150,NULL
156860,NULL,10204826,NULL
156921,NULL,36965465,NULL
157058,NULL,29202884,NULL
157085,NULL,1114671192,NULL
157289,NULL,466975000,NULL
157304,NULL,11728765,NULL
157331,NULL,12473430,NULL
157386,NULL,61102305,NULL
157401,NULL,78453777,NULL
157438,NULL,14907455,NULL
157447,NULL,108494000,NULL
157483,NULL,16463446,NULL
157553,NULL,13011990,NULL
157711,NULL,21100844,NULL
157739,NULL,14687611,NULL
157854,NULL,23735760,NULL
157951,NULL,145749391,NULL
158088,NULL,6901545,NULL
158352,NULL,5813184,NULL
158431,NULL,20597879,NULL
158662,NULL,55537088,NULL
158884,NULL,5316897,NULL
159009,NULL,35993762,NULL
159373,NULL,270258625,NULL
159382,NULL,10322385,NULL
159391,NULL,458308439,NULL
159407,NULL,7656427,NULL
159416,NULL,18478367,NULL
159638,NULL,2197625,NULL
159647,NULL,65457328,NULL
159717,NULL,39520290,NULL
159939,NULL,74814629,NULL
159966,NULL,31744003,NULL
159993,NULL,49433735,NULL
160010,NULL,5892935,NULL
160038,NULL,39745557,NULL
160481,NULL,5928804,NULL
160533,NULL,3624071,NULL
160579,NULL,7815340,NULL
160612,NULL,70576298,NULL
160621,NULL,57112684,NULL
160630,NULL,15556157,NULL
160649,NULL,11451398,NULL
160658,NULL,158418892,NULL
160667,NULL,7225872,NULL
160913,NULL,5055351,NULL
161077,NULL,8318973,NULL
161138,NULL,8276250,NULL
161192,NULL,6983401,NULL
161217,NULL,21617000,NULL
161226,NULL,19392000,NULL
161235,NULL,6691000,NULL
161244,NULL,5266000,NULL
161253,NULL,151478000,NULL
161280,NULL,10323000,NULL
161299,NULL,13614685,NULL
161341,NULL,9194000,NULL
161484,NULL,5752547,NULL
161545,NULL,18795561,NULL
161554,NULL,84291000,NULL
161581,NULL,2879176,NULL
161688,NULL,17489017,NULL
161767,NULL,74463594,NULL
161864,NULL,31016772,NULL
161873,NULL,57019374,NULL
162007,NULL,42447735,NULL
162104,NULL,12964637,NULL
162122,NULL,36639546,NULL
162168,NULL,14935885,NULL
162283,NULL,36133367,NULL
162557,NULL,31924232,NULL
162584,NULL,45151332,NULL
162609,NULL,6595820,NULL
162690,NULL,19939858,NULL
162706,NULL,26431395,NULL
162779,NULL,49545947,NULL
163204,NULL,178017475,NULL
163259,NULL,541624898,NULL
163268,NULL,160144685,NULL
163286,NULL,815034725,NULL
163338,NULL,52109048,NULL
163426,NULL,158945860,NULL
163453,NULL,87491771,NULL
163657,NULL,63876806,NULL
163851,NULL,69495029,NULL
163912,NULL,26515814,NULL
164076,NULL,157754672,NULL
164146,NULL,10658182,NULL
164155,NULL,213554347,NULL
164313,NULL,13146328,NULL
164535,NULL,429190,NULL
164775,NULL,13871441,NULL
165024,NULL,91169083,NULL
165033,NULL,38124543,NULL
165112,NULL,41226545,NULL
165194,NULL,18188738,NULL
165608,NULL,632584,NULL
165820,NULL,39246090,NULL
165866,NULL,38937071,NULL
165981,NULL,14609249,NULL
166133,NULL,33126123,NULL
166513,NULL,158412000,NULL
166629,NULL,462451361,NULL
166638,NULL,178698000,NULL
166647,NULL,25124884,NULL
166665,NULL,37290168,NULL
166674,NULL,29976976,NULL
166692,NULL,20670169,NULL
166708,NULL,334620241,NULL
166823,NULL,31783118,NULL
166887,NULL,41344411,NULL
166957,NULL,27090018,NULL
167288,NULL,21629125,NULL
167312,NULL,35699053,NULL
167376,NULL,31010105,NULL
167525,NULL,13649904,NULL
167534,NULL,36315004,NULL
167631,NULL,16781979,NULL
167729,NULL,79448744,NULL
167871,NULL,1328958,NULL
167905,NULL,27935334,NULL
167987,NULL,107154000,NULL
168263,NULL,39922375,NULL
168430,NULL,40257621,NULL
168607,NULL,9147545,NULL
168883,NULL,9780950,NULL
169248,NULL,186819422,NULL
169275,NULL,44116146,NULL
169521,NULL,41519228,NULL
169798,NULL,162929735,NULL
169910,NULL,113834591,NULL
169974,NULL,5884366,NULL
169992,NULL,5445189,NULL
170055,NULL,61310037,NULL
170082,NULL,174999823,NULL
170240,NULL,49278326,NULL
170444,NULL,21738713,NULL
170541,NULL,31440024,NULL
170550,NULL,23380346,NULL
170587,NULL,7324761,NULL
170620,NULL,16076607,NULL
170639,NULL,19165651,NULL
170657,NULL,61154674,NULL
170790,NULL,64009353,NULL
170976,NULL,2770135000,NULL
171100,NULL,981418554,NULL
171128,NULL,110888914,NULL
171137,NULL,67199000,NULL
171146,NULL,57560000,NULL
171155,NULL,12109524,NULL
171225,NULL,15020455,NULL
171234,NULL,6354749,NULL
171304,NULL,15312460,NULL
171395,NULL,6241802,NULL
171456,NULL,61252765,NULL
171483,NULL,22436196,NULL
171535,NULL,77433158,NULL
171571,NULL,132869171,NULL
172051,NULL,58435132,NULL
172200,NULL,42280742,NULL
172291,NULL,15403289,NULL
172307,NULL,11088362,NULL
172422,NULL,4645914,NULL
172617,NULL,51413863,NULL
172635,NULL,48863094,NULL
172644,NULL,450790493,NULL
172671,NULL,6491496,NULL
172699,NULL,218018241,NULL
172918,NULL,12529000,NULL
172954,NULL,9647000,NULL
172963,NULL,25231000,NULL
173063,NULL,15310000,NULL
173115,NULL,5318000,NULL
173124,NULL,32198000,NULL
173203,NULL,16666000,NULL
173416,NULL,15256000,NULL
173461,NULL,18484000,NULL
173559,NULL,26160000,NULL
173638,NULL,14730000,NULL
173708,NULL,27216000,NULL
173735,NULL,9473000,NULL
173799,NULL,20264000,NULL
173805,NULL,6685000,NULL
173911,NULL,18577000,NULL
173920,NULL,98790000,NULL
173993,NULL,6427000,NULL
174020,NULL,38510000,NULL
174066,NULL,1321526965,NULL
174075,NULL,14246397,NULL
174136,NULL,37640000,NULL
174233,NULL,101496477,NULL
174251,NULL,19755589,NULL
174358,NULL,47687000,NULL
174376,NULL,24556000,NULL
174428,NULL,33992000,NULL
174473,NULL,15914000,NULL
174570,NULL,6538000,NULL
174604,NULL,2310000,NULL
174738,NULL,24124000,NULL
174756,NULL,18842000,NULL
174783,NULL,104058000,NULL
175041,NULL,21750000,NULL
175078,NULL,22852000,NULL
175157,NULL,3905000,NULL
175236,NULL,19115000,NULL
175263,NULL,11164000,NULL
175272,NULL,60164000,NULL
175315,NULL,40372000,NULL
175342,NULL,34634023,NULL
175519,NULL,12550157,NULL
175573,NULL,15728385,NULL
175616,NULL,26442879,NULL
175643,NULL,11637283,NULL
175652,NULL,17813723,NULL
175786,NULL,55392584,NULL
175810,NULL,22289321,NULL
175829,NULL,28262958,NULL
175856,NULL,76710258,NULL
175883,NULL,18050707,NULL
175935,NULL,16241062,NULL
175999,NULL,10558744,NULL
176008,NULL,15002408,NULL
176017,NULL,175357859,NULL
176026,NULL,567576689,NULL
176035,NULL,18396832,NULL
176044,NULL,21804315,NULL
176071,NULL,37593676,NULL
176080,NULL,275484735,NULL
176169,NULL,14612402,NULL
176178,NULL,30863093,NULL
176239,NULL,19133127,NULL
176354,NULL,9870878,NULL
176372,NULL,131380086,NULL
176798,NULL,1183072,NULL
176965,NULL,76536838,NULL
176983,NULL,1221935,NULL
177056,NULL,812880,NULL
177135,NULL,16777759,NULL
177250,NULL,12056264,NULL
177436,NULL,1392977,NULL
177472,NULL,36130705,NULL
177551,NULL,11580686,NULL
177676,NULL,17842674,NULL
177870,NULL,62362,NULL
177940,NULL,25568409,NULL
177977,NULL,8014336,NULL
178129,NULL,67759794,NULL
178217,NULL,12179467,NULL
178341,NULL,28857256,NULL
178387,NULL,29723877,NULL
178396,NULL,916306113,NULL
178402,NULL,190778631,NULL
178411,NULL,86883939,NULL
178420,NULL,105988128,NULL
178439,NULL,31261388,NULL
178448,NULL,12415831,NULL
178466,NULL,1221978,NULL
178606,NULL,408086,NULL
178615,NULL,45042155,NULL
178624,NULL,38607510,NULL
178828,NULL,1166781,NULL
179052,NULL,1456816,NULL
179238,NULL,368640,NULL
179308,NULL,104745302,NULL
179344,NULL,6789939,NULL
179539,NULL,13472146,NULL
179557,NULL,63529578,NULL
179566,NULL,126234812,NULL
179645,NULL,8988882,NULL
179715,NULL,6607868,NULL
179724,NULL,231193,NULL
179742,NULL,353062,NULL
180151,NULL,2527730,NULL
180160,NULL,2467828,NULL
180179,NULL,26611894,NULL
180197,NULL,12005099,NULL
180203,NULL,2478688,NULL
180212,NULL,3556271,NULL
180249,NULL,7236747,NULL
180276,NULL,5122862,NULL
180328,NULL,2776500,NULL
180373,NULL,3084648,NULL
180416,NULL,24477917,NULL
180461,NULL,165042196,NULL
180489,NULL,150053211,NULL
180522,NULL,10175821,NULL
180692,NULL,10289673,NULL
180902,NULL,27368204,NULL
180948,NULL,15706487,NULL
181215,NULL,46344363,NULL
181303,NULL,56438730,NULL
181312,NULL,11398639,NULL
181394,NULL,102140109,NULL
181419,NULL,1029617,NULL
181428,NULL,249734173,NULL
181464,NULL,405112273,NULL
181491,NULL,19790868,NULL
181534,NULL,9798779,NULL
181640,NULL,49355348,NULL
181747,NULL,6684911,NULL
181765,NULL,2272231,NULL
181783,NULL,21377740,NULL
181817,NULL,11399619,NULL
182005,NULL,82275000,NULL
182281,NULL,248668000,NULL
182290,NULL,264062600,NULL
182306,NULL,13372673,NULL
182500,NULL,33439000,NULL
182519,NULL,12516000,NULL
182564,NULL,14061000,NULL
183044,NULL,233100114,NULL
183062,NULL,45862196,NULL
183071,NULL,7481299,NULL
183080,NULL,43923530,NULL
183099,NULL,17735306,NULL
183105,NULL,4939763,NULL
183114,NULL,4929789,NULL
183123,NULL,5820774,NULL
183132,NULL,9718243,NULL
183141,NULL,7809824,NULL
183150,NULL,8426160,NULL
183257,NULL,7940205,NULL
183327,NULL,6399812,NULL
183655,NULL,25182142,NULL
183743,NULL,66723111,NULL
183859,NULL,55706158,NULL
183877,NULL,24675555,NULL
183938,NULL,47403943,NULL
183983,NULL,768926,NULL
