UNITID,private_nonprofit_total_salary_wage,public_total_salary_wage,privateprofit_total_salary_wage
418287,NULL,5372585,NULL
418296,NULL,2792136,NULL
418302,NULL,4942454,NULL
418320,NULL,4957567,NULL
418339,NULL,11787005,NULL
418348,NULL,4266194,NULL
418357,NULL,1820560,NULL
418409,NULL,1584859,NULL
418427,NULL,912422,NULL
418445,NULL,228600,NULL
418454,NULL,1322341,NULL
418481,NULL,276086,NULL
418506,NULL,353093,NULL
418515,NULL,566119,NULL
418524,NULL,400815,NULL
418533,NULL,2031097,NULL
418542,NULL,593547,NULL
418560,NULL,619308,NULL
418588,NULL,294642,NULL
418603,NULL,345454,NULL
418612,NULL,196737,NULL
418676,NULL,1470,NULL
419031,NULL,211417,NULL
419095,NULL,630246,NULL
419226,NULL,4287550,NULL
419332,NULL,77402,NULL
419420,NULL,261853,NULL
419484,NULL,275452,NULL
420398,NULL,26042184,NULL
420431,NULL,9563334,NULL
420440,NULL,4843818,NULL
420468,NULL,2178353,NULL
420538,NULL,5676213,NULL
420556,NULL,5220054,NULL
420723,NULL,1983910,NULL
420802,NULL,2720091,NULL
421540,NULL,882917,NULL
421559,NULL,716011,NULL
421717,NULL,208503,NULL
423652,NULL,2328129,NULL
427991,NULL,2250346,NULL
428019,NULL,1268986,NULL
428392,NULL,4709958,NULL
428426,NULL,6233367,NULL
430643,NULL,14246,NULL
430795,NULL,2516894,NULL
430883,NULL,200239,NULL
430908,NULL,987800,NULL
430971,NULL,545362,NULL
431017,NULL,4312724,NULL
431105,NULL,1104930,NULL
431169,NULL,1114707,NULL
431187,NULL,312697,NULL
431196,NULL,810678,NULL
431202,NULL,157003,NULL
431266,NULL,396681,NULL
431275,NULL,375042,NULL
431558,NULL,2058969,NULL
431691,NULL,193802,NULL
431707,NULL,516514,NULL
431716,NULL,1384543,NULL
431770,NULL,468967,NULL
431877,NULL,230834,NULL
432144,NULL,6201068,NULL
433040,NULL,295055,NULL
433068,NULL,2806930,NULL
433138,NULL,788227,NULL
433174,NULL,4703173,NULL
433660,NULL,80298641,NULL
434061,NULL,12016098,NULL
434584,NULL,7929854,NULL
434672,NULL,104469056,NULL
435000,NULL,309986411,NULL
436304,NULL,4981807,NULL
437103,NULL,21094430,NULL
438665,NULL,17223327,NULL
438708,NULL,2151155,NULL
439145,NULL,11304330,NULL
439154,NULL,10072275,NULL
439190,NULL,9386520,NULL
439622,NULL,757375,NULL
440217,NULL,151764,NULL
440402,NULL,7048190,NULL
440730,NULL,1860822,NULL
440916,NULL,9133377,NULL
441070,NULL,1170669,NULL
441210,NULL,921158,NULL
441317,NULL,832204,NULL
441335,NULL,598213,NULL
441353,NULL,385600,NULL
441414,NULL,956765,NULL
441593,NULL,177016,NULL
441672,NULL,52985,NULL
441760,NULL,10824856,NULL
441894,NULL,74396,NULL
441900,NULL,11959000,NULL
441937,NULL,47972251,NULL
443368,NULL,2617751,NULL
443492,NULL,7263340,NULL
443711,NULL,23123646,NULL
444219,NULL,22312759,NULL
444954,NULL,7292309,NULL
445018,NULL,6476815,NULL
445188,NULL,86218000,NULL
445674,NULL,4613232,NULL
446206,NULL,78434,NULL
446349,NULL,0,NULL
446774,NULL,7085613,NULL
446978,NULL,3281001,NULL
447582,NULL,9661880,NULL
447689,NULL,47586601,NULL
448248,NULL,4526242,NULL
448336,NULL,1960266,NULL
448594,NULL,16944624,NULL
448637,NULL,2777776,NULL
448840,NULL,28069021,NULL
449357,NULL,1069184,NULL
449816,NULL,1705138,NULL
451459,NULL,806773,NULL
451583,NULL,1725666,NULL
451671,NULL,12180565,NULL
452106,NULL,2173742,NULL
455114,NULL,22487932,NULL
455512,NULL,8357020,NULL
456959,NULL,5551595,NULL
457378,NULL,986366,NULL
457387,NULL,1617046,NULL
457615,NULL,324685,NULL
457624,NULL,328600,NULL
457873,NULL,849665,NULL
457943,NULL,592595,NULL
457989,NULL,932139,NULL
459329,NULL,413505,NULL
459408,NULL,285121,NULL
460394,NULL,19324803,NULL
460464,NULL,20538325,NULL
460604,NULL,522603,NULL
460808,NULL,166195,NULL
461087,NULL,1100022,NULL
461245,NULL,1012244,NULL
461306,NULL,1911312,NULL
461315,NULL,764292,NULL
461634,NULL,1912338,NULL
475565,NULL,5458849,NULL
476975,NULL,11710097,NULL
480967,NULL,1245600,NULL
481021,NULL,379293,NULL
481049,NULL,117232,NULL
481182,NULL,312131,NULL
481191,NULL,1282904,NULL
482149,NULL,356546691,NULL
482158,NULL,37820663,NULL
482680,NULL,69301769,NULL
482699,NULL,9680754,NULL
483036,NULL,13572960,NULL
483045,NULL,29005065,NULL
483212,NULL,13199715,NULL
