UNITID,carnegie_basic,carnegie_ug_program,carnegie_grad_program,carnegie_ug_profile,carnegie_enroll_profile,carnegie_size_setting,carnegie_classification2000
228200,-3,-3,-3,-3,-3,-3,-3
228219,-3,-3,-3,-3,-3,-3,-3
228246,16,11,15,12,5,13,15
228282,-3,-3,-3,-3,-3,-3,-3
228291,10,1,-1,4,1,1,40
228316,2,1,-1,1,1,3,40
228325,20,13,11,9,3,10,51
228343,21,3,-1,12,2,11,31
228431,18,10,18,11,3,16,21
228459,18,10,18,11,4,15,21
228468,22,10,10,9,3,7,32
228486,23,2,-1,9,2,8,51
228501,18,7,4,6,4,10,21
228529,18,13,12,8,4,12,21
228547,7,1,-1,1,1,5,40
228608,2,1,-1,1,1,3,40
228635,25,-2,-2,-2,6,-2,52
228644,25,-2,-2,-2,6,-2,52
228653,25,-2,-2,-2,6,-2,52
228671,-3,-3,-3,-3,-3,-3,-3
228680,2,1,-1,2,1,3,40
228699,2,1,-1,2,1,3,40
228705,17,11,18,6,4,13,16
228723,15,11,14,12,4,15,15
228732,-3,-3,-3,-3,-3,-3,-3
228769,16,11,15,8,4,15,15
228778,15,11,15,13,4,15,15
228787,16,11,15,8,5,15,16
228796,16,14,15,6,4,15,16
228802,18,13,4,8,4,12,21
228866,26,-2,-2,-2,7,-2,53
228875,17,13,15,12,3,13,16
228884,22,12,-1,9,3,7,32
228909,25,-2,-2,-2,7,-2,52
228981,22,9,-1,10,2,11,32
229018,19,10,6,8,4,9,21
229027,16,11,15,11,3,15,21
229036,10,0,-1,4,3,2,-3
229063,17,13,18,9,4,12,16
229090,-3,-3,-3,-3,-3,-3,-3
229115,16,14,15,11,4,16,15
229151,-3,-3,-3,-3,-3,-3,-3
229160,18,10,11,8,5,9,22
229179,17,11,15,8,5,12,16
229267,19,7,11,12,3,11,21
229300,25,-2,-2,-2,6,-2,52
229319,2,1,-1,1,1,3,40
229328,1,1,-1,1,1,2,40
229337,25,-2,-2,-2,6,-2,52
229355,3,1,-1,2,1,4,40
229407,-3,-3,-3,-3,-3,-3,-3
229416,-3,-3,-3,-3,-3,-3,40
229425,-3,-3,-3,-3,-3,-3,-3
229504,2,1,-1,1,1,2,40
229522,-3,-3,-3,-3,-3,-3,-3
229540,2,1,-1,1,1,3,40
229656,-3,-3,-3,-3,-3,-3,-3
229780,18,13,7,5,4,9,21
229799,4,1,-1,2,1,3,40
229814,18,11,13,8,4,13,21
229832,2,1,-1,1,1,2,40
229841,3,1,-1,2,1,3,40
229887,22,15,-1,9,2,10,32
229957,-3,-3,-3,-3,-3,-3,-3
230010,-3,-3,-3,-3,-3,-3,-3
230038,16,11,18,12,3,15,15
230047,22,9,-1,10,2,11,32
230056,26,-2,-2,-2,2,-2,40
230065,-3,-3,-3,-3,-3,-3,-3
230135,-3,-3,-3,-3,-3,-3,-3
230144,-3,-3,-3,-3,-3,-3,-3
230162,5,1,-1,1,1,2,-3
230171,23,2,-1,6,2,12,40
230199,-3,-3,-3,-3,-3,-3,-3
230205,-3,-3,-3,-3,-3,-3,-3
230214,-3,-3,-3,-3,-3,-3,-3
230366,14,1,-1,1,1,1,-3
230384,28,-2,-2,-2,2,-2,54
230418,9,1,-1,3,1,2,40
230472,14,1,-1,3,1,1,40
230490,7,1,-1,1,1,2,-3
230597,2,1,-1,3,1,3,40
230603,18,13,6,11,3,12,22
230621,23,2,-1,9,3,6,40
230630,22,13,11,11,3,6,40
230676,1,1,-1,1,1,1,-3
230728,16,14,17,11,3,15,15
230737,22,12,-1,5,3,15,33
230746,7,1,-1,1,1,5,40
230764,15,11,14,8,5,15,15
230782,19,13,7,5,3,15,22
230807,19,13,7,11,4,10,21
230816,21,4,5,12,4,8,31
230825,21,3,-1,6,2,6,31
230834,21,10,1,9,3,10,22
230852,22,16,2,10,3,10,33
230861,3,1,-1,1,1,3,40
230889,19,11,5,9,6,7,21
230898,21,7,7,10,4,8,32
230913,20,7,6,6,3,10,21
230931,22,13,1,9,3,11,32
230940,21,3,-1,13,2,8,31
230959,21,4,13,12,3,11,31
230977,32,-2,-2,-2,2,-2,59
230995,18,13,4,10,5,14,21
231004,-3,-3,-3,-3,-3,-3,-3
231059,21,7,9,12,4,11,21
231068,18,-1,5,-1,7,18,22
231077,20,13,9,9,5,7,22
231086,22,9,-1,9,2,8,32
231095,21,9,-1,9,2,8,40
231147,31,-2,-2,-2,7,-2,57
231156,-3,-3,-3,-3,-3,-3,-3
231165,23,2,-1,8,2,10,54
231174,16,7,17,12,4,17,15
231280,-3,-3,-3,-3,-3,-3,-3
231411,10,1,-1,4,1,2,-3
231420,22,13,1,9,3,8,21
231536,2,1,-1,2,1,3,40
231554,22,9,-1,9,2,7,32
231581,21,9,-1,10,2,11,31
231624,16,4,15,12,4,14,16
231651,17,11,18,5,6,9,21
231688,-3,-3,-3,-3,-3,-3,-3
231697,2,1,-1,1,1,3,40
231712,20,3,6,12,3,14,31
231721,-3,-3,-3,-3,-3,-3,-3
231785,23,2,-1,5,2,6,40
231828,23,2,-1,5,2,6,40
231837,26,-2,-2,-2,4,-2,53
231873,1,1,-1,1,1,2,40
231882,2,1,-1,1,1,3,40
231970,25,-2,-2,-2,6,-2,52
232016,14,1,-1,4,1,2,-3
232025,21,7,1,10,3,8,31
232043,21,13,6,10,4,11,31
232052,1,1,-1,1,1,2,40
232089,22,9,-1,9,2,11,32
232186,16,11,15,8,5,16,16
232195,2,1,-1,1,1,3,40
232256,21,3,-1,10,2,11,31
232265,19,10,13,10,4,14,21
232308,21,4,5,10,4,8,31
232414,7,1,-1,1,1,4,40
232423,18,10,16,12,3,16,21
232450,5,1,-1,1,1,4,40
232502,10,0,-1,4,3,2,-3
232557,18,7,8,8,5,16,21
232566,19,7,6,10,3,14,21
232575,3,1,-1,1,1,3,40
232609,20,10,6,10,3,11,21
232618,-3,-3,-3,-3,-3,-3,-3
232672,20,7,6,6,4,10,22
232681,18,4,6,12,4,14,22
232706,18,13,4,11,5,10,21
232724,-3,-3,-3,-3,-3,-3,-3
232788,2,1,-1,2,1,3,40
232797,14,2,2,6,3,12,40
232867,2,1,-1,2,1,3,40
232885,-3,-3,-3,-3,-3,-3,-3
232919,-3,-3,-3,-3,-3,-3,-3
232937,18,10,13,9,3,13,21
232946,5,1,-1,1,1,5,40
232982,16,10,18,8,4,16,15
233019,2,1,-1,2,1,3,40
233037,1,1,-1,1,1,2,40
233082,-3,-3,-3,-3,-3,-3,-3
233091,10,1,-1,2,1,1,-3
233116,2,1,-1,1,1,3,40
233277,18,10,6,11,3,13,21
233286,-3,-3,-3,-3,-3,-3,-3
233295,21,3,-1,10,2,11,31
233301,21,3,1,10,3,8,31
233310,5,1,-1,1,1,2,40
233329,10,0,-1,4,3,1,-3
233338,11,1,-1,3,1,2,40
233356,-3,-3,-3,-3,-3,-3,-3
233374,21,7,8,12,4,14,31
233408,-3,-3,-3,-3,-3,-3,-3
233426,21,6,-1,10,2,11,31
233480,-3,-3,-3,-3,-3,-3,-3
233541,18,10,18,11,5,11,21
233611,21,6,-1,10,2,8,-3
233639,3,1,-1,1,1,3,40
233648,2,1,-1,2,1,3,40
233657,-3,-3,-3,-3,-3,-3,-3
233666,-3,-3,-3,-3,-3,-3,-3
233684,-3,-3,-3,-3,-3,-3,-3
233718,21,3,1,10,3,8,31
233754,4,1,-1,1,1,4,40
233772,4,1,-1,1,1,5,40
233842,24,-2,-2,-2,6,-2,51
233897,21,6,-1,9,2,10,31
233903,2,1,-1,2,1,2,40
233921,15,11,17,12,4,16,15
233949,3,1,-1,1,1,3,40
234030,15,11,14,11,4,15,15
234076,15,8,14,12,5,16,15
234085,21,6,-1,12,2,11,31
234119,-3,-3,-3,-3,-3,-3,-3
234137,24,-2,-2,-2,5,-2,-3
234155,20,10,12,9,3,14,21
234164,22,9,3,9,4,10,31
234173,21,9,-1,11,2,11,31
234191,-3,-3,-3,-3,-3,-3,-3
234207,21,6,3,12,4,11,31
234216,23,2,-1,6,2,6,-3
234225,-3,-3,-3,-3,-3,-3,-3
234359,-3,-3,-3,-3,-3,-3,-3
234377,2,1,-1,1,1,3,40
234401,-3,-3,-3,-3,-3,-3,-3
234492,30,-2,-2,-2,2,-2,40
234650,-3,-3,-3,-3,-3,-3,-3
234669,12,2,-1,5,2,12,40
234696,2,1,-1,2,1,2,40
234711,2,1,-1,3,1,2,40
234739,-3,-3,-3,-3,-3,-3,-3
234784,-3,-3,-3,-3,-3,-3,-3
234827,19,13,4,10,3,13,21
234845,2,1,-1,2,1,3,40
234915,18,17,7,5,6,9,21
234924,-3,-3,-3,-3,-3,-3,-3
234933,6,1,-1,2,1,4,40
234951,5,1,-1,2,1,3,40
234979,3,1,-1,2,1,3,40
235024,30,-2,-2,-2,2,-2,56
235088,-3,-3,-3,-3,-3,-3,-3
235097,18,10,4,9,4,15,21
235103,5,1,-1,2,1,4,40
235149,6,1,-1,2,1,4,40
235158,-3,-3,-3,-3,-3,-3,-3
235167,20,3,8,11,3,12,31
235237,5,1,-1,1,1,3,40
235307,-3,-3,-3,-3,-3,-3,-3
235316,18,10,13,12,4,14,21
235334,2,1,-1,3,1,2,40
235343,5,1,-1,3,1,4,40
235352,-3,-3,-3,-3,-3,-3,-3
235422,19,16,1,6,4,6,21
235431,5,1,-1,2,1,3,40
235495,10,1,-1,4,1,1,-3
235501,-3,-3,-3,-3,-3,-3,-3
235510,28,-2,-2,-2,2,-2,54
235529,28,-2,-2,-2,2,-2,40
235547,26,-2,-2,-2,6,-2,53
235583,-3,-3,-3,-3,-3,-3,-3
235671,7,1,-1,2,1,3,-3
235699,5,1,-1,2,1,3,40
235750,2,1,-1,3,1,3,40
235769,22,15,-1,10,2,8,51
235954,-3,-3,-3,-3,-3,-3,-3
236018,-3,-3,-3,-3,-3,-3,-3
236027,-3,-3,-3,-3,-3,-3,-3
236072,7,1,-1,1,1,3,40
236133,22,13,11,9,4,11,32
236188,12,2,-1,5,2,9,40
236212,-3,-3,-3,-3,-3,-3,-3
236230,19,7,6,10,3,14,21
236258,12,2,-1,6,2,6,40
236328,21,3,11,12,3,11,31
236382,4,1,-1,1,1,3,40
236452,20,13,11,9,4,10,21
236504,12,2,-1,5,2,9,40
236513,7,1,-1,2,1,4,40
236531,-3,-3,-3,-3,-3,-3,-3
236577,18,10,18,11,4,14,21
236595,18,10,12,13,5,13,21
236610,4,1,-1,2,1,3,40
236638,3,1,-1,2,1,3,40
236656,3,1,-1,2,1,3,40
236692,3,1,-1,3,1,4,40
236708,3,1,-1,2,1,4,40
236744,-3,-3,-3,-3,-3,-3,-3
236753,7,1,-1,2,1,3,40
236887,3,1,-1,2,1,3,40
236896,19,13,8,11,4,11,21
236939,15,11,14,11,4,16,15
236948,15,8,14,12,5,15,15
236975,2,1,-1,3,1,3,40
236993,10,1,-1,3,1,1,-3
237011,18,7,4,11,3,16,21
237039,2,1,-1,2,1,3,40
237057,21,3,-1,12,2,11,31
237066,19,7,9,12,3,11,21
237109,2,1,-1,2,1,3,40
237118,22,13,3,10,4,8,32
237127,-3,-3,-3,-3,-3,-3,-3
237136,24,-2,-2,-2,3,-2,51
237145,-3,-3,-3,-3,-3,-3,-3
237172,-3,-3,-3,-3,-3,-3,-3
237181,21,6,-1,9,2,8,31
237215,22,12,-1,9,2,9,32
237242,-3,-3,-3,-3,-3,-3,-3
237303,-3,-3,-3,-3,-3,-3,-3
237312,22,10,2,11,5,11,32
237321,-3,-3,-3,-3,-3,-3,-3
237330,22,13,1,9,3,11,32
237358,22,9,-1,9,2,8,32
237367,20,13,9,9,3,12,32
237385,22,9,-1,9,2,10,32
237437,10,1,-1,4,1,2,40
237473,-3,-3,-3,-3,-3,-3,-3
237491,-3,-3,-3,-3,-3,-3,-3
237507,-3,-3,-3,-3,-3,-3,-3
237525,18,11,18,11,4,16,21
237543,-3,-3,-3,-3,-3,-3,-3
237552,-3,-3,-3,-3,-3,-3,-3
237561,-3,-3,-3,-3,-3,-3,-3
237570,-3,-3,-3,-3,-3,-3,-3
237598,10,1,-1,4,1,1,40
237604,10,1,-1,4,1,2,40
237613,-3,-3,-3,-3,-3,-3,-3
237640,22,15,-1,11,3,8,32
237686,23,2,-1,6,2,12,33
237701,11,2,-1,9,2,10,40
237729,-3,-3,-3,-3,-3,-3,-3
237783,19,13,9,9,5,7,22
237792,20,10,9,11,3,13,32
237817,2,1,-1,2,1,2,40
237844,-3,-3,-3,-3,-3,-3,-3
237880,25,-2,-2,-2,7,-2,52
237899,21,9,3,6,3,10,32
237905,-3,-3,-3,-3,-3,-3,-3
237932,22,12,-1,9,3,10,32
237950,22,12,3,9,3,9,32
237969,22,10,10,10,3,11,31
237978,10,1,-1,4,1,1,40
237987,10,1,-1,3,1,1,40
237996,10,1,-1,4,1,1,40
238005,-3,-3,-3,-3,-3,-3,-3
238014,2,1,-1,2,1,3,40
238032,16,11,14,10,4,16,15
238078,22,13,11,10,4,11,21
238096,-3,-3,-3,-3,-3,-3,-3
238166,-3,-3,-3,-3,-3,-3,-3
238175,-3,-3,-3,-3,-3,-3,-3
238193,20,13,9,6,4,9,32
238263,3,1,-1,1,1,4,40
238324,26,-2,-2,-2,3,-2,53
238333,21,3,-1,12,2,11,31
238397,2,1,-1,2,1,3,40
238430,17,16,12,10,5,12,21
238458,20,13,9,10,3,11,32
238476,21,9,1,10,3,11,22
238573,-3,-3,-3,-3,-3,-3,-3
238616,18,16,8,5,5,13,21
238661,17,10,12,11,4,10,21
238722,3,1,-1,1,1,4,40
238759,3,1,-1,1,1,3,40
238786,-3,-3,-3,-3,-3,-3,-3
238810,-3,-3,-3,-3,-3,-3,-3
238892,28,-2,-2,-2,2,-2,54
238980,18,16,10,5,4,9,32
239008,2,1,-1,1,1,2,40
239017,21,3,-1,12,2,11,31
239071,22,16,3,10,3,8,51
239080,18,16,18,6,4,10,22
239105,17,10,14,12,4,17,15
239132,-3,-3,-3,-3,-3,-3,-3
239169,25,-2,-2,-2,7,-2,52
239220,2,1,-1,2,1,3,40
239248,7,1,-1,1,1,5,40
239309,30,-2,-2,-2,2,-2,56
239318,20,16,8,13,3,10,54
239372,3,1,-1,1,1,3,40
239390,20,13,8,6,5,9,22
239424,24,-2,-2,-2,7,-2,51
239442,1,1,-1,2,1,2,40
239460,2,1,-1,2,1,3,40
239488,3,1,-1,1,1,4,40
239503,22,16,3,9,3,8,-3
239512,21,9,-1,11,3,8,32
239628,21,6,-1,10,2,11,31
239637,24,-2,-2,-2,7,-2,51
239716,21,9,3,10,3,11,32
239743,22,13,10,5,4,6,21
239877,-3,-3,-3,-3,-3,-3,-3
239910,2,1,-1,1,1,2,40
239929,14,2,-1,6,2,6,40
240055,11,1,-1,3,1,5,40
240107,18,13,9,7,5,10,22
240116,2,1,-1,2,1,3,40
240125,5,1,-1,1,1,3,40
240170,2,1,-1,2,1,3,40
240189,18,13,7,11,3,13,21
240198,2,1,-1,2,1,3,40
240213,26,-2,-2,-2,7,-2,59
240240,-3,-3,-3,-3,-3,-3,-3
240268,19,10,4,13,3,16,21
240277,20,7,7,11,3,13,22
240329,18,10,6,12,3,13,21
240338,21,6,-1,10,2,8,32
240365,18,10,4,10,3,16,21
240374,21,10,7,8,3,12,22
240392,23,2,2,5,3,9,54
240417,18,16,8,11,3,13,21
240426,20,7,6,11,3,9,21
240435,-3,-3,-3,-3,-3,-3,-3
240444,15,8,14,12,5,16,15
240453,16,11,15,11,4,15,15
240462,18,13,6,10,3,13,21
240471,19,10,9,11,3,13,21
240480,19,10,6,11,3,13,21
240505,2,1,-1,2,1,3,40
240514,2,1,-1,2,1,2,40
240596,1,1,-1,2,1,2,40
240620,2,1,-1,2,1,3,40
240657,1,1,-1,3,1,2,40
240666,2,1,-1,1,1,3,40
240693,2,1,-1,1,1,3,40
240709,-3,-3,-3,-3,-3,-3,-3
240718,10,1,-1,4,1,2,40
240727,16,14,18,11,4,15,15
240736,4,1,-1,2,1,2,40
240745,1,1,-1,1,1,2,40
240754,20,13,6,6,3,9,21
240790,23,2,-1,9,2,6,40
240879,-3,-3,-3,-3,-3,-3,-3
240985,-3,-3,-3,-3,-3,-3,-3
241100,22,16,9,9,3,9,55
241128,22,15,1,9,3,9,-3
241146,-3,-3,-3,-3,-3,-3,-3
241182,-3,-3,-3,-3,-3,-3,-3
241191,22,15,1,10,3,7,32
241216,22,15,3,6,3,9,33
241225,19,16,6,7,4,9,21
241304,20,2,2,5,3,6,33
241331,26,-2,-2,-2,6,-2,59
241377,19,16,6,9,3,9,32
241386,20,16,9,6,4,6,-3
241395,20,13,8,9,5,6,32
241410,17,13,18,9,5,12,21
241517,9,1,-1,4,1,2,-3
241614,24,-2,-2,-2,2,-2,51
241720,23,2,-1,6,2,9,40
241739,18,16,10,9,4,15,21
241766,30,-2,-2,-2,3,-2,56
241793,32,-2,-2,-2,7,-2,59
241836,22,15,-1,5,2,6,-3
241906,-3,-3,-3,-3,-3,-3,-3
241951,30,-2,-2,-2,2,-2,56
242042,1,1,-1,3,1,2,-3
242060,-3,-3,-3,-3,-3,-3,-3
242112,10,1,-1,3,1,2,40
242121,9,1,-1,3,1,2,40
242130,10,1,-1,4,1,1,-3
242149,10,1,-1,3,1,1,-3
242316,-3,-3,-3,-3,-3,-3,-3
242413,-3,-3,-3,-3,-3,-3,-3
242422,-3,-3,-3,-3,-3,-3,-3
242556,1,1,-1,3,1,2,-3
242565,1,1,-1,3,1,2,-3
242583,4,1,-1,3,1,2,-3
242617,19,13,18,9,4,12,21
242626,20,16,9,9,3,12,32
242635,20,16,9,12,3,12,32
242644,22,16,1,9,3,9,32
242653,17,14,18,8,5,12,21
242662,22,16,11,10,3,12,32
242671,-3,-3,-3,-3,-3,-3,-3
242680,22,16,5,11,3,9,32
242699,22,16,1,12,3,9,32
242705,22,16,2,12,3,12,55
242723,31,-2,-2,-2,6,-2,57
242750,-3,-3,-3,-3,-3,-3,-3
242820,-3,-3,-3,-3,-3,-3,-3
242884,-3,-3,-3,-3,-3,-3,-3
242945,-3,-3,-3,-3,-3,-3,-3
242954,-3,-3,-3,-3,-3,-3,-3
242972,23,2,-1,6,2,9,40
242981,23,2,-1,6,2,9,-3
243072,10,1,-1,3,1,3,-3
243081,13,-1,13,-1,7,18,52
243106,22,15,-1,10,2,9,32
243115,22,12,-1,9,2,12,32
243133,22,15,-1,9,2,12,32
243142,22,15,-1,7,2,12,33
243151,22,9,-1,12,2,12,31
243160,-3,-3,-3,-3,-3,-3,-3
243179,22,12,-1,9,2,12,32
243188,22,15,-1,9,2,9,40
243197,17,13,17,12,3,15,21
243203,25,-2,-2,-2,6,-2,52
243212,22,12,-1,10,2,12,32
243221,16,11,15,12,4,15,16
243346,18,16,11,6,3,15,33
243407,-3,-3,-3,-3,-3,-3,-3
243416,-3,-3,-3,-3,-3,-3,-3
243443,19,13,6,9,3,12,22
243498,24,-2,-2,-2,7,-2,51
243568,25,-2,-2,-2,6,-2,52
243577,27,-2,-2,-2,4,-2,54
243586,22,13,6,9,3,9,32
243601,17,16,18,6,4,15,21
243638,2,1,-1,2,1,3,40
243647,1,1,-1,3,1,1,40
243665,22,10,6,6,3,9,22
243744,15,5,14,12,6,17,15
243780,15,14,14,12,4,16,15
243799,-3,-3,-3,-3,-3,-3,-3
243823,26,-2,-2,-2,6,-2,53
243832,22,15,5,5,3,6,33
243841,10,1,-1,4,1,2,40
244011,23,2,-1,9,2,6,54
244154,28,-2,-2,-2,2,-2,54
244190,31,-2,-2,-2,6,-2,-3
244233,23,2,-1,6,2,6,40
244279,-3,-3,-3,-3,-3,-3,-3
244437,5,1,-1,2,1,5,40
244446,5,1,-1,2,1,3,40
244491,-3,-3,-3,-3,-3,-3,-3
244561,-3,-3,-3,-3,-3,-3,-3
244613,-3,-3,-3,-3,-3,-3,-3
245032,10,1,-1,3,1,1,40
245069,-3,-3,-3,-3,-3,-3,-3
245281,-3,-3,-3,-3,-3,-3,-3
245290,-3,-3,-3,-3,-3,-3,-3
245342,14,2,-1,9,2,9,40
245421,-3,-3,-3,-3,-3,-3,-3
245430,-3,-3,-3,-3,-3,-3,-3
245625,4,1,-1,2,1,2,40
245652,21,5,5,12,4,8,31
245731,24,-2,-2,-2,5,-2,51
245777,24,-2,-2,-2,4,-2,51
245838,18,3,8,5,6,6,21
245847,20,3,8,5,6,6,-3
245865,18,-1,18,-1,6,18,16
245883,19,3,13,5,6,6,21
245892,19,11,6,5,6,6,21
245953,22,13,2,6,4,9,51
245962,10,1,-1,4,1,1,-3
245980,-3,-3,-3,-3,-3,-3,-3
245999,-3,-3,-3,-3,-3,-3,-3
246008,10,0,-1,4,3,1,-3
246017,-3,-3,-3,-3,-3,-3,-3
246035,10,1,-1,4,1,2,-3
246071,-3,-3,-3,-3,-3,-3,-3
246202,10,1,-1,4,1,2,-3
246266,-3,-3,-3,-3,-3,-3,-3
246345,24,-2,-2,-2,7,-2,51
246354,7,1,-1,1,1,3,40
246406,-3,-3,-3,-3,-3,-3,-3
246415,-3,-3,-3,-3,-3,-3,-3
246460,-3,-3,-3,-3,-3,-3,-3
246594,-3,-3,-3,-3,-3,-3,-3
246789,24,-2,-2,-2,7,-2,51
246813,2,1,-1,2,1,3,40
246895,-3,-3,-3,-3,-3,-3,-3
246974,10,1,-1,4,1,2,40
247010,-3,-3,-3,-3,-3,-3,-3
247047,-3,-3,-3,-3,-3,-3,-3
247065,14,2,-1,6,2,6,40
247083,-3,-3,-3,-3,-3,-3,-3
247153,-3,-3,-3,-3,-3,-3,-3
247162,24,-2,-2,-2,6,-2,-3
247409,-3,-3,-3,-3,-3,-3,-3
247603,4,1,-1,2,1,3,40
247649,9,1,-1,4,1,1,40
247700,23,2,-1,5,2,6,-3
247737,-3,-3,-3,-3,-3,-3,-3
247773,24,-2,-2,-2,4,-2,51
247825,24,-2,-2,-2,6,-2,51
247834,5,1,-1,1,1,5,40
247940,2,1,-1,1,1,3,40
248165,-3,-3,-3,-3,-3,-3,-3
248192,-3,-3,-3,-3,-3,-3,-3
248305,-3,-3,-3,-3,-3,-3,-3
248314,-3,-3,-3,-3,-3,-3,-3
248527,-3,-3,-3,-3,-3,-3,-3
248606,-3,-3,-3,-3,-3,-3,-3
248624,-3,-3,-3,-3,-3,-3,-3
248633,-3,-3,-3,-3,-3,-3,-3
248660,-3,-3,-3,-3,-3,-3,-3
248703,-3,-3,-3,-3,-3,-3,-3
248776,2,1,-1,1,1,2,-3
248846,10,1,-1,4,1,1,-3
248882,29,-2,-2,-2,2,-2,-3
248925,-3,-3,-3,-3,-3,-3,-3
248934,14,2,-1,9,2,15,40
249061,-3,-3,-3,-3,-3,-3,-3
249140,-3,-3,-3,-3,-3,-3,-3
249238,-3,-3,-3,-3,-3,-3,-3
249566,-3,-3,-3,-3,-3,-3,-3
249609,10,1,-1,4,1,2,40
250027,10,1,-1,4,1,1,40
250072,-3,-3,-3,-3,-3,-3,-3
250285,-3,-3,-3,-3,-3,-3,-3
250407,-3,-3,-3,-3,-3,-3,-3
250498,-3,-3,-3,-3,-3,-3,-3
250601,-3,-3,-3,-3,-3,-3,-3
250744,-3,-3,-3,-3,-3,-3,-3
250902,-3,-3,-3,-3,-3,-3,-3
250993,-3,-3,-3,-3,-3,-3,-3
251075,10,1,-1,4,1,2,40
251251,28,-2,-2,-2,2,-2,54
251260,2,1,-1,3,1,3,40
251312,20,16,11,8,4,6,40
260293,19,2,10,5,3,12,22
260336,-3,-3,-3,-3,-3,-3,-3
260354,10,1,-1,4,1,1,40
260363,-3,-3,-3,-3,-3,-3,-3
260372,33,1,-1,3,1,1,60
260381,-3,-3,-3,-3,-3,-3,-3
260664,-3,-3,-3,-3,-3,-3,-3
260691,10,1,-1,4,1,2,-3
260789,23,2,-1,9,2,6,40
260813,22,15,-1,9,2,6,40
260901,18,16,11,5,3,15,40
260910,23,2,-1,5,2,6,-3
260929,-3,-3,-3,-3,-3,-3,-3
260947,24,-2,-2,-2,2,-2,51
260956,28,-2,-2,-2,6,-2,54
260965,-3,-3,-3,-3,-3,-3,-3
260974,28,-2,-2,-2,2,-2,54
260992,10,1,-1,1,1,2,-3
261375,-3,-3,-3,-3,-3,-3,-3
261384,-3,-3,-3,-3,-3,-3,-3
261393,-3,-3,-3,-3,-3,-3,-3
261436,-3,-3,-3,-3,-3,-3,-3
261472,10,1,-1,3,1,2,40
261676,-3,-3,-3,-3,-3,-3,-3
261685,-3,-3,-3,-3,-3,-3,-3
261719,-3,-3,-3,-3,-3,-3,-3
261773,-3,-3,-3,-3,-3,-3,-3
261861,10,1,-1,4,1,1,-3
261931,23,2,-1,9,2,6,40
262022,24,-2,-2,-2,7,-2,-3
262031,4,1,-1,2,1,4,40
262086,18,7,6,5,6,12,-3
262129,21,3,-1,12,2,8,31
262165,-3,-3,-3,-3,-3,-3,-3
262235,-3,-3,-3,-3,-3,-3,-3
262299,-3,-3,-3,-3,-3,-3,-3
262332,32,-2,-2,-2,2,-2,40
262341,-3,-3,-3,-3,-3,-3,-3
262369,-3,-3,-3,-3,-3,-3,-3
262402,-3,-3,-3,-3,-3,-3,-3
262457,10,1,-1,4,1,2,-3
262466,-3,-3,-3,-3,-3,-3,-3
262509,10,1,-1,4,1,2,-3
262660,-3,-3,-3,-3,-3,-3,-3
362700,-3,-3,-3,-3,-3,-3,-3
362782,-3,-3,-3,-3,-3,-3,-3
363013,-3,-3,-3,-3,-3,-3,-3
363077,-3,-3,-3,-3,-3,-3,-3
363147,-3,-3,-3,-3,-3,-3,-3
363165,-3,-3,-3,-3,-3,-3,-3
363387,10,1,-1,3,1,2,40
363439,10,1,-1,3,1,1,40
363590,10,0,-1,4,3,2,-3
363633,2,1,-1,1,1,2,40
363679,-3,-3,-3,-3,-3,-3,-3
363712,24,-2,-2,-2,3,-2,51
363721,31,-2,-2,-2,7,-2,-3
363882,-3,-3,-3,-3,-3,-3,-3
363907,20,16,9,6,4,9,-3
363916,20,2,9,9,4,6,-3
363934,22,15,3,12,3,10,54
364016,7,1,-1,1,1,4,40
364025,7,1,-1,1,1,4,40
364122,-3,-3,-3,-3,-3,-3,-3
364168,10,1,-1,4,1,1,-3
364326,-3,-3,-3,-3,-3,-3,-3
364335,-3,-3,-3,-3,-3,-3,-3
364548,-3,-3,-3,-3,-3,-3,-3
364575,-3,-3,-3,-3,-3,-3,-3
364584,-3,-3,-3,-3,-3,-3,-3
364593,-3,-3,-3,-3,-3,-3,-3
364618,-3,-3,-3,-3,-3,-3,-3
364627,-3,-3,-3,-3,-3,-3,-3
364636,-3,-3,-3,-3,-3,-3,-3
364751,-3,-3,-3,-3,-3,-3,-3
364760,-3,-3,-3,-3,-3,-3,-3
364812,-3,-3,-3,-3,-3,-3,-3
364946,-3,-3,-3,-3,-3,-3,-3
364955,10,0,-1,4,3,2,-3
364964,-3,-3,-3,-3,-3,-3,-3
364973,10,1,-1,4,1,2,40
365055,10,1,-1,3,1,2,40
365073,-3,-3,-3,-3,-3,-3,-3
365091,-3,-3,-3,-3,-3,-3,-3
365125,-3,-3,-3,-3,-3,-3,-3
365198,-3,-3,-3,-3,-3,-3,-3
365204,10,1,-1,4,1,2,-3
365213,-3,-3,-3,-3,-3,-3,-3
365240,-3,-3,-3,-3,-3,-3,-3
365374,-3,-3,-3,-3,-3,-3,-3
365383,-3,-3,-3,-3,-3,-3,-3
365426,17,-1,17,-1,6,18,16
365453,-3,-3,-3,-3,-3,-3,-3
365480,-3,-3,-3,-3,-3,-3,-3
365505,-3,-3,-3,-3,-3,-3,-3
365569,-3,-3,-3,-3,-3,-3,-3
365693,-3,-3,-3,-3,-3,-3,-3
365763,-3,-3,-3,-3,-3,-3,-3
365824,-3,-3,-3,-3,-3,-3,-3
365833,-3,-3,-3,-3,-3,-3,-3
366003,24,-2,-2,-2,4,-2,-3
