UNITID,carnegie_basic,carnegie_ug_program,carnegie_grad_program,carnegie_ug_profile,carnegie_enroll_profile,carnegie_size_setting,carnegie_classification2000
192563,18,17,9,5,6,6,-3
192624,24,-2,-2,-2,2,-2,51
192688,10,1,-1,4,1,2,-3
192703,19,13,11,10,3,14,21
192712,30,-2,-2,-2,6,-2,56
192749,18,7,6,12,5,11,21
192785,9,1,-1,1,1,1,40
192800,-3,-3,-3,-3,-3,-3,-3
192819,18,13,8,12,3,14,21
192828,-3,-3,-3,-3,-3,-3,-3
192864,21,3,-1,11,2,10,31
192925,18,13,6,9,5,9,32
192961,9,1,-1,1,1,1,-3
192970,-3,-3,-3,-3,-3,-3,-3
193016,18,10,13,8,5,12,21
193052,24,-2,-2,-2,5,-2,51
193061,24,-2,-2,-2,4,-2,51
193070,24,-2,-2,-2,5,-2,51
193122,-3,-3,-3,-3,-3,-3,-3
193186,-3,-3,-3,-3,-3,-3,-3
193201,10,1,-1,4,1,2,40
193247,24,-2,-2,-2,4,-2,51
193265,-3,-3,-3,-3,-3,-3,-3
193283,3,1,-1,3,1,4,40
193292,18,13,9,8,4,9,22
193308,20,2,2,11,3,12,40
193326,7,1,-1,3,1,5,40
193353,18,10,9,11,4,10,21
193380,9,1,-1,1,1,1,40
193399,20,10,9,10,3,10,22
193405,25,-2,-2,-2,7,-2,-3
193478,4,1,-1,3,1,5,40
193584,18,10,6,13,4,11,21
193609,-3,-3,-3,-3,-3,-3,-3
193645,18,4,6,10,4,13,21
193654,17,8,16,10,5,13,16
193672,-3,-3,-3,-3,-3,-3,-3
193751,26,-2,-2,-2,7,-2,53
193760,-3,-3,-3,-3,-3,-3,-3
193821,31,-2,-2,-2,6,-2,57
193830,25,-2,-2,-2,7,-2,52
193858,-3,-3,-3,-3,-3,-3,-3
193894,-3,-3,-3,-3,-3,-3,-3
193900,15,8,14,12,5,17,15
193946,4,1,-1,3,1,4,40
193973,18,13,6,11,4,14,21
193991,-3,-3,-3,-3,-3,-3,-3
194028,1,1,-1,2,1,2,40
194073,26,-2,-2,-2,6,-2,53
194091,18,13,7,11,5,12,21
194116,30,-2,-2,-2,3,-2,56
194161,18,13,11,9,5,11,22
194189,24,-2,-2,-2,3,-2,51
194222,7,1,-1,2,1,4,40
194240,3,1,-1,2,1,3,40
194259,-3,-3,-3,-3,-3,-3,-3
194310,17,13,18,11,5,13,16
194392,22,15,-1,9,2,8,40
194435,-3,-3,-3,-3,-3,-3,-3
194499,23,2,-1,9,2,6,40
194541,16,14,17,12,6,13,16
194569,24,-2,-2,-2,2,-2,51
194578,30,14,8,12,5,13,56
194611,9,1,-1,4,1,2,-3
194657,24,-2,-2,-2,5,-2,51
194666,24,-2,-2,-2,4,-2,51
194675,24,-2,-2,-2,4,-2,51
194693,24,-2,-2,-2,3,-2,51
194718,24,-2,-2,-2,3,-2,51
194736,24,-2,-2,-2,3,-2,51
194763,24,-2,-2,-2,6,-2,51
194824,15,14,15,12,4,14,15
194879,-3,-3,-3,-3,-3,-3,-3
194958,18,13,9,11,4,11,21
194967,10,1,-1,3,1,2,40
195003,18,14,17,13,4,17,21
195030,15,5,14,12,5,14,15
195049,15,-1,13,-1,7,18,16
195058,4,1,-1,3,1,4,40
195067,-3,-3,-3,-3,-3,-3,-3
195128,18,10,6,0,5,10,32
195155,24,-2,-2,-2,6,-2,51
195164,18,13,7,10,4,11,21
195173,22,10,2,9,3,9,32
195191,9,1,-1,2,1,1,40
195216,21,3,9,12,3,11,31
195234,18,13,4,11,5,13,21
195243,20,10,9,9,3,10,22
195289,9,1,-1,1,1,1,40
195304,21,3,5,9,4,11,31
195322,6,1,-1,2,1,3,40
195438,24,-2,-2,-2,3,-2,51
195474,21,9,-1,12,3,14,31
195492,10,1,-1,3,1,1,40
195526,21,4,3,12,3,11,31
195544,19,13,10,6,3,9,32
195580,24,-2,-2,-2,7,-2,51
195623,-3,-3,-3,-3,-3,-3,-3
195687,9,1,-1,3,1,1,40
195702,-3,-3,-3,-3,-3,-3,-3
195720,17,13,13,11,4,13,22
195784,10,1,-1,2,1,1,40
195793,-3,-3,-3,-3,-3,-3,-3
195809,17,10,18,10,4,16,16
195827,-3,-3,-3,-3,-3,-3,-3
195845,10,1,-1,2,1,2,40
195933,-3,-3,-3,-3,-3,-3,-3
195988,1,1,-1,3,1,2,40
196006,23,2,-1,10,2,14,40
196015,23,2,-1,9,2,10,40
196024,23,2,-1,9,2,11,40
196033,23,2,-1,11,2,11,33
196042,22,12,-1,8,2,12,33
196051,23,2,-1,10,2,14,40
196060,15,8,15,11,4,17,15
196079,16,8,15,13,4,17,15
196088,15,11,14,13,5,16,15
196097,15,8,14,13,5,17,15
196103,17,7,17,13,4,10,16
196112,19,13,8,8,4,9,21
196121,18,10,4,11,4,13,21
196130,18,13,4,11,4,16,21
196149,18,13,6,11,3,13,21
196158,19,10,6,11,3,14,21
196167,20,7,9,13,3,14,21
196176,18,10,4,13,4,13,21
196185,20,10,6,13,3,14,21
196194,18,13,4,13,3,14,21
196200,18,10,6,11,4,13,21
196219,21,4,3,11,3,14,22
196228,26,-2,-2,-2,7,-2,53
196237,21,10,2,11,3,13,32
196246,18,13,6,11,3,13,21
196255,25,-2,-2,-2,6,-2,52
196264,19,13,5,5,3,12,21
196291,22,16,2,11,3,11,59
196307,25,-2,-2,-2,6,-2,52
196389,26,-2,-2,-2,3,-2,-3
196413,16,11,15,12,5,17,15
196431,24,-2,-2,-2,2,-2,51
196440,24,-2,-2,-2,4,-2,51
196468,16,-1,18,-1,7,18,15
196477,10,1,-1,4,1,3,40
196565,2,1,-1,3,1,3,40
196583,24,-2,-2,-2,3,-2,51
196592,18,10,4,8,5,15,21
196653,9,1,-1,2,1,2,40
196680,19,2,5,5,3,15,31
196699,2,1,-1,2,1,3,40
196857,-3,-3,-3,-3,-3,-3,-3
196866,21,3,-1,12,2,11,31
196884,24,-2,-2,-2,7,-2,51
197018,24,-2,-2,-2,3,-2,51
197027,22,16,3,12,3,8,59
197036,21,6,-1,12,2,14,59
197045,19,13,7,9,4,10,32
197081,10,1,-1,3,1,1,40
197133,21,3,-1,12,3,11,31
197142,13,1,-1,3,1,1,40
197151,30,-2,-2,-2,4,-2,56
197197,19,10,7,12,4,11,21
197221,27,-2,-2,-2,2,-2,54
197230,21,3,-1,10,2,8,31
197285,14,1,-1,3,1,2,40
197294,4,1,-1,2,1,4,40
197337,-3,-3,-3,-3,-3,-3,-3
197522,10,1,-1,4,1,2,40
197531,-3,-3,-3,-3,-3,-3,-3
197601,24,-2,-2,-2,2,-2,51
197610,24,-2,-2,-2,4,-2,51
197647,24,-2,-2,-2,5,-2,51
197674,24,-2,-2,-2,3,-2,51
197692,24,-2,-2,-2,4,-2,51
197708,15,7,17,12,6,14,15
197735,24,-2,-2,-2,5,-2,51
197744,24,-2,-2,-2,4,-2,51
197814,2,1,-1,1,1,2,40
197832,30,-2,-2,-2,2,-2,-3
197850,2,1,-1,1,1,2,40
197869,18,13,12,13,3,16,21
197887,3,1,-1,1,1,3,40
197911,22,15,-1,6,2,7,32
197966,1,1,-1,2,1,2,40
197984,22,12,-1,11,2,10,32
197993,21,6,-1,9,2,8,31
198011,1,1,-1,2,1,2,40
198039,2,1,-1,1,1,2,40
198066,21,9,-1,9,2,8,33
198075,-3,-3,-3,-3,-3,-3,-3
198084,1,1,-1,2,1,2,40
198109,26,-2,-2,-2,2,-2,40
198118,2,1,-1,2,1,3,40
198136,18,13,8,7,5,13,21
198154,3,1,-1,2,1,4,40
198190,-3,-3,-3,-3,-3,-3,-3
198206,1,1,-1,2,1,2,40
198215,22,13,1,11,3,11,32
198233,2,1,-1,1,1,3,40
198242,14,1,-1,3,1,1,40
198251,2,1,-1,1,1,3,40
198260,7,1,-1,1,1,5,40
198303,22,9,-1,9,2,11,32
198321,2,1,-1,1,1,3,40
198330,2,1,-1,1,1,3,40
198367,2,1,-1,1,1,3,40
198376,4,1,-1,2,1,3,40
198385,21,3,-1,12,2,11,31
198419,15,8,14,12,6,17,15
198455,6,1,-1,1,1,3,40
198464,17,14,18,11,4,15,16
198491,2,1,-1,2,1,3,40
198507,22,10,6,9,3,11,32
198516,20,10,11,12,4,14,21
198525,-3,-3,-3,-3,-3,-3,-3
198534,3,1,-1,1,1,4,40
198543,19,10,12,6,3,13,21
198552,6,1,-1,2,1,4,40
198561,18,10,12,11,4,11,21
198570,4,1,-1,2,1,3,40
198598,22,10,5,6,3,10,31
198613,21,6,-1,10,2,11,31
198622,5,1,-1,2,1,4,40
198640,1,1,-1,3,1,2,40
198668,2,1,-1,1,1,2,40
198677,24,-2,-2,-2,2,-2,51
198695,22,13,7,10,3,14,32
198710,2,1,-1,2,1,2,40
198729,1,1,-1,2,1,2,40
198747,24,-2,-2,-2,2,-2,51
198756,21,9,-1,9,2,11,32
198774,4,1,-1,2,1,3,40
198808,22,12,-1,11,2,8,31
198817,2,1,-1,2,1,3,40
198835,22,13,11,10,3,11,32
198844,-3,-3,-3,-3,-3,-3,-3
198862,22,9,-1,9,2,11,32
198871,9,1,-1,4,1,2,40
198899,22,12,-1,9,2,11,32
198905,1,1,-1,1,1,1,40
198914,1,1,-1,1,1,2,40
198923,1,1,-1,2,1,2,40
198941,-3,-3,-3,-3,-3,-3,-3
198950,22,10,7,10,3,11,21
198969,22,13,11,10,3,10,32
198978,26,-2,-2,-2,2,-2,40
198987,2,1,-1,2,1,3,40
198996,-3,-3,-3,-3,-3,-3,-3
199005,-3,-3,-3,-3,-3,-3,-3
199014,-3,-3,-3,-3,-3,-3,-3
199023,1,1,-1,1,1,2,40
199032,20,16,10,10,4,10,55
199069,22,15,-1,11,2,9,32
199078,-3,-3,-3,-3,-3,-3,-3
199087,2,1,-1,2,1,2,40
199102,17,13,18,9,4,13,21
199111,21,4,3,13,3,13,31
199120,15,8,14,12,5,16,15
199139,17,11,18,11,4,16,21
199148,16,11,15,11,4,16,16
199157,18,13,4,9,4,13,21
199175,-3,-3,-3,-3,-3,-3,-3
199184,30,-2,-2,-2,4,-2,56
199193,15,11,17,12,4,16,15
199209,22,12,-1,10,2,10,32
199218,18,10,13,13,3,16,21
199263,1,1,-1,2,1,1,40
199272,21,6,-1,9,2,6,33
199281,19,10,9,9,3,13,21
199306,18,13,10,9,5,10,22
199315,24,-2,-2,-2,4,-2,51
199324,2,1,-1,2,1,2,40
199333,3,1,-1,2,1,4,40
199412,19,10,7,8,4,10,22
199421,4,1,-1,2,1,2,40
199449,1,1,-1,2,1,2,40
199458,22,15,-1,11,2,8,51
199467,1,1,-1,1,1,2,40
199476,2,1,-1,2,1,2,40
199485,2,1,-1,2,1,2,40
199494,5,1,-1,1,1,3,40
199582,22,12,-1,9,2,11,31
199607,21,3,1,11,4,8,31
199625,1,1,-1,1,1,2,40
199634,2,1,-1,2,1,3,40
199643,22,9,11,9,3,10,32
199670,-3,-3,-3,-3,-3,-3,-3
199689,-3,-3,-3,-3,-3,-3,-3
199698,22,12,-1,11,2,8,31
199713,-3,-3,-3,-3,-3,-3,-3
199722,2,1,-1,1,1,2,40
199731,2,1,-1,1,1,2,40
199740,2,1,-1,1,1,2,40
199759,-3,-3,-3,-3,-3,-3,-3
199768,2,1,-1,2,1,3,40
199786,5,1,-1,1,1,3,40
199795,1,1,-1,1,1,2,40
199838,2,1,-1,1,1,3,40
199847,16,7,17,12,5,14,16
199856,7,1,-1,1,1,4,40
199865,21,4,3,12,3,11,22
199883,-3,-3,-3,-3,-3,-3,-3
199892,2,1,-1,2,1,3,40
199908,2,1,-1,2,1,3,40
199926,2,1,-1,2,1,2,40
199953,2,1,-1,2,1,2,40
199962,20,10,9,10,5,11,32
199971,24,-2,-2,-2,2,-2,-3
199980,-3,-3,-3,-3,-3,-3,-3
199999,19,13,8,9,3,13,32
200004,18,13,12,11,4,13,21
200013,23,2,-1,5,2,9,40
200022,12,2,-1,6,2,12,40
200059,22,12,-1,8,2,10,32
200086,33,1,-1,2,1,1,60
200110,-3,-3,-3,-3,-3,-3,-3
200129,-3,-3,-3,-3,-3,-3,-3
200156,22,12,-1,11,2,8,32
200165,-3,-3,-3,-3,-3,-3,-3
200192,2,1,-1,1,1,2,40
200208,33,1,-1,2,1,1,60
200217,18,13,10,8,5,10,21
200226,22,15,-1,9,2,6,32
200244,26,-2,-2,-2,2,-2,53
200253,19,16,10,8,3,10,21
200262,-3,-3,-3,-3,-3,-3,-3
200280,16,14,14,11,4,16,16
200305,2,1,-1,2,1,2,40
200314,11,1,-1,2,1,1,40
200332,15,13,15,11,3,16,16
200341,1,1,-1,2,1,2,40
200387,-3,-3,-3,-3,-3,-3,-3
200466,33,2,-1,9,2,6,60
200484,24,-2,-2,-2,2,-2,51
200527,33,2,-1,9,2,6,60
200554,33,1,-1,4,1,1,60
200572,22,16,1,6,3,7,32
200590,10,1,-1,3,1,1,40
200624,10,1,-1,4,1,1,40
200633,10,1,-1,3,1,1,40
200697,17,-1,17,-1,6,18,59
200785,10,1,-1,3,1,2,-3
200800,16,14,15,10,4,15,16
200828,-3,-3,-3,-3,-3,-3,-3
200846,11,1,-1,2,1,2,40
200873,24,-2,-2,-2,2,-2,-3
201016,10,1,-1,2,1,1,40
201034,-3,-3,-3,-3,-3,-3,-3
201061,30,-2,-2,-2,3,-2,56
201098,-3,-3,-3,-3,-3,-3,-3
201104,17,13,18,10,5,14,21
201131,-3,-3,-3,-3,-3,-3,-3
201140,24,-2,-2,-2,6,-2,51
201159,-3,-3,-3,-3,-3,-3,-3
201177,9,1,-1,1,1,1,-3
201195,18,10,10,10,4,14,21
201283,2,1,-1,3,1,2,40
201371,22,13,10,10,4,11,32
201399,10,1,-1,4,1,2,40
201432,1,1,-1,2,1,2,40
201441,16,13,15,10,4,16,16
201469,14,2,-1,5,2,6,40
201478,-3,-3,-3,-3,-3,-3,-3
201496,-3,-3,-3,-3,-3,-3,-3
201539,-3,-3,-3,-3,-3,-3,-3
201548,19,13,11,10,4,13,22
201584,-3,-3,-3,-3,-3,-3,-3
201609,-3,-3,-3,-3,-3,-3,-3
201618,-3,-3,-3,-3,-3,-3,-3
201627,-3,-3,-3,-3,-3,-3,-3
201645,15,11,14,12,6,14,15
201654,22,12,1,12,3,11,32
201672,4,1,-1,2,1,3,40
201681,-3,-3,-3,-3,-3,-3,-3
201690,22,13,1,9,3,11,32
201751,9,1,-1,3,1,1,40
201803,-3,-3,-3,-3,-3,-3,-3
201821,9,1,-1,2,1,1,-3
201858,24,-2,-2,-2,4,-2,51
201867,32,-2,-2,-2,2,-2,59
201885,15,14,14,12,5,15,15
201928,6,1,-1,1,1,4,40
201946,11,1,-1,3,1,3,40
201955,11,2,-1,5,3,12,40
201964,22,15,-1,6,3,7,51
201973,6,1,-1,2,1,3,40
201982,-3,-3,-3,-3,-3,-3,-3
202046,30,-2,-2,-2,2,-2,56
202055,-3,-3,-3,-3,-3,-3,-3
202073,30,-2,-2,-2,5,-2,56
202134,16,11,17,6,5,15,16
202152,-3,-3,-3,-3,-3,-3,-3
202161,10,1,-1,4,1,2,40
202170,30,-2,-2,-2,2,-2,56
202222,6,1,-1,2,1,5,40
202356,7,1,-1,2,1,5,40
202435,10,1,-1,1,1,1,40
202453,-3,-3,-3,-3,-3,-3,-3
202480,16,13,17,12,5,14,16
202514,22,15,10,10,3,8,32
202523,21,3,-1,12,2,11,31
202639,-3,-3,-3,-3,-3,-3,-3
202648,4,1,-1,2,1,3,40
202657,-3,-3,-3,-3,-3,-3,-3
202684,23,2,-1,5,2,6,54
202736,-3,-3,-3,-3,-3,-3,-3
202763,18,13,7,10,4,13,21
202806,29,-2,-2,-2,4,-2,55
202888,-3,-3,-3,-3,-3,-3,-3
202903,24,-2,-2,-2,2,-2,51
202912,9,1,-1,1,1,1,-3
202949,-3,-3,-3,-3,-3,-3,-3
202985,-3,-3,-3,-3,-3,-3,-3
203030,-3,-3,-3,-3,-3,-3,-3
203067,24,-2,-2,-2,7,-2,51
203085,20,10,9,10,3,11,21
203128,21,6,3,10,3,11,31
203146,-3,-3,-3,-3,-3,-3,-3
203155,3,1,-1,3,1,3,40
203225,-3,-3,-3,-3,-3,-3,-3
203234,-3,-3,-3,-3,-3,-3,-3
203289,10,1,-1,4,1,1,40
203313,10,1,-1,3,1,1,40
203331,2,1,-1,2,1,2,40
203368,18,7,4,10,4,13,21
203386,10,1,-1,3,1,2,40
203438,-3,-3,-3,-3,-3,-3,-3
203447,12,1,-1,2,1,2,40
203456,11,1,-1,2,1,2,40
203465,12,1,-1,3,1,3,40
203474,12,1,-1,3,1,2,40
203483,11,1,-1,2,1,2,40
203492,23,2,-1,6,3,9,40
203517,16,14,15,11,4,16,15
203526,12,1,-1,2,1,2,40
203535,21,3,-1,12,2,11,31
203544,26,-2,-2,-2,4,-2,53
203580,20,13,10,9,4,7,22
203599,4,1,-1,2,1,4,40
203614,-3,-3,-3,-3,-3,-3,-3
203678,2,1,-1,2,1,3,40
203720,10,1,-1,3,1,1,40
203739,10,1,-1,3,1,1,40
203748,6,1,-1,2,1,4,40
203757,20,13,10,5,4,9,32
203775,19,16,11,10,3,11,21
203845,22,13,6,10,3,11,32
203881,2,1,-1,2,1,2,40
203942,-3,-3,-3,-3,-3,-3,-3
203960,26,-2,-2,-2,2,-2,40
203997,24,-2,-2,-2,7,-2,51
204006,12,0,-1,6,3,9,40
204015,12,0,-1,6,3,9,40
204024,16,10,15,12,3,17,16
204060,10,1,-1,4,1,2,40
204121,-3,-3,-3,-3,-3,-3,-3
204158,-3,-3,-3,-3,-3,-3,-3
204176,26,-2,-2,-2,3,-2,53
204185,22,12,-1,10,3,11,32
204194,19,13,7,10,4,11,32
204200,19,13,6,8,4,9,22
204255,2,1,-1,3,1,3,40
204264,19,10,1,10,4,11,31
204307,10,1,-1,4,1,2,-3
204316,10,1,-1,4,1,2,40
204334,-3,-3,-3,-3,-3,-3,-3
204422,2,1,-1,1,1,3,40
204431,-3,-3,-3,-3,-3,-3,-3
204440,2,1,-1,1,1,2,40
204459,-3,-3,-3,-3,-3,-3,-3
204468,22,10,1,6,3,10,32
204477,25,-2,-2,-2,7,-2,52
204486,13,2,2,9,3,14,40
204501,21,4,6,12,3,11,31
204592,9,1,-1,3,1,1,40
204608,10,1,-1,4,1,2,40
204617,18,16,7,11,5,10,32
204626,10,1,-1,3,1,2,40
204635,22,13,11,12,5,14,32
204662,11,1,-1,4,1,2,40
204671,22,12,-1,10,3,9,33
204680,23,2,-1,10,3,9,33
204699,23,2,-1,10,3,9,33
204705,23,2,-1,10,3,9,33
204714,-3,-3,-3,-3,-3,-3,-3
204723,-3,-3,-3,-3,-3,-3,-3
204769,-3,-3,-3,-3,-3,-3,-3
204778,-3,-3,-3,-3,-3,-3,-3
204796,15,11,14,13,4,15,15
204802,12,1,-1,3,1,2,40
204820,12,1,-1,3,1,2,40
204839,12,1,-1,3,1,2,-3
204848,12,1,-1,2,1,2,40
204857,16,14,14,10,4,16,15
204866,12,1,-1,2,1,2,40
204884,10,1,-1,4,1,1,40
204893,-3,-3,-3,-3,-3,-3,-3
204909,21,6,-1,12,2,11,31
204936,19,10,11,10,3,11,32
204945,7,1,-1,1,1,5,40
204963,-3,-3,-3,-3,-3,-3,-3
204981,-3,-3,-3,-3,-3,-3,-3
204990,24,-2,-2,-2,7,-2,51
205027,24,-2,-2,-2,5,-2,51
205054,10,1,-1,4,1,1,-3
205090,-3,-3,-3,-3,-3,-3,-3
205124,24,-2,-2,-2,5,-2,51
205142,-3,-3,-3,-3,-3,-3,-3
205179,10,1,-1,4,1,2,40
205203,19,2,6,9,3,9,22
205391,10,1,-1,4,1,1,-3
205443,21,10,3,9,3,12,31
205470,6,1,-1,2,1,5,40
205513,10,1,-1,4,1,1,40
205522,10,1,-1,3,1,1,-3
205531,10,1,-1,3,1,1,-3
205559,10,1,-1,3,1,1,40
205568,10,1,-1,3,1,1,40
205610,10,1,-1,4,1,2,40
205647,10,1,-1,4,1,2,40
205708,10,1,-1,3,1,2,-3
205726,10,1,-1,3,1,2,40
205841,3,1,-1,2,1,4,40
205887,10,1,-1,2,1,2,40
205957,19,13,8,12,4,11,21
205966,2,1,-1,3,1,3,40
206002,24,-2,-2,-2,2,-2,-3
206011,2,1,-1,2,1,3,40
206039,-3,-3,-3,-3,-3,-3,-3
206048,18,16,7,11,4,10,55
206084,16,14,14,9,4,15,15
206093,10,0,-1,3,3,2,-3
206154,24,-2,-2,-2,2,-2,-3
206172,-3,-3,-3,-3,-3,-3,-3
206181,-3,-3,-3,-3,-3,-3,-3
206215,24,-2,-2,-2,7,-2,51
206224,10,1,-1,3,1,1,40
206279,17,13,13,6,5,9,16
206288,24,-2,-2,-2,7,-2,51
206321,-3,-3,-3,-3,-3,-3,-3
206330,22,13,10,6,3,10,32
206349,20,16,11,8,4,9,21
206358,-3,-3,-3,-3,-3,-3,-3
206394,10,1,-1,3,1,1,40
206437,19,13,9,11,4,11,21
206446,2,1,-1,2,1,2,40
206482,-3,-3,-3,-3,-3,-3,-3
206491,22,9,-1,12,3,8,32
206507,22,12,1,9,3,11,32
206516,24,-2,-2,-2,7,-2,51
206525,21,7,1,12,3,11,31
206589,21,3,-1,12,2,11,31
206604,16,13,17,11,4,15,16
206613,11,1,-1,2,1,2,40
206622,18,10,6,12,5,13,21
206631,10,1,-1,3,1,2,40
206695,18,13,4,6,3,15,21
206783,-3,-3,-3,-3,-3,-3,-3
206817,23,2,-1,9,2,7,40
206835,22,16,2,5,3,7,32
206862,18,16,10,10,4,11,21
206880,-3,-3,-3,-3,-3,-3,-3
206905,-3,-3,-3,-3,-3,-3,-3
206914,20,10,6,6,3,12,21
206923,2,1,-1,3,1,2,40
206932,-3,-3,-3,-3,-3,-3,-3
206941,18,13,4,8,3,15,21
206969,-3,-3,-3,-3,-3,-3,-3
206996,2,1,-1,3,1,2,40
207041,18,13,6,9,4,13,21
207050,1,1,-1,2,1,2,40
207069,4,1,-1,1,1,2,40
207087,-3,-3,-3,-3,-3,-3,-3
207102,-3,-3,-3,-3,-3,-3,-3
207157,24,-2,-2,-2,3,-2,33
207166,-3,-3,-3,-3,-3,-3,-3
207209,20,13,13,9,3,10,32
207236,2,1,-1,2,1,2,40
207254,28,-2,-2,-2,2,-2,40
207263,18,13,6,8,3,12,21
207272,-3,-3,-3,-3,-3,-3,-3
207281,2,1,-1,2,1,3,40
207290,2,1,-1,3,1,2,40
207306,20,13,9,6,3,10,21
207315,25,-2,-2,-2,7,-2,52
207324,19,13,10,11,3,11,32
207342,25,-2,-2,-2,6,-2,52
207351,22,9,-1,9,2,10,32
207388,16,14,14,11,4,16,15
207397,12,2,-1,5,2,12,40
207403,22,13,2,11,3,11,32
207449,6,1,-1,1,1,4,40
207458,18,10,4,13,5,14,21
207500,15,11,15,13,4,16,15
207537,-3,-3,-3,-3,-3,-3,-3
207564,12,2,-1,5,2,10,40
207582,20,13,18,11,4,11,21
207607,-3,-3,-3,-3,-3,-3,-3
207625,10,0,-1,4,3,1,-3
207661,23,2,-1,6,2,12,40
207670,4,1,-1,1,1,4,40
207689,22,13,2,9,3,8,33
207704,-3,-3,-3,-3,-3,-3,-3
207722,21,9,-1,11,2,7,32
207740,2,1,-1,2,1,2,40
207786,-3,-3,-3,-3,-3,-3,-3
207847,19,10,11,8,3,12,21
207856,22,16,3,9,5,7,51
207865,19,13,6,11,4,13,21
207935,7,1,-1,2,1,5,40
207962,10,1,-1,4,1,2,40
207971,17,10,15,12,4,14,16
208017,-3,-3,-3,-3,-3,-3,-3
208026,-3,-3,-3,-3,-3,-3,-3
208035,2,1,-1,1,1,2,40
208044,-3,-3,-3,-3,-3,-3,-3
208053,-3,-3,-3,-3,-3,-3,-3
208080,-3,-3,-3,-3,-3,-3,-3
208123,-3,-3,-3,-3,-3,-3,-3
208187,-3,-3,-3,-3,-3,-3,-3
208239,30,-2,-2,-2,2,-2,56
208248,-3,-3,-3,-3,-3,-3,-3
208275,2,1,-1,2,1,2,40
208318,2,1,-1,2,1,3,40
208390,3,1,-1,2,1,4,40
208406,5,1,-1,1,1,3,40
208415,2,1,-1,1,1,2,40
208433,-3,-3,-3,-3,-3,-3,-3
208479,10,0,-1,4,3,2,-3
208488,18,16,9,11,5,10,22
208512,-3,-3,-3,-3,-3,-3,-3
208637,-3,-3,-3,-3,-3,-3,-3
208646,20,10,9,6,3,9,22
208655,-3,-3,-3,-3,-3,-3,-3
208725,24,-2,-2,-2,2,-2,51
208822,18,10,9,10,5,11,21
208859,-3,-3,-3,-3,-3,-3,-3
208965,28,-2,-2,-2,2,-2,54
209038,3,1,-1,2,1,4,40
209056,21,3,12,12,5,14,31
209065,21,9,-1,10,2,11,32
209074,3,1,-1,2,1,3,40
209083,-3,-3,-3,-3,-3,-3,-3
209108,18,10,7,5,5,6,21
209153,-3,-3,-3,-3,-3,-3,-3
209205,-3,-3,-3,-3,-3,-3,-3
209241,24,-2,-2,-2,6,-2,51
209250,4,1,-1,2,1,4,40
209287,24,-2,-2,-2,5,-2,51
209296,26,-2,-2,-2,7,-2,53
209348,-3,-3,-3,-3,-3,-3,-3
209409,22,16,11,11,4,7,32
209445,-3,-3,-3,-3,-3,-3,-3
209490,25,-2,-2,-2,6,-2,52
209506,22,16,3,6,3,9,54
209533,30,-2,-2,-2,3,-2,56
209542,15,14,14,11,4,15,15
209551,15,8,15,11,4,15,15
209603,30,-2,-2,-2,3,-2,56
209612,18,10,18,10,6,11,21
209667,-3,-3,-3,-3,-3,-3,-3
209676,-3,-3,-3,-3,-3,-3,-3
209694,-3,-3,-3,-3,-3,-3,-3
209700,-3,-3,-3,-3,-3,-3,-3
209719,-3,-3,-3,-3,-3,-3,-3
209746,7,1,-1,2,1,5,40
209807,16,11,17,8,4,15,16
209825,18,10,6,12,3,14,21
209922,21,3,3,12,3,11,31
209940,3,1,-1,2,1,3,40
209986,-3,-3,-3,-3,-3,-3,-3
210076,14,2,-1,6,2,9,40
210100,-3,-3,-3,-3,-3,-3,-3
210146,18,7,4,10,3,12,21
210155,2,1,-1,2,1,2,40
210234,2,1,-1,2,1,2,40
210270,2,1,-1,3,1,3,40
210304,22,16,7,9,4,9,31
210331,22,10,9,10,4,7,32
210340,-3,-3,-3,-3,-3,-3,-3
210359,10,1,-1,3,1,2,40
210368,24,-2,-2,-2,7,-2,51
210401,21,3,11,12,5,11,31
210429,19,10,4,9,3,13,21
210438,26,-2,-2,-2,6,-2,53
210456,-3,-3,-3,-3,-3,-3,-3
210474,-3,-3,-3,-3,-3,-3,-3
210483,10,1,-1,4,1,1,40
210492,21,4,8,10,3,8,-3
210508,-3,-3,-3,-3,-3,-3,-3
210571,21,7,1,10,3,11,31
210599,-3,-3,-3,-3,-3,-3,-3
210605,7,1,-1,2,1,5,40
210669,21,3,-1,12,2,11,31
210711,-3,-3,-3,-3,-3,-3,-3
210739,18,13,7,7,4,10,21
210748,-3,-3,-3,-3,-3,-3,-3
210775,19,13,6,9,4,10,32
210784,-3,-3,-3,-3,-3,-3,-3
210809,29,-2,-2,-2,7,-2,55
210890,10,1,-1,4,1,1,40
210906,10,1,-1,2,1,2,40
210942,30,-2,-2,-2,2,-2,40
210951,10,1,-1,4,1,1,40
210960,30,-2,-2,-2,2,-2,40
211006,-3,-3,-3,-3,-3,-3,-3
211024,24,-2,-2,-2,5,-2,51
211079,4,1,-1,2,1,2,40
211088,18,7,18,10,5,14,21
211130,24,-2,-2,-2,7,-2,51
211149,9,1,-1,4,1,1,-3
211158,18,10,6,10,3,13,21
211200,10,1,-1,4,1,2,40
211273,21,4,15,12,4,11,31
211291,21,7,4,12,3,14,31
211307,5,1,-1,2,1,4,40
211316,10,1,-1,3,1,1,-3
211334,-3,-3,-3,-3,-3,-3,-3
211343,4,1,-1,2,1,3,40
